nice: cannot set niceness: Permission denied
Precompiling packages...
   1490.1 ms  ✓ MozillaCACerts_jll
   1598.0 ms  ✓ Unicode
   1693.3 ms  ✓ Logging
   1727.0 ms  ✓ OpenSSL_jll
   1700.9 ms  ✓ UUIDs
   1705.0 ms  ✓ NetworkOptions
   1717.1 ms  ✓ nghttp2_jll
   1780.4 ms  ✓ Zlib_jll
   1813.2 ms  ✓ CompilerSupportLibraries_jll
   1898.8 ms  ✓ Base64
    522.9 ms  ✓ LibSSH2_jll
    745.8 ms  ✓ Printf
    586.7 ms  ✓ p7zip_jll
    489.9 ms  ✓ LibGit2_jll
    498.8 ms  ✓ LibCURL_jll
   3261.6 ms  ✓ ArgTools
    777.8 ms  ✓ LibCURL
    645.6 ms  ✓ Tar
   2993.1 ms  ✓ Dates
   3097.6 ms  ✓ LibGit2
    467.4 ms  ✓ TOML
   3104.4 ms  ✓ Downloads
   9633.1 ms  ✓ StyledStrings
   1678.9 ms  ✓ JuliaSyntaxHighlighting
   3860.0 ms  ✓ Markdown
  47414.8 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2517.5 ms  ✓ IteratorInterfaceExtensions
   2617.7 ms  ✓ RangeArrays
   2676.2 ms  ✓ LaTeXStrings
   2674.4 ms  ✓ PolygonOps
   2702.9 ms  ✓ IndirectArrays
   2704.7 ms  ✓ TensorCore
   2714.7 ms  ✓ StatsAPI
   2811.2 ms  ✓ Contour
   3192.9 ms  ✓ TriplotBase
   3614.4 ms  ✓ AbstractFFTs
   4195.3 ms  ✓ Gamma
   2394.3 ms  ✓ CommonSolve
   2516.9 ms  ✓ OpenLibm_jll
   2691.5 ms  ✓ IntegerMathUtils
   2899.0 ms  ✓ InverseFunctions
   5785.3 ms  ✓ OffsetArrays
   5775.3 ms  ✓ FillArrays
   3083.1 ms  ✓ SuiteSparse_jll
   3285.5 ms  ✓ IterTools
   3311.3 ms  ✓ Statistics
   3793.3 ms  ✓ Serialization
   2310.7 ms  ✓ DataValueInterfaces
   7492.1 ms  ✓ Format
   2593.4 ms  ✓ EnumX
   2403.2 ms  ✓ Reexport
   2720.3 ms  ✓ StableRNGs
   3296.0 ms  ✓ AbstractTrees
   4111.9 ms  ✓ Requires
