nice: cannot set niceness: Permission denied
Precompiling packages...
   1495.2 ms  ✓ MozillaCACerts_jll
   1623.3 ms  ✓ UUIDs
   1631.2 ms  ✓ Zlib_jll
   1716.2 ms  ✓ Logging
   1712.2 ms  ✓ nghttp2_jll
   1752.1 ms  ✓ OpenSSL_jll
   1739.4 ms  ✓ CompilerSupportLibraries_jll
   1736.0 ms  ✓ Unicode
   1752.0 ms  ✓ NetworkOptions
   1848.2 ms  ✓ Base64
    499.7 ms  ✓ LibSSH2_jll
    592.9 ms  ✓ p7zip_jll
    686.3 ms  ✓ Printf
    479.1 ms  ✓ LibCURL_jll
    485.4 ms  ✓ LibGit2_jll
   3220.2 ms  ✓ ArgTools
    766.9 ms  ✓ LibCURL
    645.6 ms  ✓ Tar
   2935.3 ms  ✓ Dates
   3091.2 ms  ✓ LibGit2
    460.0 ms  ✓ TOML
   3029.1 ms  ✓ Downloads
   9378.7 ms  ✓ StyledStrings
   1675.9 ms  ✓ JuliaSyntaxHighlighting
   3941.6 ms  ✓ Markdown
  48010.9 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2506.2 ms  ✓ IteratorInterfaceExtensions
   2513.9 ms  ✓ IndirectArrays
   2528.6 ms  ✓ MuladdMacro
   2610.0 ms  ✓ PolygonOps
   2635.2 ms  ✓ RangeArrays
   2728.9 ms  ✓ LaTeXStrings
   2726.1 ms  ✓ TensorCore
   2822.2 ms  ✓ Contour
   2911.8 ms  ✓ StatsAPI
   2913.4 ms  ✓ TriplotBase
   3326.3 ms  ✓ AbstractFFTs
   2518.8 ms  ✓ IntegerMathUtils
   2584.8 ms  ✓ OpenLibm_jll
   2927.9 ms  ✓ InverseFunctions
   2997.5 ms  ✓ SuiteSparse_jll
   3298.2 ms  ✓ Statistics
   5920.1 ms  ✓ OffsetArrays
   5995.8 ms  ✓ FillArrays
   3685.3 ms  ✓ IterTools
   3995.8 ms  ✓ Serialization
   7525.5 ms  ✓ Format
   2439.1 ms  ✓ DataValueInterfaces
   2698.2 ms  ✓ EnumX
   2678.1 ms  ✓ Reexport
   2883.7 ms  ✓ StableRNGs
   3318.4 ms  ✓ AbstractTrees
   4587.6 ms  ✓ Requires
   3224.7 ms  ✓ IntervalSets
   2398.3 ms  ✓ RoundingEmulator
  10131.0 ms  ✓ CEnum
   2817.2 ms  ✓ Mmap
   2891.6 ms  ✓ Extents
   2601.1 ms  ✓ PtrArrays
   2803.5 ms  ✓ PCRE2_jll
   6780.3 ms  ✓ SignedDistanceFields
   2896.5 ms  ✓ Inflate
   3800.9 ms  ✓ TranscodingStreams
   2108.5 ms  ✓ CRC32c
   2383.9 ms  ✓ DataAPI
  10190.7 ms  ✓ Observables
  10600.9 ms  ✓ OrderedCollections
   3004.7 ms  ✓ StaticArraysCore
   2903.5 ms  ✓ MappedArrays
  12097.6 ms  ✓ Grisu
   2880.2 ms  ✓ Scratch
   2193.9 ms  ✓ TableTraits
   6802.2 ms  ✓ AdaptivePredicates
   4005.1 ms  ✓ Preferences
   3390.5 ms  ✓ Primes
   2799.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3093.9 ms  ✓ DocStringExtensions
   9378.2 ms  ✓ ConstructionBase
   9874.0 ms  ✓ LazyModules
  13503.0 ms  ✓ IrrationalConstants
   7399.4 ms  ✓ PkgVersion
   3694.8 ms  ✓ PaddedViews
   4190.6 ms  ✓ StackViews
   3093.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   9999.1 ms  ✓ StructUtils
   3007.5 ms  ✓ Adapt
  20308.5 ms  ✓ MacroTools
  10010.0 ms  ✓ Compat
   3997.8 ms  ✓ Ratios
  24313.8 ms  ✓ BaseDirs
   2893.8 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   9511.7 ms  ✓ NaNMath
   3221.8 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2809.5 ms  ✓ AliasTables
   2392.6 ms  ✓ Showoff
   2902.1 ms  ✓ RelocatableFolders
   2602.5 ms  ✓ PrecompileTools
   2492.3 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   3115.7 ms  ✓ JLLWrappers
  14475.6 ms  ✓ InteractiveUtils
   2412.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2320.1 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   2524.0 ms  ✓ MosaicViews
   2492.7 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2411.6 ms  ✓ Compat → CompatLinearAlgebraExt
   3991.5 ms  ✓ LogExpFunctions
   8289.4 ms  ✓ DataStructures
   6892.1 ms  ✓ FFTA
   4284.1 ms  ✓ AxisArrays
   9822.9 ms  ✓ Missings
   3594.3 ms  ✓ CoreMath_jll
  10629.3 ms  ✓ Tables
   3900.5 ms  ✓ Graphite2_jll
  10487.4 ms  ✓ ComputePipeline
   4400.6 ms  ✓ Libmount_jll
   4096.9 ms  ✓ LLVMOpenMP_jll
   3894.4 ms  ✓ Bzip2_jll
  19725.7 ms  ✓ FixedPointNumbers
  17311.6 ms  ✓ Distributed
   5170.3 ms  ✓ Xorg_libpciaccess_jll
   4208.6 ms  ✓ Rmath_jll
   3914.2 ms  ✓ libpng_jll
   4574.1 ms  ✓ Xorg_libXau_jll
   3305.1 ms  ✓ LERC_jll
   3883.8 ms  ✓ Giflib_jll
   3901.3 ms  ✓ Imath_jll
   4598.9 ms  ✓ libfdk_aac_jll
   3613.1 ms  ✓ LAME_jll
  19700.3 ms  ✓ FileIO
   4505.6 ms  ✓ EarCut_jll
   4300.4 ms  ✓ CRlibm_jll
   3529.3 ms  ✓ Ogg_jll
   4885.6 ms  ✓ JpegTurbo_jll
   4897.2 ms  ✓ XZ_jll
   3775.0 ms  ✓ Xorg_libXdmcp_jll
   3713.2 ms  ✓ x265_jll
   3804.7 ms  ✓ x264_jll
   4215.0 ms  ✓ libaom_jll
   4481.8 ms  ✓ Zstd_jll
   3698.3 ms  ✓ Expat_jll
   3510.2 ms  ✓ Opus_jll
   3518.1 ms  ✓ Xorg_xtrans_jll
  26415.6 ms  ✓ SparseArrays
   3989.4 ms  ✓ Libiconv_jll
   3908.3 ms  ✓ Libffi_jll
   3475.0 ms  ✓ Libuuid_jll
   3686.4 ms  ✓ isoband_jll
   3685.0 ms  ✓ FriBidi_jll
   3814.0 ms  ✓ OpenSpecFun_jll
   3704.2 ms  ✓ OpenBLASConsistentFPCSR_jll
   2496.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4193.9 ms  ✓ SimpleTraits
   2798.9 ms  ✓ SortingAlgorithms
   2395.7 ms  ✓ StructUtils → StructUtilsTablesExt
   3117.0 ms  ✓ CoreMath
   5971.4 ms  ✓ FilePathsBase
   3781.9 ms  ✓ Pixman_jll
   2411.8 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   3783.9 ms  ✓ FreeType2_jll
   3600.5 ms  ✓ SharedArrays
   3496.5 ms  ✓ libdrm_jll
   4231.9 ms  ✓ ProgressMeter
   3203.6 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   3203.9 ms  ✓ CRlibm
   4228.3 ms  ✓ Rmath
   4095.7 ms  ✓ libvorbis_jll
   3505.1 ms  ✓ libsixel_jll
  10914.0 ms  ✓ QuadGK
   3594.9 ms  ✓ WoodburyMatrices
   3811.5 ms  ✓ Libtiff_jll
  11095.6 ms  ✓ StructArrays
   3098.9 ms  ✓ Statistics → SparseArraysExt
  13089.6 ms  ✓ ChainRulesCore
   5269.9 ms  ✓ CodecZstd
   3727.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3181.6 ms  ✓ SuiteSparse
   2403.6 ms  ✓ Isoband
   3176.2 ms  ✓ Adapt → AdaptSparseArraysExt
  12399.4 ms  ✓ ColorTypes
   3994.7 ms  ✓ GettextRuntime_jll
   4277.3 ms  ✓ FilePaths
   4692.1 ms  ✓ OpenEXR_jll
   3103.6 ms  ✓ AxisAlgorithms
   4603.2 ms  ✓ FreeType
   2618.7 ms  ✓ StructArrays → StructArraysAdaptExt
   5077.6 ms  ✓ Fontconfig_jll
  10808.6 ms  ✓ Xorg_libxcb_jll
   2801.9 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   3812.1 ms  ✓ StructArrays → StructArraysSparseArraysExt
   2975.6 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2497.6 ms  ✓ ColorTypes → StyledStringsExt
   4398.1 ms  ✓ PDMats
   6184.8 ms  ✓ Glib_jll
   7715.9 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
