nice: cannot set niceness: Permission denied
Precompiling packages...
   1459.7 ms  ✓ MozillaCACerts_jll
   1577.9 ms  ✓ UUIDs
   1660.7 ms  ✓ Zlib_jll
   1710.9 ms  ✓ OpenSSL_jll
   1681.8 ms  ✓ Logging
   1685.9 ms  ✓ nghttp2_jll
   1684.9 ms  ✓ Unicode
   1762.9 ms  ✓ CompilerSupportLibraries_jll
   1809.7 ms  ✓ NetworkOptions
   1852.6 ms  ✓ Base64
    520.7 ms  ✓ LibSSH2_jll
    602.3 ms  ✓ p7zip_jll
    727.3 ms  ✓ Printf
    494.9 ms  ✓ LibGit2_jll
    493.1 ms  ✓ LibCURL_jll
   3376.3 ms  ✓ ArgTools
    760.3 ms  ✓ LibCURL
    648.2 ms  ✓ Tar
   2999.0 ms  ✓ Dates
   3053.9 ms  ✓ LibGit2
    456.1 ms  ✓ TOML
   2996.6 ms  ✓ Downloads
   9467.1 ms  ✓ StyledStrings
   1708.5 ms  ✓ JuliaSyntaxHighlighting
   3848.2 ms  ✓ Markdown
  47789.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2430.3 ms  ✓ MuladdMacro
   2527.1 ms  ✓ IndirectArrays
   2610.6 ms  ✓ IteratorInterfaceExtensions
   2712.9 ms  ✓ RangeArrays
   2713.9 ms  ✓ LaTeXStrings
   2905.5 ms  ✓ PolygonOps
   2922.3 ms  ✓ TensorCore
   2920.1 ms  ✓ StatsAPI
   2906.7 ms  ✓ TriplotBase
   3002.6 ms  ✓ Contour
   3185.0 ms  ✓ AbstractFFTs
   2602.4 ms  ✓ IntegerMathUtils
   2570.4 ms  ✓ OpenLibm_jll
   2610.3 ms  ✓ InverseFunctions
   5385.1 ms  ✓ FillArrays
   5669.9 ms  ✓ OffsetArrays
   2796.3 ms  ✓ SuiteSparse_jll
   3401.3 ms  ✓ Statistics
   3688.2 ms  ✓ Serialization
   3375.9 ms  ✓ IterTools
   2430.5 ms  ✓ DataValueInterfaces
   7797.5 ms  ✓ Format
   2597.9 ms  ✓ EnumX
   2897.1 ms  ✓ StableRNGs
   2834.1 ms  ✓ Reexport
   3283.8 ms  ✓ DocStringExtensions
   3109.4 ms  ✓ AbstractTrees
   4286.7 ms  ✓ Requires
   3043.9 ms  ✓ IntervalSets
   9697.5 ms  ✓ CEnum
   2710.0 ms  ✓ RoundingEmulator
   2791.8 ms  ✓ Mmap
   2791.3 ms  ✓ Extents
   3005.7 ms  ✓ PtrArrays
   2995.1 ms  ✓ PCRE2_jll
   3091.6 ms  ✓ Inflate
   3495.3 ms  ✓ TranscodingStreams
   2579.7 ms  ✓ DataAPI
   9905.3 ms  ✓ OrderedCollections
   2395.1 ms  ✓ CRC32c
  10029.1 ms  ✓ Observables
   2706.0 ms  ✓ StaticArraysCore
   2800.5 ms  ✓ MappedArrays
  11417.8 ms  ✓ Grisu
   2612.5 ms  ✓ Scratch
   2794.4 ms  ✓ TableTraits
   7186.7 ms  ✓ AdaptivePredicates
   4299.6 ms  ✓ Preferences
   3494.6 ms  ✓ Primes
   2597.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2597.4 ms  ✓ StackViews
   2887.0 ms  ✓ PaddedViews
  10193.9 ms  ✓ LazyModules
  10091.4 ms  ✓ ConstructionBase
   2798.1 ms  ✓ FillArrays → FillArraysStatisticsExt
  15196.8 ms  ✓ IrrationalConstants
   8200.2 ms  ✓ PkgVersion
  21723.7 ms  ✓ BaseDirs
  19020.5 ms  ✓ MacroTools
   2998.9 ms  ✓ Ratios
   9605.4 ms  ✓ Compat
   3682.1 ms  ✓ Adapt
   6594.9 ms  ✓ SignedDistanceFields
   2504.8 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2701.5 ms  ✓ AliasTables
  13004.6 ms  ✓ StructUtils
   3502.5 ms  ✓ LogExpFunctions
  10661.1 ms  ✓ NaNMath
   2594.4 ms  ✓ Showoff
   2926.3 ms  ✓ RelocatableFolders
   3187.7 ms  ✓ JLLWrappers
   2682.9 ms  ✓ PrecompileTools
   2398.6 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
  14797.3 ms  ✓ InteractiveUtils
   2842.1 ms  ✓ MosaicViews
   2399.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2207.0 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2506.1 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2286.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3507.8 ms  ✓ Graphite2_jll
   9496.0 ms  ✓ Missings
   6700.5 ms  ✓ FFTA
   9210.9 ms  ✓ DataStructures
   4218.9 ms  ✓ AxisArrays
   3702.4 ms  ✓ Libmount_jll
   3598.9 ms  ✓ LLVMOpenMP_jll
   3905.5 ms  ✓ Bzip2_jll
   3971.3 ms  ✓ Rmath_jll
   3887.9 ms  ✓ Xorg_libXau_jll
  10599.3 ms  ✓ ComputePipeline
  11310.4 ms  ✓ Tables
   3666.1 ms  ✓ libpng_jll
   3604.0 ms  ✓ libfdk_aac_jll
   3989.8 ms  ✓ Imath_jll
   3880.2 ms  ✓ Giflib_jll
   4388.5 ms  ✓ LAME_jll
   4593.1 ms  ✓ LERC_jll
  19078.7 ms  ✓ Distributed
   3727.0 ms  ✓ CRlibm_jll
