nice: cannot set niceness: Permission denied
Precompiling packages...
   1715.7 ms  ✓ OpenSSL_jll
   1685.9 ms  ✓ MozillaCACerts_jll
   1689.0 ms  ✓ Logging
   1690.2 ms  ✓ UUIDs
   1685.2 ms  ✓ nghttp2_jll
   1691.4 ms  ✓ Zlib_jll
   1719.6 ms  ✓ NetworkOptions
   1724.6 ms  ✓ CompilerSupportLibraries_jll
   1721.0 ms  ✓ Unicode
   1912.2 ms  ✓ Base64
    505.6 ms  ✓ LibSSH2_jll
    609.9 ms  ✓ p7zip_jll
    708.8 ms  ✓ Printf
    490.7 ms  ✓ LibCURL_jll
    498.3 ms  ✓ LibGit2_jll
   3300.4 ms  ✓ ArgTools
    772.3 ms  ✓ LibCURL
    684.7 ms  ✓ Tar
   2934.8 ms  ✓ Dates
   3072.2 ms  ✓ LibGit2
    456.1 ms  ✓ TOML
   3116.5 ms  ✓ Downloads
   9466.2 ms  ✓ StyledStrings
   1735.6 ms  ✓ JuliaSyntaxHighlighting
   3969.4 ms  ✓ Markdown
  47653.0 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2412.0 ms  ✓ PolygonOps
   2424.2 ms  ✓ IndirectArrays
   2514.1 ms  ✓ MuladdMacro
   2514.9 ms  ✓ IteratorInterfaceExtensions
   2518.2 ms  ✓ LaTeXStrings
   2535.1 ms  ✓ RangeArrays
   3005.7 ms  ✓ Contour
   3016.4 ms  ✓ StatsAPI
   3013.5 ms  ✓ TriplotBase
   3211.7 ms  ✓ TensorCore
   3394.0 ms  ✓ AbstractFFTs
   2408.1 ms  ✓ IntegerMathUtils
   2471.7 ms  ✓ TableTraits
   2513.9 ms  ✓ OpenLibm_jll
   5300.1 ms  ✓ FillArrays
   3175.0 ms  ✓ InverseFunctions
   5707.8 ms  ✓ OffsetArrays
   3294.9 ms  ✓ IterTools
   3010.0 ms  ✓ SuiteSparse_jll
   3871.4 ms  ✓ Serialization
   2589.7 ms  ✓ EnumX
   2635.1 ms  ✓ DataValueInterfaces
   7704.3 ms  ✓ Format
   2691.6 ms  ✓ StableRNGs
   2535.5 ms  ✓ Reexport
   4000.9 ms  ✓ Requires
   3290.0 ms  ✓ DocStringExtensions
   3289.2 ms  ✓ AbstractTrees
   3026.5 ms  ✓ IntervalSets
  10007.4 ms  ✓ CEnum
   2900.8 ms  ✓ RoundingEmulator
   2597.3 ms  ✓ PtrArrays
   2500.6 ms  ✓ PCRE2_jll
   3691.9 ms  ✓ Mmap
   3697.0 ms  ✓ Extents
   3195.3 ms  ✓ Inflate
   3898.1 ms  ✓ TranscodingStreams
   9434.6 ms  ✓ Observables
   2516.3 ms  ✓ DataAPI
   2597.1 ms  ✓ CRC32c
   2889.5 ms  ✓ StaticArraysCore
  10710.2 ms  ✓ OrderedCollections
   2787.4 ms  ✓ MappedArrays
  11699.2 ms  ✓ Grisu
   2601.9 ms  ✓ Scratch
   7300.3 ms  ✓ AdaptivePredicates
   3698.3 ms  ✓ Preferences
   3206.4 ms  ✓ Statistics
   2506.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3882.8 ms  ✓ Primes
   9212.2 ms  ✓ LazyModules
   2506.5 ms  ✓ StackViews
   9601.9 ms  ✓ ConstructionBase
   3102.0 ms  ✓ PaddedViews
   2500.9 ms  ✓ Ratios
   6978.7 ms  ✓ PkgVersion
  14671.0 ms  ✓ IrrationalConstants
   2669.5 ms  ✓ Adapt
  10889.0 ms  ✓ StructUtils
  22329.5 ms  ✓ BaseDirs
  19711.4 ms  ✓ MacroTools
   3082.3 ms  ✓ AliasTables
   4175.6 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2896.5 ms  ✓ Showoff
  10897.6 ms  ✓ Compat
  10287.2 ms  ✓ NaNMath
   2867.8 ms  ✓ JLLWrappers
   3283.7 ms  ✓ RelocatableFolders
   2890.9 ms  ✓ PrecompileTools
   2804.5 ms  ✓ FillArrays → FillArraysStatisticsExt
