nice: cannot set niceness: Permission denied
Precompiling packages...
   1514.8 ms  ✓ MozillaCACerts_jll
   1606.4 ms  ✓ UUIDs
   1693.5 ms  ✓ Logging
   1696.3 ms  ✓ nghttp2_jll
   1729.7 ms  ✓ OpenSSL_jll
   1723.0 ms  ✓ Unicode
   1784.5 ms  ✓ Zlib_jll
   1794.8 ms  ✓ Base64
   1807.4 ms  ✓ CompilerSupportLibraries_jll
   1829.2 ms  ✓ NetworkOptions
    507.6 ms  ✓ LibSSH2_jll
    588.1 ms  ✓ p7zip_jll
    718.7 ms  ✓ Printf
    485.0 ms  ✓ LibGit2_jll
    491.6 ms  ✓ LibCURL_jll
   3233.8 ms  ✓ ArgTools
    765.1 ms  ✓ LibCURL
    637.0 ms  ✓ Tar
   2961.7 ms  ✓ Dates
   3094.6 ms  ✓ LibGit2
    466.5 ms  ✓ TOML
   3015.3 ms  ✓ Downloads
   9579.0 ms  ✓ StyledStrings
   1684.3 ms  ✓ JuliaSyntaxHighlighting
   3913.7 ms  ✓ Markdown
  47491.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2495.0 ms  ✓ IteratorInterfaceExtensions
   2589.9 ms  ✓ TensorCore
   2597.6 ms  ✓ IndirectArrays
   2601.4 ms  ✓ PolygonOps
   2693.1 ms  ✓ LaTeXStrings
   2701.9 ms  ✓ RangeArrays
   2708.1 ms  ✓ MuladdMacro
   2796.3 ms  ✓ StatsAPI
   2893.7 ms  ✓ Contour
   2956.9 ms  ✓ TriplotBase
   3667.5 ms  ✓ AbstractFFTs
   2490.6 ms  ✓ OpenLibm_jll
   2703.7 ms  ✓ IntegerMathUtils
   5469.3 ms  ✓ FillArrays
   2998.3 ms  ✓ InverseFunctions
   3101.2 ms  ✓ SuiteSparse_jll
   3199.1 ms  ✓ Statistics
   6057.4 ms  ✓ OffsetArrays
   3595.2 ms  ✓ IterTools
   3915.9 ms  ✓ Serialization
   2318.3 ms  ✓ DataValueInterfaces
   7488.2 ms  ✓ Format
   2692.1 ms  ✓ EnumX
   2409.6 ms  ✓ Reexport
   2703.3 ms  ✓ StableRNGs
   4723.2 ms  ✓ Requires
   3101.6 ms  ✓ AbstractTrees
   2700.7 ms  ✓ RoundingEmulator
   3485.1 ms  ✓ DocStringExtensions
   9485.4 ms  ✓ CEnum
   3211.8 ms  ✓ IntervalSets
   2760.4 ms  ✓ Mmap
   2391.6 ms  ✓ PtrArrays
   2494.4 ms  ✓ PCRE2_jll
   3082.8 ms  ✓ Extents
   3397.4 ms  ✓ TranscodingStreams
   2889.3 ms  ✓ Inflate
   2699.7 ms  ✓ Adapt
   9238.4 ms  ✓ Observables
   2779.2 ms  ✓ DataAPI
   2323.1 ms  ✓ CRC32c
   2802.3 ms  ✓ StaticArraysCore
  10298.6 ms  ✓ OrderedCollections
   2862.2 ms  ✓ MappedArrays
   2495.6 ms  ✓ Scratch
   2314.2 ms  ✓ TableTraits
   7113.3 ms  ✓ AdaptivePredicates
   3857.6 ms  ✓ Preferences
   3502.4 ms  ✓ Primes
   2900.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   9373.3 ms  ✓ LazyModules
   2523.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   9775.1 ms  ✓ ConstructionBase
   2529.9 ms  ✓ StackViews
   2911.7 ms  ✓ PaddedViews
   7997.8 ms  ✓ PkgVersion
  15328.7 ms  ✓ IrrationalConstants
   9719.5 ms  ✓ Compat
