Precompiling Pkg...
    986.7 ms  ✓ UUIDs
    984.7 ms  ✓ MozillaCACerts_jll
    987.1 ms  ✓ Logging
   1057.6 ms  ✓ Zlib_jll
   1073.3 ms  ✓ nghttp2_jll
   1111.4 ms  ✓ Unicode
   1166.2 ms  ✓ MbedTLS_jll
   1216.2 ms  ✓ NetworkOptions
   1191.4 ms  ✓ Base64
   1196.4 ms  ✓ p7zip_jll
    330.7 ms  ✓ LibSSH2_jll
    451.7 ms  ✓ Printf
    414.5 ms  ✓ LibCURL_jll
    416.0 ms  ✓ LibGit2_jll
   1971.0 ms  ✓ ArgTools
    557.4 ms  ✓ LibCURL
    550.3 ms  ✓ Tar
   2422.1 ms  ✓ Dates
   2842.5 ms  ✓ Markdown
   2306.1 ms  ✓ LibGit2
    360.7 ms  ✓ TOML
   2865.4 ms  ✓ Downloads
  38306.2 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1848.4 ms  ✓ IteratorInterfaceExtensions
   1947.5 ms  ✓ IndirectArrays
   1948.3 ms  ✓ LaTeXStrings
   2043.4 ms  ✓ PolygonOps
   2046.9 ms  ✓ GeoFormatTypes
   2052.4 ms  ✓ RangeArrays
   2049.5 ms  ✓ CEnum
   2236.7 ms  ✓ StatsAPI
   2335.0 ms  ✓ Contour
   2341.7 ms  ✓ TensorCore
   2343.6 ms  ✓ TriplotBase
   3040.7 ms  ✓ AbstractFFTs
   3537.8 ms  ✓ Serialization
   2194.6 ms  ✓ OpenLibm_jll
   2690.9 ms  ✓ InverseFunctions
   2680.0 ms  ✓ SuiteSparse_jll
   2699.1 ms  ✓ CompilerSupportLibraries_jll
   4730.0 ms  ✓ FillArrays
   1802.6 ms  ✓ DataValueInterfaces
   2897.2 ms  ✓ Statistics
   2511.7 ms  ✓ Observables
   2600.4 ms  ✓ Requires
   2988.6 ms  ✓ IterTools
   5224.9 ms  ✓ OffsetArrays
   3004.4 ms  ✓ OrderedCollections
   5621.0 ms  ✓ Format
   2189.4 ms  ✓ EnumX
   4410.8 ms  ✓ Grisu
   1998.8 ms  ✓ Reexport
   2410.4 ms  ✓ StableRNGs
   1903.5 ms  ✓ PtrArrays
   2409.1 ms  ✓ IntervalSets
   2396.6 ms  ✓ Mmap
   2407.2 ms  ✓ Extents
   2699.7 ms  ✓ AbstractTrees
   2676.4 ms  ✓ RoundingEmulator
   2188.1 ms  ✓ PCRE2_jll
   2909.6 ms  ✓ DocStringExtensions
   3019.3 ms  ✓ TranscodingStreams
   2199.2 ms  ✓ LazyModules
   2317.9 ms  ✓ Inflate
   1922.8 ms  ✓ DataAPI
   1985.3 ms  ✓ CRC32c
   2387.3 ms  ✓ ConstructionBase
   2086.0 ms  ✓ StaticArraysCore
   5410.1 ms  ✓ IrrationalConstants
   2885.6 ms  ✓ MappedArrays
   2804.1 ms  ✓ Scratch
   1878.3 ms  ✓ TableTraits
   3481.9 ms  ✓ Preferences
   2993.3 ms  ✓ Compat
   2695.6 ms  ✓ NaNMath
   2420.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   7190.1 ms  ✓ AdaptivePredicates
   1994.8 ms  ✓ Ratios
