nice: cannot set niceness: Permission denied
Precompiling packages...
   1416.4 ms  ✓ MozillaCACerts_jll
   1537.8 ms  ✓ OpenSSL_jll
   1609.4 ms  ✓ Logging
   1623.6 ms  ✓ nghttp2_jll
   1696.9 ms  ✓ UUIDs
   1794.2 ms  ✓ Zlib_jll
   1797.7 ms  ✓ Unicode
   1800.1 ms  ✓ CompilerSupportLibraries_jll
   1791.8 ms  ✓ Base64
   1807.5 ms  ✓ NetworkOptions
    626.8 ms  ✓ LibSSH2_jll
    542.9 ms  ✓ p7zip_jll
    657.1 ms  ✓ Printf
    486.3 ms  ✓ LibGit2_jll
    491.5 ms  ✓ LibCURL_jll
   3245.6 ms  ✓ ArgTools
    762.4 ms  ✓ LibCURL
    645.7 ms  ✓ Tar
   2925.6 ms  ✓ Dates
   3047.8 ms  ✓ LibGit2
    436.6 ms  ✓ TOML
   3036.4 ms  ✓ Downloads
   9214.0 ms  ✓ StyledStrings
   1617.4 ms  ✓ JuliaSyntaxHighlighting
   3790.5 ms  ✓ Markdown
  46072.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2369.5 ms  ✓ IteratorInterfaceExtensions
   2566.4 ms  ✓ MuladdMacro
   2655.9 ms  ✓ RangeArrays
   2648.8 ms  ✓ StatsAPI
   2668.9 ms  ✓ LaTeXStrings
   2673.1 ms  ✓ IndirectArrays
   2760.3 ms  ✓ Contour
   2831.3 ms  ✓ TensorCore
   2950.7 ms  ✓ TriplotBase
   3059.5 ms  ✓ PolygonOps
   3560.4 ms  ✓ AbstractFFTs
   2602.0 ms  ✓ IntegerMathUtils
   2678.3 ms  ✓ OpenLibm_jll
   2799.9 ms  ✓ InverseFunctions
   5553.5 ms  ✓ FillArrays
   5651.4 ms  ✓ OffsetArrays
   3097.5 ms  ✓ SuiteSparse_jll
   3399.4 ms  ✓ IterTools
   3586.8 ms  ✓ Statistics
   3996.7 ms  ✓ Serialization
   7740.6 ms  ✓ Format
   2626.4 ms  ✓ DataValueInterfaces
   2717.3 ms  ✓ EnumX
   2595.8 ms  ✓ Reexport
   2885.3 ms  ✓ StableRNGs
   3389.8 ms  ✓ DocStringExtensions
   3375.4 ms  ✓ AbstractTrees
   9466.9 ms  ✓ CEnum
   3094.6 ms  ✓ IntervalSets
   4885.2 ms  ✓ Requires
   2811.6 ms  ✓ RoundingEmulator
   2909.7 ms  ✓ Mmap
   2616.7 ms  ✓ PtrArrays
   2813.6 ms  ✓ PCRE2_jll
   3182.3 ms  ✓ Extents
   2899.0 ms  ✓ Inflate
