nice: cannot set niceness: Permission denied
Precompiling packages...
   1903.3 ms  ✓ MozillaCACerts_jll
   1905.1 ms  ✓ CompilerSupportLibraries_jll
   1944.3 ms  ✓ OpenSSL_jll
   1904.7 ms  ✓ nghttp2_jll
   2004.5 ms  ✓ NetworkOptions
   1993.8 ms  ✓ Zlib_jll
   2069.4 ms  ✓ UUIDs
   2081.6 ms  ✓ Logging
   2114.2 ms  ✓ Unicode
   2242.1 ms  ✓ Base64
    725.5 ms  ✓ LibSSH2_jll
    936.1 ms  ✓ p7zip_jll
   1020.0 ms  ✓ Printf
    675.9 ms  ✓ LibGit2_jll
    673.6 ms  ✓ LibCURL_jll
    929.6 ms  ✓ LibCURL
   4243.7 ms  ✓ ArgTools
    821.6 ms  ✓ Tar
   3859.6 ms  ✓ Dates
   3933.2 ms  ✓ LibGit2
    582.3 ms  ✓ TOML
   4398.0 ms  ✓ Downloads
  12703.0 ms  ✓ StyledStrings
   2110.9 ms  ✓ JuliaSyntaxHighlighting
   4981.7 ms  ✓ Markdown
  66086.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 86 seconds
Precompiling packages...
   2154.8 ms  ✓ MuladdMacro
   2253.6 ms  ✓ RangeArrays
   2230.1 ms  ✓ Contour
   2254.8 ms  ✓ TensorCore
   2629.9 ms  ✓ AbstractFFTs
   2622.2 ms  ✓ IteratorInterfaceExtensions
   2650.8 ms  ✓ PolygonOps
   3047.5 ms  ✓ LaTeXStrings
   3344.1 ms  ✓ IndirectArrays
   3416.1 ms  ✓ StatsAPI
   3493.2 ms  ✓ TriplotBase
   2590.5 ms  ✓ IntegerMathUtils
   2503.7 ms  ✓ OpenLibm_jll
   2629.7 ms  ✓ InverseFunctions
   3600.0 ms  ✓ Serialization
   3397.2 ms  ✓ SuiteSparse_jll
   6415.7 ms  ✓ FillArrays
   4210.2 ms  ✓ IterTools
   4313.2 ms  ✓ Statistics
   7091.7 ms  ✓ OffsetArrays
   2608.4 ms  ✓ DataValueInterfaces
   3206.9 ms  ✓ EnumX
   2675.2 ms  ✓ StableRNGs
   2916.8 ms  ✓ Reexport
   8939.2 ms  ✓ Format
   5000.0 ms  ✓ Requires
   3386.0 ms  ✓ DocStringExtensions
   3034.8 ms  ✓ IntervalSets
   2498.5 ms  ✓ Mmap
   3992.4 ms  ✓ AbstractTrees
   3491.9 ms  ✓ RoundingEmulator
  11237.1 ms  ✓ CEnum
   2908.8 ms  ✓ Extents
   2480.8 ms  ✓ PCRE2_jll
   2788.0 ms  ✓ PtrArrays
   3506.1 ms  ✓ TranscodingStreams
   2591.4 ms  ✓ CRC32c
  10437.5 ms  ✓ OrderedCollections
   2517.5 ms  ✓ MappedArrays
   3299.5 ms  ✓ DataAPI
  10893.3 ms  ✓ Observables
   3888.5 ms  ✓ Inflate
   3319.2 ms  ✓ StaticArraysCore
  12897.7 ms  ✓ Grisu
   1975.5 ms  ✓ TableTraits
   6801.1 ms  ✓ AdaptivePredicates
   3001.9 ms  ✓ Scratch
   4382.8 ms  ✓ Preferences
   8880.4 ms  ✓ LazyModules
   2598.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  18215.0 ms  ✓ MacroTools
   6607.9 ms  ✓ Primes
  21826.0 ms  ✓ BaseDirs
   2840.9 ms  ✓ FillArrays → FillArraysStatisticsExt
  11807.0 ms  ✓ ConstructionBase
  16480.1 ms  ✓ IrrationalConstants
   8980.4 ms  ✓ PkgVersion
  11882.1 ms  ✓ StructUtils
   2935.6 ms  ✓ Ratios
   4163.1 ms  ✓ StackViews
   2116.6 ms  ✓ IntervalSets → IntervalSetsRandomExt
   4192.6 ms  ✓ PaddedViews
   3980.5 ms  ✓ Adapt
  11862.7 ms  ✓ Compat
  10506.6 ms  ✓ NaNMath
   3526.3 ms  ✓ AliasTables
   1882.5 ms  ✓ Showoff
   4215.1 ms  ✓ LogExpFunctions
   9320.4 ms  ✓ SignedDistanceFields
  14157.2 ms  ✓ InteractiveUtils
   2931.2 ms  ✓ JLLWrappers
   3916.0 ms  ✓ RelocatableFolders
   3314.2 ms  ✓ PrecompileTools
   2694.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3157.7 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   3030.3 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2905.6 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2346.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3688.6 ms  ✓ MosaicViews
   3163.2 ms  ✓ Compat → CompatLinearAlgebraExt
   6435.1 ms  ✓ FFTA
   9366.7 ms  ✓ DataStructures
   5610.7 ms  ✓ AxisArrays
  19303.6 ms  ✓ Distributed
  10924.9 ms  ✓ Missings
   3030.7 ms  ✓ LLVMOpenMP_jll
   4478.8 ms  ✓ Graphite2_jll
  12111.9 ms  ✓ Tables
   3890.3 ms  ✓ Bzip2_jll
   4777.3 ms  ✓ SimpleTraits
   3918.0 ms  ✓ Rmath_jll
   4994.1 ms  ✓ Libmount_jll
  11687.7 ms  ✓ ComputePipeline
   4786.8 ms  ✓ Xorg_libXau_jll
   4828.7 ms  ✓ libpng_jll
  21828.4 ms  ✓ FixedPointNumbers
   4706.1 ms  ✓ libfdk_aac_jll
   3801.8 ms  ✓ Giflib_jll
   4130.1 ms  ✓ FreeType2_jll
   5357.7 ms  ✓ Imath_jll
  25500.0 ms  ✓ SparseArrays
   5063.4 ms  ✓ LAME_jll
   4721.7 ms  ✓ CRlibm_jll
  20507.3 ms  ✓ FileIO
   4188.4 ms  ✓ Ogg_jll
   4805.8 ms  ✓ XZ_jll
   5991.5 ms  ✓ LERC_jll
   5300.1 ms  ✓ JpegTurbo_jll
   3767.7 ms  ✓ Xorg_libXdmcp_jll
   3696.3 ms  ✓ x265_jll
   4272.8 ms  ✓ x264_jll
   2842.3 ms  ✓ Opus_jll
   4221.9 ms  ✓ libaom_jll
   3490.6 ms  ✓ LZO_jll
   4058.1 ms  ✓ Expat_jll
   4389.0 ms  ✓ Zstd_jll
   3621.0 ms  ✓ Xorg_xtrans_jll
   3206.9 ms  ✓ OpenSpecFun_jll
   4014.7 ms  ✓ Libiconv_jll
   3682.6 ms  ✓ isoband_jll
   4241.8 ms  ✓ Libffi_jll
   1974.3 ms  ✓ SortingAlgorithms
   3687.9 ms  ✓ FriBidi_jll
   4551.3 ms  ✓ Libuuid_jll
   3535.7 ms  ✓ OpenBLASConsistentFPCSR_jll
   3479.8 ms  ✓ SharedArrays
   2317.7 ms  ✓ StructUtils → StructUtilsTablesExt
   2822.7 ms  ✓ EarCut_jll
   5414.1 ms  ✓ FilePathsBase
   4901.5 ms  ✓ Pixman_jll
   3962.6 ms  ✓ Rmath
   5693.0 ms  ✓ ProgressMeter
   2495.8 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   3105.0 ms  ✓ WoodburyMatrices
   3724.8 ms  ✓ SuiteSparse
   3257.6 ms  ✓ Statistics → SparseArraysExt
   4200.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   5521.2 ms  ✓ OpenEXR_jll
   6176.0 ms  ✓ FreeType
   3840.9 ms  ✓ Adapt → AdaptSparseArraysExt
  10872.7 ms  ✓ ChainRulesCore
  10482.0 ms  ✓ StructArrays
  11962.4 ms  ✓ QuadGK
   4286.9 ms  ✓ CRlibm
   4084.9 ms  ✓ libvorbis_jll
   4009.9 ms  ✓ Isoband
   4895.8 ms  ✓ libsixel_jll
   4332.6 ms  ✓ Libtiff_jll
  12383.7 ms  ✓ ColorTypes
   2791.3 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   4601.5 ms  ✓ GettextRuntime_jll
   4274.4 ms  ✓ FilePaths
   1897.0 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   4958.9 ms  ✓ Fontconfig_jll
   4872.4 ms  ✓ AxisAlgorithms
   3583.4 ms  ✓ StructArrays → StructArraysAdaptExt
   3112.9 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   5506.4 ms  ✓ PDMats
   2473.1 ms  ✓ ColorTypes → StyledStringsExt
   4805.6 ms  ✓ StructArrays → StructArraysSparseArraysExt
  11182.7 ms  ✓ Xorg_libxcb_jll
   6703.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  12681.2 ms  ✓ SpecialFunctions
   4341.8 ms  ✓ FillArrays → FillArraysPDMatsExt
   4199.8 ms  ✓ Xorg_libX11_jll
   6083.1 ms  ✓ Glib_jll
  11512.9 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   6232.3 ms  ✓ QOI
   3212.4 ms  ✓ Xorg_libXrender_jll
   3504.0 ms  ✓ Xorg_libXext_jll
   6101.2 ms  ✓ HypergeometricFunctions
  16230.5 ms  ✓ StatsBase
   8101.7 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  14557.1 ms  ✓ IntervalArithmetic
   3798.8 ms  ✓ Cairo_jll
   2773.7 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   3193.1 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   5699.5 ms  ✓ Libglvnd_jll
   3605.9 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
  16544.7 ms  ✓ ColorVectorSpace
   4413.3 ms  ✓ PDMats → StatsBaseExt
   3819.7 ms  ✓ HarfBuzz_jll
   1998.3 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
   4405.4 ms  ✓ libwebp_jll
   3343.4 ms  ✓ Pango_jll
   3449.8 ms  ✓ libass_jll
  42008.6 ms  ✓ StaticArrays
  12741.6 ms  ✓ StatsFuns
  23046.1 ms  ✓ Colors
   3592.7 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2783.3 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3939.9 ms  ✓ Adapt → AdaptStaticArraysExt
   4797.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   6187.4 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4884.3 ms  ✓ Animations
  10848.0 ms  ✓ FFMPEG_jll
  11428.3 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
  12600.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   8826.8 ms  ✓ OpenEXR
  14411.5 ms  ✓ StructArrays → StructArraysStaticArraysExt
  56724.4 ms  ✓ SIMD
  58073.6 ms  ✓ Parsers
  15471.0 ms  ✓ Graphics
  19807.7 ms  ✓ ExactPredicates
  23456.5 ms  ✓ Distributions
 102035.6 ms  ✓ Unitful
   2693.2 ms  ✓ Unitful → PrintfExt
   2915.9 ms  ✓ Unitful → InverseFunctionsUnitfulExt
   3163.1 ms  ✓ Unitful → ConstructionBaseUnitfulExt
  18524.0 ms  ✓ Interpolations
  12044.4 ms  ✓ Cairo
   3438.6 ms  ✓ Unitful → NaNMathExt
  26441.5 ms  ✓ ColorSchemes
   3518.3 ms  ✓ Interpolations → InterpolationsUnitfulExt
   9541.4 ms  ✓ Distributions → DistributionsChainRulesCoreExt
  20881.1 ms  ✓ JSON
  19841.3 ms  ✓ DelaunayTriangulation
   5209.7 ms  ✓ KernelDensity
   3127.5 ms  ✓ ColorBrewer
  53238.7 ms  ✓ GeometryBasics
   5304.8 ms  ✓ Packing
  26539.6 ms  ✓ PlotUtils
  44592.6 ms  ✓ Automa
   7158.4 ms  ✓ ShaderAbstractions
   7964.2 ms  ✓ FreeTypeAbstraction
  61298.8 ms  ✓ ImageCore
   7304.2 ms  ✓ WebP
   8003.0 ms  ✓ ImageBase
  23676.7 ms  ✓ GridLayoutBase
  11913.0 ms  ✓ JpegTurbo
   7739.8 ms  ✓ ImageAxes
  16061.6 ms  ✓ PNGFiles
   3578.2 ms  ✓ ImageMetadata
   4796.9 ms  ✓ Netpbm
 146623.0 ms  ✓ REPL
   1520.2 ms  ✓ UnicodeFun
  11188.7 ms  ✓ Pkg → REPLExt
  88051.6 ms  ✓ TiffImages
   3063.2 ms  ✓ Sixel
   1248.6 ms  ✓ ImageIO
   6862.0 ms  ✓ MathTeXEngine
 174519.3 ms  ✓ Makie
  61236.8 ms  ✓ CairoMakie
  243 dependencies successfully precompiled in 432 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +release --project=C/CairoMakie/Plot-A-Sine-Wave -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 1365.61
	System time (seconds): 69.61
	Percent of CPU this job got: 276%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 8:38.52
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 4275036
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 951
	Minor (reclaiming a frame) page faults: 16620903
	Voluntary context switches: 41467
