Precompiling Pkg...
    980.4 ms  ✓ UUIDs
   1057.6 ms  ✓ Zlib_jll
   1068.5 ms  ✓ MozillaCACerts_jll
   1066.8 ms  ✓ MbedTLS_jll
   1087.8 ms  ✓ Logging
   1121.4 ms  ✓ NetworkOptions
   1151.1 ms  ✓ Unicode
   1165.6 ms  ✓ nghttp2_jll
   1196.4 ms  ✓ p7zip_jll
   1248.5 ms  ✓ Base64
    371.7 ms  ✓ LibSSH2_jll
    426.6 ms  ✓ Printf
    414.6 ms  ✓ LibGit2_jll
    415.1 ms  ✓ LibCURL_jll
   2027.1 ms  ✓ ArgTools
    567.1 ms  ✓ LibCURL
    562.1 ms  ✓ Tar
   2294.1 ms  ✓ Dates
   2785.6 ms  ✓ Markdown
   2344.3 ms  ✓ LibGit2
    421.2 ms  ✓ TOML
   2832.5 ms  ✓ Downloads
  37499.1 ms  ✓ Pkg
  23 dependencies successfully precompiled in 43 seconds
Precompiling project...
   1751.4 ms  ✓ IndirectArrays
   1750.4 ms  ✓ IteratorInterfaceExtensions
   1844.8 ms  ✓ LaTeXStrings
   1850.6 ms  ✓ RangeArrays
   1854.5 ms  ✓ PolygonOps
   1946.0 ms  ✓ StatsAPI
   2045.4 ms  ✓ GeoFormatTypes
   2062.7 ms  ✓ Contour
   2165.7 ms  ✓ TensorCore
   2338.2 ms  ✓ CEnum
   2290.7 ms  ✓ TriplotBase
   2751.0 ms  ✓ AbstractFFTs
   3306.2 ms  ✓ Serialization
   2202.5 ms  ✓ OpenLibm_jll
   2401.7 ms  ✓ InverseFunctions
   2416.1 ms  ✓ SuiteSparse_jll
   2602.4 ms  ✓ CompilerSupportLibraries_jll
   1804.1 ms  ✓ DataValueInterfaces
   3013.7 ms  ✓ Statistics
   2523.1 ms  ✓ Observables
   3112.1 ms  ✓ IterTools
   2588.4 ms  ✓ Requires
   4899.9 ms  ✓ FillArrays
   3092.3 ms  ✓ OrderedCollections
   5274.9 ms  ✓ OffsetArrays
   2103.7 ms  ✓ EnumX
   5822.6 ms  ✓ Format
   1902.6 ms  ✓ Reexport
   4284.4 ms  ✓ Grisu
   2490.3 ms  ✓ StableRNGs
   2208.9 ms  ✓ Mmap
   2911.3 ms  ✓ DocStringExtensions
   2212.9 ms  ✓ Extents
   2812.9 ms  ✓ AbstractTrees
   2487.9 ms  ✓ RoundingEmulator
   2587.8 ms  ✓ IntervalSets
   2195.4 ms  ✓ PtrArrays
   2720.3 ms  ✓ PCRE2_jll
   2094.7 ms  ✓ LazyModules
   2694.3 ms  ✓ TranscodingStreams
   2408.8 ms  ✓ Inflate
   2412.0 ms  ✓ ConstructionBase
   1886.0 ms  ✓ CRC32c
   2180.6 ms  ✓ DataAPI
   2101.2 ms  ✓ StaticArraysCore
   2295.1 ms  ✓ MappedArrays
   2691.5 ms  ✓ Scratch
   2800.9 ms  ✓ IntervalSets → IntervalSetsRandomExt
   5886.3 ms  ✓ IrrationalConstants
   1999.8 ms  ✓ TableTraits
   2984.5 ms  ✓ Compat
   3879.9 ms  ✓ Preferences
   2617.0 ms  ✓ NaNMath
   2096.4 ms  ✓ Ratios
   2982.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2513.4 ms  ✓ Adapt
  11308.9 ms  ✓ MacroTools
   7392.3 ms  ✓ AdaptivePredicates
   2418.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   5493.7 ms  ✓ LazyArtifacts
   2313.2 ms  ✓ StackViews
   2118.0 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2309.2 ms  ✓ Showoff
   2779.2 ms  ✓ PaddedViews
   6104.4 ms  ✓ PkgVersion
   2182.6 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2400.5 ms  ✓ AliasTables
   2006.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2210.2 ms  ✓ Missings
   2096.4 ms  ✓ RelocatableFolders
   2118.1 ms  ✓ Compat → CompatLinearAlgebraExt
   3508.7 ms  ✓ LogExpFunctions
   2691.2 ms  ✓ PrecompileTools
   2897.4 ms  ✓ JLLWrappers
   3996.4 ms  ✓ AxisArrays
   2299.2 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   5092.5 ms  ✓ GeoInterface
   4279.4 ms  ✓ Tables
   2494.2 ms  ✓ MosaicViews
  10198.0 ms  ✓ Distributed
   2386.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
