nice: cannot set niceness: Permission denied
Precompiling packages...
   1618.4 ms  ✓ OpenSSL_jll
   1585.1 ms  ✓ MozillaCACerts_jll
   1679.7 ms  ✓ nghttp2_jll
   1683.2 ms  ✓ CompilerSupportLibraries_jll
   1686.4 ms  ✓ UUIDs
   1695.4 ms  ✓ Logging
   1722.9 ms  ✓ NetworkOptions
   1714.8 ms  ✓ Unicode
   1787.1 ms  ✓ Zlib_jll
   1980.6 ms  ✓ Base64
    611.3 ms  ✓ LibSSH2_jll
    625.8 ms  ✓ p7zip_jll
    712.3 ms  ✓ Printf
    481.2 ms  ✓ LibGit2_jll
    484.5 ms  ✓ LibCURL_jll
   3250.9 ms  ✓ ArgTools
    759.1 ms  ✓ LibCURL
    645.3 ms  ✓ Tar
   2891.3 ms  ✓ Dates
   3060.2 ms  ✓ LibGit2
    439.0 ms  ✓ TOML
   3021.5 ms  ✓ Downloads
   9169.0 ms  ✓ StyledStrings
   1658.3 ms  ✓ JuliaSyntaxHighlighting
   3736.5 ms  ✓ Markdown
  45893.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2472.7 ms  ✓ LaTeXStrings
   2578.8 ms  ✓ IndirectArrays
   2589.9 ms  ✓ RangeArrays
   2673.5 ms  ✓ StatsAPI
   2688.0 ms  ✓ Contour
   2769.4 ms  ✓ TensorCore
   2869.7 ms  ✓ TriplotBase
   3079.5 ms  ✓ IteratorInterfaceExtensions
   3184.3 ms  ✓ AbstractFFTs
   3191.2 ms  ✓ PolygonOps
   3864.0 ms  ✓ Serialization
   2569.0 ms  ✓ OpenLibm_jll
   5465.4 ms  ✓ FillArrays
   2912.8 ms  ✓ InverseFunctions
   5786.6 ms  ✓ OffsetArrays
   3285.5 ms  ✓ Statistics
   3189.9 ms  ✓ SuiteSparse_jll
   2392.4 ms  ✓ DataValueInterfaces
   3598.6 ms  ✓ IterTools
   7455.9 ms  ✓ Format
   2225.2 ms  ✓ Reexport
   2832.8 ms  ✓ EnumX
   4775.2 ms  ✓ Requires
   2595.5 ms  ✓ StableRNGs
   2810.4 ms  ✓ RoundingEmulator
   3477.8 ms  ✓ DocStringExtensions
   3403.9 ms  ✓ AbstractTrees
   3001.1 ms  ✓ IntervalSets
   9366.1 ms  ✓ CEnum
   2822.4 ms  ✓ Mmap
   2701.1 ms  ✓ PtrArrays
   2699.8 ms  ✓ PCRE2_jll
   3375.7 ms  ✓ Extents
   3501.0 ms  ✓ TranscodingStreams
