nice: cannot set niceness: Permission denied
Precompiling packages...
   1416.5 ms  ✓ MozillaCACerts_jll
   1605.6 ms  ✓ nghttp2_jll
   1615.3 ms  ✓ Logging
   1623.3 ms  ✓ UUIDs
   1635.4 ms  ✓ Unicode
   1715.1 ms  ✓ Zlib_jll
   1722.2 ms  ✓ CompilerSupportLibraries_jll
   1762.7 ms  ✓ OpenSSL_jll
   1816.0 ms  ✓ NetworkOptions
   1840.2 ms  ✓ Base64
    507.6 ms  ✓ LibSSH2_jll
    579.7 ms  ✓ p7zip_jll
    699.8 ms  ✓ Printf
    459.5 ms  ✓ LibGit2_jll
    457.6 ms  ✓ LibCURL_jll
   3224.0 ms  ✓ ArgTools
    770.0 ms  ✓ LibCURL
    627.7 ms  ✓ Tar
   2932.5 ms  ✓ Dates
    445.3 ms  ✓ TOML
   3025.1 ms  ✓ LibGit2
   3044.7 ms  ✓ Downloads
   9084.7 ms  ✓ StyledStrings
   1635.3 ms  ✓ JuliaSyntaxHighlighting
   3742.7 ms  ✓ Markdown
  46260.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2571.9 ms  ✓ IteratorInterfaceExtensions
   2663.9 ms  ✓ RangeArrays
   2665.1 ms  ✓ LaTeXStrings
   2676.4 ms  ✓ PolygonOps
   2762.8 ms  ✓ IndirectArrays
   2770.2 ms  ✓ StatsAPI
   2776.4 ms  ✓ TensorCore
   2859.1 ms  ✓ Contour
   3047.5 ms  ✓ TriplotBase
   3676.1 ms  ✓ AbstractFFTs
   4651.0 ms  ✓ Serialization
   2805.8 ms  ✓ OpenLibm_jll
   5544.8 ms  ✓ FillArrays
   3017.4 ms  ✓ InverseFunctions
   3097.6 ms  ✓ SuiteSparse_jll
   3391.2 ms  ✓ IterTools
   6158.6 ms  ✓ OffsetArrays
   3899.6 ms  ✓ Statistics
   2691.9 ms  ✓ DataValueInterfaces
   8064.4 ms  ✓ Format
   2697.2 ms  ✓ EnumX
   2490.4 ms  ✓ Reexport
   2792.0 ms  ✓ StableRNGs
   4795.4 ms  ✓ Requires
   9159.3 ms  ✓ CEnum
   3491.7 ms  ✓ DocStringExtensions
   3474.2 ms  ✓ AbstractTrees
   3387.5 ms  ✓ IntervalSets
   3290.5 ms  ✓ RoundingEmulator
   2600.7 ms  ✓ PtrArrays
   2887.1 ms  ✓ Mmap
   2622.4 ms  ✓ PCRE2_jll
   3024.9 ms  ✓ Extents
   3796.1 ms  ✓ TranscodingStreams
   2935.3 ms  ✓ Inflate
   9907.2 ms  ✓ Observables
   2519.3 ms  ✓ DataAPI
   2491.0 ms  ✓ CRC32c
   2905.0 ms  ✓ StaticArraysCore
   2899.4 ms  ✓ MappedArrays
  11180.9 ms  ✓ OrderedCollections
  12187.0 ms  ✓ Grisu
   2594.6 ms  ✓ Scratch
   2414.7 ms  ✓ TableTraits
   7299.9 ms  ✓ AdaptivePredicates
   3870.6 ms  ✓ Preferences
   9607.2 ms  ✓ LazyModules
   5687.8 ms  ✓ LazyArtifacts
   3104.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2728.3 ms  ✓ StackViews
  13801.9 ms  ✓ IrrationalConstants
  10112.4 ms  ✓ ConstructionBase
   3403.6 ms  ✓ PaddedViews
  11873.2 ms  ✓ StructUtils
   3281.8 ms  ✓ Ratios
  20304.8 ms  ✓ MacroTools
   9203.5 ms  ✓ PkgVersion
   3712.4 ms  ✓ FillArrays → FillArraysStatisticsExt
  10603.9 ms  ✓ Compat
  24473.1 ms  ✓ BaseDirs
   4575.1 ms  ✓ Adapt
   9899.7 ms  ✓ NaNMath
