nice: cannot set niceness: Permission denied
Precompiling packages...
   1652.1 ms  ✓ MozillaCACerts_jll
   1660.0 ms  ✓ Logging
   1686.8 ms  ✓ UUIDs
   1747.1 ms  ✓ Zlib_jll
   1789.7 ms  ✓ OpenSSL_jll
   1757.6 ms  ✓ nghttp2_jll
   1774.4 ms  ✓ Unicode
   1783.7 ms  ✓ NetworkOptions
   1790.7 ms  ✓ CompilerSupportLibraries_jll
   1878.7 ms  ✓ Base64
    483.1 ms  ✓ LibSSH2_jll
    588.3 ms  ✓ p7zip_jll
    687.2 ms  ✓ Printf
    491.4 ms  ✓ LibGit2_jll
    485.2 ms  ✓ LibCURL_jll
   3374.9 ms  ✓ ArgTools
    767.6 ms  ✓ LibCURL
    636.7 ms  ✓ Tar
   2986.3 ms  ✓ Dates
   3075.5 ms  ✓ LibGit2
    448.3 ms  ✓ TOML
   3106.8 ms  ✓ Downloads
   9519.6 ms  ✓ StyledStrings
   1672.8 ms  ✓ JuliaSyntaxHighlighting
   3939.8 ms  ✓ Markdown
  47016.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2424.1 ms  ✓ MuladdMacro
   2495.5 ms  ✓ IteratorInterfaceExtensions
   2500.3 ms  ✓ LaTeXStrings
   2510.2 ms  ✓ IndirectArrays
   2525.8 ms  ✓ RangeArrays
   2518.7 ms  ✓ PolygonOps
   2899.1 ms  ✓ Contour
   3002.8 ms  ✓ TensorCore
   3409.2 ms  ✓ StatsAPI
   3504.6 ms  ✓ AbstractFFTs
   3494.1 ms  ✓ TriplotBase
   2517.4 ms  ✓ TableTraits
   2799.1 ms  ✓ IntegerMathUtils
   5188.8 ms  ✓ FillArrays
   2807.0 ms  ✓ InverseFunctions
   3189.0 ms  ✓ Statistics
   5703.1 ms  ✓ OffsetArrays
   2999.8 ms  ✓ SuiteSparse_jll
   3324.2 ms  ✓ IterTools
   4014.5 ms  ✓ Serialization
   2360.0 ms  ✓ DataValueInterfaces
   7788.0 ms  ✓ Format
   2980.7 ms  ✓ StableRNGs
   3114.2 ms  ✓ Primes
   2800.2 ms  ✓ Reexport
   3090.0 ms  ✓ AbstractTrees
   3297.6 ms  ✓ DocStringExtensions
   4487.8 ms  ✓ Requires
   9596.2 ms  ✓ CEnum
   3297.6 ms  ✓ IntervalSets
   2679.4 ms  ✓ Mmap
   3217.5 ms  ✓ RoundingEmulator
   2506.0 ms  ✓ PtrArrays
   2495.6 ms  ✓ PCRE2_jll
   3005.5 ms  ✓ Extents
   3515.3 ms  ✓ TranscodingStreams
   3105.9 ms  ✓ Inflate
   2682.5 ms  ✓ Adapt
   9700.5 ms  ✓ Observables
   2402.8 ms  ✓ CRC32c
   2613.5 ms  ✓ DataAPI
   2970.0 ms  ✓ StaticArraysCore
  10592.8 ms  ✓ OrderedCollections
   3100.6 ms  ✓ MappedArrays
  11994.4 ms  ✓ Grisu
   2722.1 ms  ✓ Scratch
   7493.5 ms  ✓ AdaptivePredicates
   2507.8 ms  ✓ OpenLibm_jll
   2796.9 ms  ✓ EnumX
   3890.9 ms  ✓ Preferences
   2709.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   9589.4 ms  ✓ LazyModules
   2672.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   2677.3 ms  ✓ StackViews
   2898.9 ms  ✓ PaddedViews
  11002.2 ms  ✓ ConstructionBase
  15388.7 ms  ✓ IrrationalConstants
   8125.6 ms  ✓ PkgVersion
  19003.2 ms  ✓ MacroTools
  22719.8 ms  ✓ BaseDirs
  10405.1 ms  ✓ StructUtils
   3228.4 ms  ✓ Ratios
   2392.6 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2979.2 ms  ✓ IntervalSets → IntervalSetsRandomExt
  10665.6 ms  ✓ Compat
   8499.2 ms  ✓ SignedDistanceFields
   2822.2 ms  ✓ AliasTables
   2600.6 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2303.7 ms  ✓ Showoff
   2900.0 ms  ✓ RelocatableFolders
   8135.5 ms  ✓ FFTA
   3110.8 ms  ✓ JLLWrappers
   2774.2 ms  ✓ PrecompileTools
  15098.4 ms  ✓ InteractiveUtils
   2809.0 ms  ✓ MosaicViews
   2226.8 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2300.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2409.4 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   3798.6 ms  ✓ LogExpFunctions
   3192.9 ms  ✓ Compat → CompatLinearAlgebraExt
   9192.2 ms  ✓ DataStructures
   9882.7 ms  ✓ Missings
   4381.7 ms  ✓ AxisArrays
   3877.4 ms  ✓ CoreMath_jll
   8839.1 ms  ✓ NaNMath
   3809.8 ms  ✓ Graphite2_jll
  11489.0 ms  ✓ Tables
   4498.8 ms  ✓ Libmount_jll
   3606.3 ms  ✓ LLVMOpenMP_jll
  17481.1 ms  ✓ Distributed
  19206.6 ms  ✓ FixedPointNumbers
  10790.4 ms  ✓ ComputePipeline
   3610.2 ms  ✓ Rmath_jll
   4286.1 ms  ✓ Bzip2_jll
   3906.1 ms  ✓ Xorg_libXau_jll
   5192.4 ms  ✓ Xorg_libpciaccess_jll
   4702.2 ms  ✓ libpng_jll
   4084.8 ms  ✓ Imath_jll
