nice: cannot set niceness: Permission denied
Precompiling packages...
   1632.0 ms  ✓ OpenSSL_jll
   1621.8 ms  ✓ nghttp2_jll
   1657.0 ms  ✓ Zlib_jll
   1732.6 ms  ✓ UUIDs
   1890.7 ms  ✓ CompilerSupportLibraries_jll
   2101.2 ms  ✓ Logging
   2087.6 ms  ✓ Base64
   2300.0 ms  ✓ MozillaCACerts_jll
   2422.7 ms  ✓ Unicode
   2503.8 ms  ✓ NetworkOptions
   1267.8 ms  ✓ LibSSH2_jll
   1199.0 ms  ✓ p7zip_jll
   1069.8 ms  ✓ Printf
    780.9 ms  ✓ LibCURL_jll
    849.2 ms  ✓ LibGit2_jll
   1091.8 ms  ✓ LibCURL
   5143.9 ms  ✓ ArgTools
    926.9 ms  ✓ Tar
   4724.3 ms  ✓ LibGit2
   5264.4 ms  ✓ Dates
   4755.7 ms  ✓ Downloads
   1179.4 ms  ✓ TOML
  14861.5 ms  ✓ StyledStrings
   2399.4 ms  ✓ JuliaSyntaxHighlighting
   5168.8 ms  ✓ Markdown
  72051.8 ms  ✓ Pkg
  26 dependencies successfully precompiled in 95 seconds
Precompiling packages...
   2073.9 ms  ✓ LaTeXStrings
   2324.2 ms  ✓ PolygonOps
   2339.3 ms  ✓ IndirectArrays
   2450.3 ms  ✓ RangeArrays
   2530.4 ms  ✓ AbstractFFTs
   2745.3 ms  ✓ MuladdMacro
   2789.7 ms  ✓ TriplotBase
   2831.9 ms  ✓ Contour
   3091.6 ms  ✓ IteratorInterfaceExtensions
   3211.8 ms  ✓ StatsAPI
   3227.8 ms  ✓ TensorCore
   2291.7 ms  ✓ InverseFunctions
   2598.6 ms  ✓ Statistics
   2389.9 ms  ✓ IterTools
   3283.1 ms  ✓ OpenLibm_jll
   3665.1 ms  ✓ IntegerMathUtils
   3009.8 ms  ✓ SuiteSparse_jll
   6409.3 ms  ✓ FillArrays
   6599.8 ms  ✓ OffsetArrays
   4502.9 ms  ✓ Serialization
   2280.4 ms  ✓ Reexport
   3275.2 ms  ✓ DataValueInterfaces
   2876.9 ms  ✓ StableRNGs
   8630.7 ms  ✓ Format
   8867.8 ms  ✓ CEnum
   2623.6 ms  ✓ AbstractTrees
   5042.5 ms  ✓ Requires
   4300.3 ms  ✓ DocStringExtensions
   3513.4 ms  ✓ IntervalSets
   2526.1 ms  ✓ RoundingEmulator
   2237.0 ms  ✓ PtrArrays
   3239.3 ms  ✓ Mmap
   3029.7 ms  ✓ PCRE2_jll
   9219.4 ms  ✓ OrderedCollections
   4123.7 ms  ✓ Extents
   7804.7 ms  ✓ SignedDistanceFields
   3078.3 ms  ✓ Inflate
   4439.9 ms  ✓ TranscodingStreams
   2726.5 ms  ✓ DataAPI
  10698.6 ms  ✓ Grisu
   2420.0 ms  ✓ CRC32c
   2899.5 ms  ✓ StaticArraysCore
  11686.2 ms  ✓ Observables
   2693.4 ms  ✓ MappedArrays
   2404.3 ms  ✓ Scratch
   2017.6 ms  ✓ TableTraits
   7270.0 ms  ✓ AdaptivePredicates
   2724.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   7609.0 ms  ✓ LazyModules
   4421.6 ms  ✓ Preferences
   2992.7 ms  ✓ EnumX
   9482.0 ms  ✓ ConstructionBase
   3188.6 ms  ✓ Primes
   2775.1 ms  ✓ StackViews
  17989.3 ms  ✓ MacroTools
  14213.9 ms  ✓ IrrationalConstants
   3009.3 ms  ✓ PaddedViews
   3874.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   9240.2 ms  ✓ PkgVersion
   3209.5 ms  ✓ Ratios
   2433.7 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   3972.9 ms  ✓ IntervalSets → IntervalSetsRandomExt
   4643.3 ms  ✓ Adapt
   3818.4 ms  ✓ AliasTables
  25709.0 ms  ✓ BaseDirs
  13101.9 ms  ✓ StructUtils
  12043.1 ms  ✓ Compat
   2657.5 ms  ✓ Showoff
  10588.3 ms  ✓ NaNMath
   2698.8 ms  ✓ RelocatableFolders
   2135.4 ms  ✓ PrecompileTools
   2283.2 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
  14602.4 ms  ✓ InteractiveUtils
   2882.2 ms  ✓ JLLWrappers
   2925.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2676.2 ms  ✓ Compat → CompatLinearAlgebraExt
   3173.3 ms  ✓ MosaicViews
   3755.2 ms  ✓ LogExpFunctions
   3105.3 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   9365.0 ms  ✓ DataStructures
   4909.1 ms  ✓ AxisArrays
   6844.1 ms  ✓ FFTA
  11065.9 ms  ✓ Missings
   4836.9 ms  ✓ SimpleTraits
   3193.1 ms  ✓ Libmount_jll
  10720.2 ms  ✓ ComputePipeline
   3944.2 ms  ✓ Graphite2_jll
  21486.2 ms  ✓ FixedPointNumbers
  13024.4 ms  ✓ Tables
  19809.5 ms  ✓ Distributed
   4571.0 ms  ✓ LLVMOpenMP_jll
   2460.9 ms  ✓ libpng_jll
   4497.2 ms  ✓ Bzip2_jll
   3618.4 ms  ✓ Imath_jll
   4128.8 ms  ✓ Rmath_jll
   4149.2 ms  ✓ Xorg_libXau_jll
   4367.6 ms  ✓ libfdk_aac_jll
   2279.0 ms  ✓ LERC_jll
   3071.4 ms  ✓ Giflib_jll
   2701.3 ms  ✓ EarCut_jll
   3923.6 ms  ✓ CRlibm_jll
   3371.2 ms  ✓ JpegTurbo_jll
   5144.4 ms  ✓ LAME_jll
   3574.0 ms  ✓ XZ_jll
   2591.5 ms  ✓ x264_jll
  23211.1 ms  ✓ FileIO
   3868.0 ms  ✓ Ogg_jll
   3322.7 ms  ✓ Xorg_libXdmcp_jll
   3889.3 ms  ✓ libaom_jll
   1641.6 ms  ✓ Xorg_xtrans_jll
   2118.1 ms  ✓ Libiconv_jll
   5091.3 ms  ✓ x265_jll
   4175.7 ms  ✓ Zstd_jll
   3101.0 ms  ✓ isoband_jll
   4302.6 ms  ✓ Expat_jll
   1753.1 ms  ✓ OpenBLASConsistentFPCSR_jll
   4127.2 ms  ✓ Opus_jll
   3785.0 ms  ✓ Libffi_jll
   4567.0 ms  ✓ LZO_jll
   2866.3 ms  ✓ Libuuid_jll
   3349.4 ms  ✓ OpenSpecFun_jll
   2696.0 ms  ✓ FriBidi_jll
   2186.6 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   1787.6 ms  ✓ StructUtils → StructUtilsTablesExt
   2788.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3027.2 ms  ✓ SortingAlgorithms
  31521.5 ms  ✓ SparseArrays
   3219.9 ms  ✓ SharedArrays
   6215.1 ms  ✓ FilePathsBase
   3313.9 ms  ✓ ProgressMeter
   2363.7 ms  ✓ CRlibm
   4176.8 ms  ✓ FreeType2_jll
   4306.3 ms  ✓ Pixman_jll
   4290.7 ms  ✓ OpenEXR_jll
   4345.5 ms  ✓ Rmath
   2993.7 ms  ✓ libvorbis_jll
   4058.5 ms  ✓ libsixel_jll
   9039.4 ms  ✓ StructArrays
   2213.3 ms  ✓ Isoband
   3310.2 ms  ✓ Libtiff_jll
   3682.6 ms  ✓ GettextRuntime_jll
   1065.3 ms  ✓ SuiteSparse
   2556.3 ms  ✓ Adapt → AdaptSparseArraysExt
   4000.2 ms  ✓ WoodburyMatrices
  12914.5 ms  ✓ QuadGK
  14128.7 ms  ✓ ChainRulesCore
   4195.0 ms  ✓ Statistics → SparseArraysExt
   4424.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3691.6 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   4125.4 ms  ✓ FilePaths
   1376.2 ms  ✓ StructArrays → StructArraysAdaptExt
  15302.1 ms  ✓ ColorTypes
