nice: cannot set niceness: Permission denied
Precompiling packages...
   1556.1 ms  ✓ OpenSSL_jll
   1524.3 ms  ✓ MozillaCACerts_jll
   1616.8 ms  ✓ Logging
   1621.8 ms  ✓ Zlib_jll
   1702.1 ms  ✓ NetworkOptions
   1714.2 ms  ✓ UUIDs
   1717.8 ms  ✓ nghttp2_jll
   1728.6 ms  ✓ CompilerSupportLibraries_jll
   1745.0 ms  ✓ Unicode
   1825.6 ms  ✓ Base64
    612.2 ms  ✓ LibSSH2_jll
    589.6 ms  ✓ p7zip_jll
    684.1 ms  ✓ Printf
    484.4 ms  ✓ LibCURL_jll
    493.3 ms  ✓ LibGit2_jll
   3194.8 ms  ✓ ArgTools
    780.7 ms  ✓ LibCURL
    633.9 ms  ✓ Tar
   2902.8 ms  ✓ Dates
   3036.0 ms  ✓ LibGit2
    437.5 ms  ✓ TOML
   3092.3 ms  ✓ Downloads
   9222.9 ms  ✓ StyledStrings
   1641.3 ms  ✓ JuliaSyntaxHighlighting
   3801.3 ms  ✓ Markdown
  46454.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2454.2 ms  ✓ IteratorInterfaceExtensions
   2550.7 ms  ✓ LaTeXStrings
   2553.5 ms  ✓ PolygonOps
   2621.2 ms  ✓ StatsAPI
   2639.9 ms  ✓ IndirectArrays
   2852.9 ms  ✓ RangeArrays
   2858.7 ms  ✓ MuladdMacro
   2934.3 ms  ✓ Contour
   3019.3 ms  ✓ TensorCore
   3211.3 ms  ✓ TriplotBase
   3224.0 ms  ✓ AbstractFFTs
   2592.0 ms  ✓ IntegerMathUtils
   2697.8 ms  ✓ OpenLibm_jll
   2830.3 ms  ✓ InverseFunctions
   5527.7 ms  ✓ FillArrays
   5941.7 ms  ✓ OffsetArrays
   3317.7 ms  ✓ Statistics
   3192.9 ms  ✓ SuiteSparse_jll
   3604.8 ms  ✓ IterTools
   4087.5 ms  ✓ Serialization
   2403.6 ms  ✓ DataValueInterfaces
   7942.3 ms  ✓ Format
   2688.1 ms  ✓ EnumX
   2298.2 ms  ✓ Reexport
   2875.7 ms  ✓ StableRNGs
   3370.6 ms  ✓ AbstractTrees
   4492.9 ms  ✓ Requires
   3002.1 ms  ✓ IntervalSets
   3626.1 ms  ✓ DocStringExtensions
   2986.7 ms  ✓ RoundingEmulator
  10642.0 ms  ✓ CEnum
   2588.7 ms  ✓ PtrArrays
   2985.3 ms  ✓ Mmap
   2930.3 ms  ✓ PCRE2_jll
   3494.0 ms  ✓ Extents
   3097.2 ms  ✓ Inflate
   2410.0 ms  ✓ DataAPI
   2303.3 ms  ✓ CRC32c
   3818.8 ms  ✓ TranscodingStreams
  10281.6 ms  ✓ Observables
   2895.3 ms  ✓ StaticArraysCore
  11020.2 ms  ✓ OrderedCollections
   3089.2 ms  ✓ MappedArrays
   2790.7 ms  ✓ Scratch
  12920.2 ms  ✓ Grisu
   2399.3 ms  ✓ TableTraits
   7500.4 ms  ✓ AdaptivePredicates
   3901.7 ms  ✓ Preferences
   3407.1 ms  ✓ Primes
   2698.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2680.5 ms  ✓ StackViews
   9902.6 ms  ✓ LazyModules
   2903.5 ms  ✓ PaddedViews
  10401.9 ms  ✓ ConstructionBase
   7703.6 ms  ✓ PkgVersion
   3296.4 ms  ✓ FillArrays → FillArraysStatisticsExt
   2506.1 ms  ✓ Ratios
