nice: cannot set niceness: Permission denied
Precompiling packages...
   1469.8 ms  ✓ MozillaCACerts_jll
   1491.0 ms  ✓ nghttp2_jll
   1564.0 ms  ✓ Zlib_jll
   1602.7 ms  ✓ UUIDs
   1629.9 ms  ✓ Logging
   1690.8 ms  ✓ CompilerSupportLibraries_jll
   1730.5 ms  ✓ OpenSSL_jll
   1737.8 ms  ✓ NetworkOptions
   1737.4 ms  ✓ Unicode
   1809.5 ms  ✓ Base64
    492.3 ms  ✓ LibSSH2_jll
    546.0 ms  ✓ p7zip_jll
    669.5 ms  ✓ Printf
    446.4 ms  ✓ LibCURL_jll
    452.5 ms  ✓ LibGit2_jll
   3115.4 ms  ✓ ArgTools
    791.9 ms  ✓ LibCURL
    635.0 ms  ✓ Tar
   2917.4 ms  ✓ Dates
   2994.5 ms  ✓ LibGit2
    441.8 ms  ✓ TOML
   2983.2 ms  ✓ Downloads
   9210.2 ms  ✓ StyledStrings
   1633.0 ms  ✓ JuliaSyntaxHighlighting
   3762.6 ms  ✓ Markdown
  47891.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2495.7 ms  ✓ LaTeXStrings
   2502.1 ms  ✓ MuladdMacro
   2593.9 ms  ✓ IndirectArrays
   2612.1 ms  ✓ RangeArrays
   2602.4 ms  ✓ TensorCore
   2684.1 ms  ✓ IteratorInterfaceExtensions
   2689.3 ms  ✓ StatsAPI
   2786.9 ms  ✓ Contour
   3068.6 ms  ✓ PolygonOps
   3395.9 ms  ✓ TriplotBase
   3608.6 ms  ✓ AbstractFFTs
   2600.3 ms  ✓ IntegerMathUtils
   2599.3 ms  ✓ OpenLibm_jll
   5183.5 ms  ✓ FillArrays
   2881.2 ms  ✓ InverseFunctions
   2797.8 ms  ✓ SuiteSparse_jll
   5674.6 ms  ✓ OffsetArrays
   3297.7 ms  ✓ Statistics
   3507.6 ms  ✓ IterTools
   3713.4 ms  ✓ Serialization
   2376.0 ms  ✓ DataValueInterfaces
   2403.2 ms  ✓ Reexport
   7984.1 ms  ✓ Format
   2883.3 ms  ✓ EnumX
   2810.4 ms  ✓ StableRNGs
   3581.4 ms  ✓ DocStringExtensions
   3399.9 ms  ✓ AbstractTrees
   3280.6 ms  ✓ IntervalSets
   9580.2 ms  ✓ CEnum
   4818.0 ms  ✓ Requires
   2824.9 ms  ✓ RoundingEmulator
   2492.6 ms  ✓ PtrArrays
   2906.8 ms  ✓ Mmap
   2672.0 ms  ✓ PCRE2_jll
   2991.4 ms  ✓ Extents
   2917.8 ms  ✓ Inflate
   3301.1 ms  ✓ TranscodingStreams
   2695.4 ms  ✓ DataAPI
   9582.6 ms  ✓ Observables
   2726.6 ms  ✓ CRC32c
  10195.7 ms  ✓ OrderedCollections
   2886.0 ms  ✓ StaticArraysCore
   3340.2 ms  ✓ MappedArrays
  11827.6 ms  ✓ Grisu
   2727.7 ms  ✓ Scratch
   2200.0 ms  ✓ TableTraits
   7299.8 ms  ✓ AdaptivePredicates
   3724.0 ms  ✓ Preferences
   3390.2 ms  ✓ Primes
   2892.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2614.0 ms  ✓ StackViews
   9394.8 ms  ✓ LazyModules
  13794.9 ms  ✓ IrrationalConstants
   3704.7 ms  ✓ PaddedViews
  10481.5 ms  ✓ ConstructionBase
   2722.4 ms  ✓ FillArrays → FillArraysStatisticsExt
  10408.6 ms  ✓ StructUtils
   8690.1 ms  ✓ PkgVersion
   2618.6 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2899.7 ms  ✓ Ratios
   6492.3 ms  ✓ SignedDistanceFields
   3177.3 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
  20907.9 ms  ✓ MacroTools
   3295.7 ms  ✓ Adapt
  24318.5 ms  ✓ BaseDirs
  11193.7 ms  ✓ Compat
   9799.5 ms  ✓ NaNMath
   3097.2 ms  ✓ AliasTables
   2763.6 ms  ✓ Showoff
   2903.7 ms  ✓ RelocatableFolders
   2953.8 ms  ✓ PrecompileTools
   3094.1 ms  ✓ JLLWrappers
  14496.7 ms  ✓ InteractiveUtils
   2299.4 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2837.5 ms  ✓ MosaicViews
   3999.9 ms  ✓ LogExpFunctions
   2387.0 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   2919.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
