nice: cannot set niceness: Permission denied
Precompiling packages...
   1624.0 ms  ✓ OpenSSL_jll
   1611.7 ms  ✓ MozillaCACerts_jll
   1615.1 ms  ✓ nghttp2_jll
   1689.3 ms  ✓ UUIDs
   1688.3 ms  ✓ Logging
   1705.2 ms  ✓ Zlib_jll
   1725.9 ms  ✓ Unicode
   1787.4 ms  ✓ NetworkOptions
   1785.9 ms  ✓ CompilerSupportLibraries_jll
   1895.1 ms  ✓ Base64
    570.2 ms  ✓ LibSSH2_jll
    603.6 ms  ✓ p7zip_jll
    724.7 ms  ✓ Printf
    501.3 ms  ✓ LibCURL_jll
    504.1 ms  ✓ LibGit2_jll
   3258.2 ms  ✓ ArgTools
    800.1 ms  ✓ LibCURL
    635.7 ms  ✓ Tar
   3006.0 ms  ✓ Dates
   3041.3 ms  ✓ LibGit2
    450.9 ms  ✓ TOML
   3127.3 ms  ✓ Downloads
   9496.0 ms  ✓ StyledStrings
   1664.1 ms  ✓ JuliaSyntaxHighlighting
   3884.6 ms  ✓ Markdown
  47673.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2411.8 ms  ✓ IteratorInterfaceExtensions
   2508.5 ms  ✓ RangeArrays
   2610.7 ms  ✓ LaTeXStrings
   2606.5 ms  ✓ StatsAPI
   2698.9 ms  ✓ PolygonOps
   2705.0 ms  ✓ TensorCore
   2717.3 ms  ✓ Contour
   2821.6 ms  ✓ IndirectArrays
   3004.8 ms  ✓ TriplotBase
   3102.5 ms  ✓ IntegerMathUtils
   3323.8 ms  ✓ AbstractFFTs
   2602.4 ms  ✓ OpenLibm_jll
   2521.0 ms  ✓ CommonSolve
   2796.7 ms  ✓ InverseFunctions
   5506.2 ms  ✓ FillArrays
   2959.1 ms  ✓ SuiteSparse_jll
   5712.8 ms  ✓ OffsetArrays
   3312.7 ms  ✓ Statistics
   3589.5 ms  ✓ Serialization
   3804.7 ms  ✓ IterTools
   2474.1 ms  ✓ DataValueInterfaces
   2602.2 ms  ✓ EnumX
   2485.2 ms  ✓ Reexport
   4902.2 ms  ✓ Requires
   2908.3 ms  ✓ StableRNGs
   8368.5 ms  ✓ Format
   3291.3 ms  ✓ AbstractTrees
   3011.3 ms  ✓ IntervalSets
   3427.4 ms  ✓ DocStringExtensions
   2699.0 ms  ✓ RoundingEmulator
   9578.0 ms  ✓ CEnum
   2684.0 ms  ✓ CompositionsBase
   3038.2 ms  ✓ Mmap
   2574.6 ms  ✓ PCRE2_jll
   2807.5 ms  ✓ PtrArrays
   3500.3 ms  ✓ TranscodingStreams
   2864.0 ms  ✓ Inflate
   2804.8 ms  ✓ Adapt
   2639.0 ms  ✓ DataAPI
   9500.0 ms  ✓ Observables
   2492.3 ms  ✓ CRC32c
   2992.9 ms  ✓ StaticArraysCore
   2908.7 ms  ✓ MappedArrays
  11495.4 ms  ✓ OrderedCollections
   2933.0 ms  ✓ Scratch
   7427.3 ms  ✓ AdaptivePredicates
   2491.3 ms  ✓ TableTraits
   3894.1 ms  ✓ Preferences
   3198.8 ms  ✓ Primes
   2597.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   9596.7 ms  ✓ LazyModules
   2900.2 ms  ✓ StackViews
