Precompiling Pkg...
    960.2 ms  ✓ UUIDs
    954.1 ms  ✓ Zlib_jll
   1063.3 ms  ✓ MozillaCACerts_jll
   1098.3 ms  ✓ nghttp2_jll
   1097.5 ms  ✓ p7zip_jll
   1130.7 ms  ✓ MbedTLS_jll
   1132.1 ms  ✓ Unicode
   1182.2 ms  ✓ Base64
   1291.7 ms  ✓ NetworkOptions
   1258.9 ms  ✓ Logging
    541.4 ms  ✓ LibSSH2_jll
    603.8 ms  ✓ Printf
    565.5 ms  ✓ LibCURL_jll
    584.2 ms  ✓ LibGit2_jll
   2471.7 ms  ✓ ArgTools
    697.4 ms  ✓ LibCURL
    642.5 ms  ✓ Tar
   2723.2 ms  ✓ Dates
   3504.8 ms  ✓ Markdown
    521.7 ms  ✓ TOML
   2899.4 ms  ✓ LibGit2
   3678.6 ms  ✓ Downloads
  48942.2 ms  ✓ Pkg
  23 dependencies successfully precompiled in 56 seconds
Precompiling project...
   1881.9 ms  ✓ LaTeXStrings
   1885.6 ms  ✓ RangeArrays
   1969.2 ms  ✓ PolygonOps
   2064.8 ms  ✓ GeoFormatTypes
   2080.9 ms  ✓ IndirectArrays
   2162.4 ms  ✓ CEnum
   2173.4 ms  ✓ StatsAPI
   2375.1 ms  ✓ IteratorInterfaceExtensions
   2362.0 ms  ✓ TriplotBase
   2481.8 ms  ✓ TensorCore
   2497.9 ms  ✓ AbstractFFTs
   2588.8 ms  ✓ Contour
   2087.2 ms  ✓ OpenLibm_jll
   2221.4 ms  ✓ InverseFunctions
   2217.9 ms  ✓ CompilerSupportLibraries_jll
   2000.6 ms  ✓ TableTraits
   2429.3 ms  ✓ Statistics
   2504.9 ms  ✓ IterTools
   2492.3 ms  ✓ Observables
   2814.3 ms  ✓ SuiteSparse_jll
   2703.4 ms  ✓ OrderedCollections
   5380.8 ms  ✓ OffsetArrays
   3689.8 ms  ✓ Serialization
   5644.9 ms  ✓ FillArrays
   1709.0 ms  ✓ DataValueInterfaces
   5950.9 ms  ✓ Format
   3395.4 ms  ✓ Requires
   2103.0 ms  ✓ EnumX
   1882.5 ms  ✓ Reexport
   2490.3 ms  ✓ StableRNGs
   2798.3 ms  ✓ DocStringExtensions
   1814.1 ms  ✓ PtrArrays
   2276.2 ms  ✓ RoundingEmulator
   2105.1 ms  ✓ Mmap
   2505.7 ms  ✓ IntervalSets
   3184.1 ms  ✓ AbstractTrees
   2212.8 ms  ✓ PCRE2_jll
   2518.2 ms  ✓ Extents
   2699.8 ms  ✓ LazyModules
   3095.8 ms  ✓ TranscodingStreams
   2297.4 ms  ✓ Inflate
   2076.3 ms  ✓ DataAPI
   2298.1 ms  ✓ ConstructionBase
   2111.4 ms  ✓ CRC32c
   2201.1 ms  ✓ MappedArrays
   3004.2 ms  ✓ StaticArraysCore
   2503.9 ms  ✓ Scratch
   5779.7 ms  ✓ IrrationalConstants
   2777.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2908.9 ms  ✓ NaNMath
   3805.1 ms  ✓ Compat
   4287.4 ms  ✓ Preferences
   7075.1 ms  ✓ AdaptivePredicates
  11319.7 ms  ✓ MacroTools
   2922.9 ms  ✓ PaddedViews
   3597.1 ms  ✓ StackViews
   6406.3 ms  ✓ InteractiveUtils
  14789.2 ms  ✓ BaseDirs
   2485.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   2015.1 ms  ✓ Ratios
   6226.6 ms  ✓ LazyArtifacts
   5623.6 ms  ✓ Grisu
   6098.6 ms  ✓ PkgVersion
   2716.9 ms  ✓ JLLWrappers
   1892.4 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2579.1 ms  ✓ AliasTables
   2202.7 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2081.2 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2289.2 ms  ✓ Missings
   2104.5 ms  ✓ RelocatableFolders
   2574.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1995.8 ms  ✓ Compat → CompatLinearAlgebraExt
   2603.2 ms  ✓ PrecompileTools
   4190.6 ms  ✓ Tables
   3309.6 ms  ✓ LogExpFunctions
   2987.1 ms  ✓ ComputePipeline
   2417.9 ms  ✓ Adapt
   4904.0 ms  ✓ GeoInterface
   2622.5 ms  ✓ MosaicViews
   3110.4 ms  ✓ Showoff
   8708.5 ms  ✓ Distributed
   2624.5 ms  ✓ Graphite2_jll
   4092.7 ms  ✓ SimpleTraits
  11491.8 ms  ✓ FixedPointNumbers
   3411.6 ms  ✓ OpenSSL_jll
   3379.1 ms  ✓ Libmount_jll
   3475.9 ms  ✓ Bzip2_jll
   3689.1 ms  ✓ LLVMOpenMP_jll
   3210.3 ms  ✓ Rmath_jll
   3277.0 ms  ✓ Xorg_libXau_jll
   2816.6 ms  ✓ libpng_jll
   2892.8 ms  ✓ libfdk_aac_jll
   2787.2 ms  ✓ Imath_jll
   2925.3 ms  ✓ Giflib_jll
   3205.3 ms  ✓ LAME_jll
   2897.7 ms  ✓ LERC_jll
   2705.3 ms  ✓ EarCut_jll
   2799.5 ms  ✓ CRlibm_jll
   3095.5 ms  ✓ XZ_jll
   3575.8 ms  ✓ JpegTurbo_jll
   2690.2 ms  ✓ Xorg_libXdmcp_jll
   3194.9 ms  ✓ oneTBB_jll
   5621.0 ms  ✓ IntelOpenMP_jll
   2889.5 ms  ✓ x265_jll
   3993.1 ms  ✓ Ogg_jll
   2979.5 ms  ✓ x264_jll
   2518.0 ms  ✓ Expat_jll
   3421.7 ms  ✓ libaom_jll
   3298.0 ms  ✓ Zstd_jll
  17010.0 ms  ✓ SparseArrays
   3619.8 ms  ✓ LZO_jll
   3010.2 ms  ✓ Libiconv_jll
   2996.2 ms  ✓ Libffi_jll
   3806.0 ms  ✓ Xorg_xtrans_jll
   2987.3 ms  ✓ FFTW_jll
   4518.5 ms  ✓ Opus_jll
   3117.7 ms  ✓ Libuuid_jll
   4190.3 ms  ✓ isoband_jll
   3198.3 ms  ✓ OpenSpecFun_jll
   4293.3 ms  ✓ FriBidi_jll
  19673.9 ms  ✓ FileIO
   4584.4 ms  ✓ OpenBLASConsistentFPCSR_jll
  16024.9 ms  ✓ Test
   2120.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4598.3 ms  ✓ AxisArrays
   2204.4 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   3791.9 ms  ✓ StructArrays
   5710.4 ms  ✓ ChainRulesCore
   3191.9 ms  ✓ SharedArrays
   6193.5 ms  ✓ FilePathsBase
   2887.6 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   3512.2 ms  ✓ ProgressMeter
   3197.5 ms  ✓ FreeType2_jll
   3313.1 ms  ✓ Pixman_jll
   3389.3 ms  ✓ OpenEXR_jll
   4203.4 ms  ✓ Rmath
   3396.1 ms  ✓ CRlibm
   9097.2 ms  ✓ DataStructures
   3623.1 ms  ✓ libsixel_jll
   3100.4 ms  ✓ libvorbis_jll
   6789.4 ms  ✓ ColorTypes
   3182.8 ms  ✓ WoodburyMatrices
   3383.3 ms  ✓ Libtiff_jll
   2603.5 ms  ✓ Statistics → SparseArraysExt
   2611.3 ms  ✓ SuiteSparse
   2280.2 ms  ✓ Isoband
   2493.6 ms  ✓ Adapt → AdaptSparseArraysExt
   5708.8 ms  ✓ MKL_jll
   3188.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   7105.4 ms  ✓ Xorg_libxcb_jll
   2395.4 ms  ✓ SignedDistanceFields
   3614.4 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2491.5 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2799.5 ms  ✓ StructArrays → StructArraysSparseArraysExt
   5383.1 ms  ✓ GettextRuntime_jll
   4280.3 ms  ✓ StructArrays → StructArraysAdaptExt
   3408.0 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   4686.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   6403.8 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   4892.5 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   4617.9 ms  ✓ FilePaths
   6295.3 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   5000.9 ms  ✓ FreeType
   4890.0 ms  ✓ Fontconfig_jll
   6592.8 ms  ✓ FilePathsBase → FilePathsBaseTestExt
   5098.9 ms  ✓ SortingAlgorithms
  11502.9 ms  ✓ SpecialFunctions
   3693.4 ms  ✓ AxisAlgorithms
  49783.7 ms  ✓ StyledStrings
   4310.1 ms  ✓ PDMats
   3705.5 ms  ✓ Xorg_libX11_jll
   3686.8 ms  ✓ Glib_jll
   8204.4 ms  ✓ QuadGK
   9304.3 ms  ✓ QOI
   3296.8 ms  ✓ ColorTypes → StyledStringsExt
   4106.3 ms  ✓ HypergeometricFunctions
   3302.3 ms  ✓ FillArrays → FillArraysPDMatsExt
   2992.8 ms  ✓ Xorg_libXrender_jll
  13194.7 ms  ✓ IntervalArithmetic
  11108.1 ms  ✓ ColorVectorSpace
   4289.8 ms  ✓ Xorg_libXext_jll
   7592.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   2592.6 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   3002.8 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   3012.7 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
