nice: cannot set niceness: Permission denied
Precompiling packages...
   1568.2 ms  ✓ OpenSSL_jll
   1644.1 ms  ✓ MozillaCACerts_jll
   1648.2 ms  ✓ UUIDs
   1649.8 ms  ✓ Logging
   1719.9 ms  ✓ NetworkOptions
   1712.9 ms  ✓ Zlib_jll
   1734.9 ms  ✓ nghttp2_jll
   1769.8 ms  ✓ CompilerSupportLibraries_jll
   1803.1 ms  ✓ Base64
   1811.8 ms  ✓ Unicode
    609.7 ms  ✓ LibSSH2_jll
    579.5 ms  ✓ p7zip_jll
    652.7 ms  ✓ Printf
    489.0 ms  ✓ LibCURL_jll
    491.0 ms  ✓ LibGit2_jll
   3189.6 ms  ✓ ArgTools
    753.6 ms  ✓ LibCURL
    646.7 ms  ✓ Tar
   2954.5 ms  ✓ Dates
   3125.6 ms  ✓ LibGit2
    452.7 ms  ✓ TOML
   3150.3 ms  ✓ Downloads
   9548.2 ms  ✓ StyledStrings
   1664.4 ms  ✓ JuliaSyntaxHighlighting
   3888.8 ms  ✓ Markdown
  47052.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2423.6 ms  ✓ MuladdMacro
   2432.3 ms  ✓ IteratorInterfaceExtensions
   2515.6 ms  ✓ IndirectArrays
   2604.0 ms  ✓ StatsAPI
   2629.6 ms  ✓ RangeArrays
   2703.3 ms  ✓ Contour
   2723.6 ms  ✓ LaTeXStrings
   2726.9 ms  ✓ PolygonOps
   3011.0 ms  ✓ TensorCore
   3397.6 ms  ✓ TriplotBase
   3613.1 ms  ✓ AbstractFFTs
   2415.9 ms  ✓ IntegerMathUtils
   2605.6 ms  ✓ OpenLibm_jll
   5410.4 ms  ✓ FillArrays
   2999.6 ms  ✓ InverseFunctions
   3107.3 ms  ✓ SuiteSparse_jll
   3295.7 ms  ✓ Statistics
   5918.6 ms  ✓ OffsetArrays
   3407.2 ms  ✓ IterTools
   4076.3 ms  ✓ Serialization
   2494.2 ms  ✓ DataValueInterfaces
   7598.0 ms  ✓ Format
   2673.2 ms  ✓ EnumX
   2299.8 ms  ✓ Reexport
   3111.8 ms  ✓ StableRNGs
   3010.6 ms  ✓ AbstractTrees
   4198.0 ms  ✓ Requires
   3212.2 ms  ✓ DocStringExtensions
   9899.4 ms  ✓ CEnum
   3507.4 ms  ✓ IntervalSets
   2704.8 ms  ✓ RoundingEmulator
   3213.4 ms  ✓ Mmap
   2788.2 ms  ✓ PtrArrays
   2817.0 ms  ✓ Extents
   2721.5 ms  ✓ PCRE2_jll
   3462.8 ms  ✓ TranscodingStreams
   2703.9 ms  ✓ Inflate
   2297.7 ms  ✓ DataAPI
   2196.4 ms  ✓ CRC32c
  10299.2 ms  ✓ OrderedCollections
   2810.3 ms  ✓ StaticArraysCore
  10122.8 ms  ✓ Observables
   2811.9 ms  ✓ MappedArrays
   2616.3 ms  ✓ Scratch
  12305.1 ms  ✓ Grisu
   2301.0 ms  ✓ TableTraits
   7597.5 ms  ✓ AdaptivePredicates
   3189.2 ms  ✓ Primes
   4184.5 ms  ✓ Preferences
   2603.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   9780.9 ms  ✓ LazyModules
   9203.6 ms  ✓ ConstructionBase
  13508.4 ms  ✓ IrrationalConstants
   2898.0 ms  ✓ StackViews
   3198.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   8187.0 ms  ✓ PkgVersion
   2408.1 ms  ✓ Ratios
  10776.4 ms  ✓ StructUtils
   2514.0 ms  ✓ Adapt
   4785.8 ms  ✓ PaddedViews
   6795.3 ms  ✓ SignedDistanceFields
  20687.8 ms  ✓ MacroTools
  10008.7 ms  ✓ Compat
  24208.8 ms  ✓ BaseDirs
   2811.8 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2698.3 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   9598.6 ms  ✓ NaNMath
   2716.6 ms  ✓ AliasTables
   2494.4 ms  ✓ Showoff
   3188.6 ms  ✓ RelocatableFolders
   2393.7 ms  ✓ PrecompileTools
   2486.8 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
  14998.1 ms  ✓ InteractiveUtils
   3183.2 ms  ✓ JLLWrappers
   2516.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2289.8 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   2413.1 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   3893.0 ms  ✓ LogExpFunctions
   2701.9 ms  ✓ MosaicViews
   2604.9 ms  ✓ Compat → CompatLinearAlgebraExt
   6405.2 ms  ✓ FFTA
   8020.8 ms  ✓ DataStructures
   9591.0 ms  ✓ Missings
   3908.0 ms  ✓ AxisArrays
   3723.7 ms  ✓ CoreMath_jll
   3702.4 ms  ✓ Graphite2_jll
   4195.6 ms  ✓ SimpleTraits
  11693.4 ms  ✓ Tables
   3516.3 ms  ✓ Libmount_jll
   4489.6 ms  ✓ LLVMOpenMP_jll
  12198.6 ms  ✓ ComputePipeline
  20675.2 ms  ✓ FixedPointNumbers
  18494.9 ms  ✓ Distributed
   3695.2 ms  ✓ Bzip2_jll
