nice: cannot set niceness: Permission denied
Precompiling packages...
   1619.8 ms  ✓ MozillaCACerts_jll
   1623.9 ms  ✓ Logging
   1631.4 ms  ✓ UUIDs
   1717.0 ms  ✓ OpenSSL_jll
   1676.2 ms  ✓ Zlib_jll
   1722.7 ms  ✓ nghttp2_jll
   1747.1 ms  ✓ Unicode
   1807.7 ms  ✓ NetworkOptions
   1806.9 ms  ✓ CompilerSupportLibraries_jll
   1843.2 ms  ✓ Base64
    518.6 ms  ✓ LibSSH2_jll
    559.9 ms  ✓ p7zip_jll
    700.3 ms  ✓ Printf
    478.4 ms  ✓ LibGit2_jll
    477.0 ms  ✓ LibCURL_jll
   3275.2 ms  ✓ ArgTools
    769.6 ms  ✓ LibCURL
    669.3 ms  ✓ Tar
   3005.6 ms  ✓ Dates
   3199.6 ms  ✓ LibGit2
    464.4 ms  ✓ TOML
   3066.2 ms  ✓ Downloads
   9542.0 ms  ✓ StyledStrings
   1697.8 ms  ✓ JuliaSyntaxHighlighting
   3919.2 ms  ✓ Markdown
  47366.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2388.5 ms  ✓ IteratorInterfaceExtensions
   2476.4 ms  ✓ RangeArrays
   2574.6 ms  ✓ LaTeXStrings
   2581.5 ms  ✓ StatsAPI
   2651.2 ms  ✓ PolygonOps
   2688.9 ms  ✓ IndirectArrays
   2776.2 ms  ✓ TensorCore
   2959.7 ms  ✓ Contour
   3285.2 ms  ✓ AbstractFFTs
   3568.5 ms  ✓ TriplotBase
   3965.5 ms  ✓ Gamma
   2699.9 ms  ✓ IntegerMathUtils
   2516.7 ms  ✓ OpenLibm_jll
   2678.4 ms  ✓ CommonSolve
   5316.5 ms  ✓ FillArrays
   2963.1 ms  ✓ InverseFunctions
   2813.5 ms  ✓ SuiteSparse_jll
   3238.1 ms  ✓ Statistics
   5977.0 ms  ✓ OffsetArrays
   3599.0 ms  ✓ IterTools
   4201.1 ms  ✓ Serialization
   2340.7 ms  ✓ Reexport
   2609.0 ms  ✓ EnumX
   2880.0 ms  ✓ StableRNGs
   8281.1 ms  ✓ Format
   3818.8 ms  ✓ Primes
   3182.8 ms  ✓ AbstractTrees
   3395.8 ms  ✓ DocStringExtensions
   2615.0 ms  ✓ RoundingEmulator
   2991.4 ms  ✓ IntervalSets
   4560.3 ms  ✓ Requires
  10338.0 ms  ✓ CEnum
   2772.5 ms  ✓ CompositionsBase
   2602.5 ms  ✓ PtrArrays
   2993.1 ms  ✓ Mmap
   2599.3 ms  ✓ PCRE2_jll
   3085.6 ms  ✓ Inflate
   2731.7 ms  ✓ Adapt
   3580.6 ms  ✓ TranscodingStreams
   2729.0 ms  ✓ DataAPI
   2433.3 ms  ✓ CRC32c
   9598.1 ms  ✓ Observables
   2775.1 ms  ✓ StaticArraysCore
  10383.3 ms  ✓ OrderedCollections
   3107.1 ms  ✓ MappedArrays
   2596.9 ms  ✓ Scratch
   7113.7 ms  ✓ AdaptivePredicates
   2261.8 ms  ✓ DataValueInterfaces
   2638.5 ms  ✓ TableTraits
   3807.6 ms  ✓ Preferences
   9794.9 ms  ✓ LazyModules
   9709.6 ms  ✓ ConstructionBase
   3086.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2791.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   5895.0 ms  ✓ HypergeometricFunctions
  14197.0 ms  ✓ IrrationalConstants
   2520.3 ms  ✓ StackViews
   2706.9 ms  ✓ PaddedViews
  10926.5 ms  ✓ StructUtils
   8409.3 ms  ✓ PkgVersion
   2399.9 ms  ✓ IntervalSets → IntervalSetsRandomExt
   6697.5 ms  ✓ SignedDistanceFields
  20003.9 ms  ✓ MacroTools
  10591.3 ms  ✓ Compat
   3596.6 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
  24278.8 ms  ✓ BaseDirs
   2410.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3387.8 ms  ✓ Ratios
   3097.4 ms  ✓ AliasTables
   2818.5 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2999.9 ms  ✓ RelocatableFolders
  11794.5 ms  ✓ NaNMath
   2497.6 ms  ✓ PrecompileTools
   2996.8 ms  ✓ JLLWrappers
   2493.1 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
  15017.5 ms  ✓ InteractiveUtils
   2892.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2499.5 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   2911.7 ms  ✓ MosaicViews
   2702.5 ms  ✓ Compat → CompatLinearAlgebraExt
   3601.5 ms  ✓ LogExpFunctions
   3904.1 ms  ✓ AxisArrays
   8981.9 ms  ✓ DataStructures
   4794.3 ms  ✓ MuladdMacro
   9533.5 ms  ✓ Missings
   3890.5 ms  ✓ CoreMath_jll
  10691.1 ms  ✓ Tables
  18862.7 ms  ✓ FixedPointNumbers
   4272.4 ms  ✓ Graphite2_jll
  10802.3 ms  ✓ ComputePipeline
   3608.3 ms  ✓ LLVMOpenMP_jll
   5104.1 ms  ✓ Libmount_jll
   3311.4 ms  ✓ Xorg_libpciaccess_jll
   5190.8 ms  ✓ Bzip2_jll
  18919.4 ms  ✓ Distributed
   4012.1 ms  ✓ Rmath_jll
   3229.2 ms  ✓ libpng_jll
   3899.6 ms  ✓ Xorg_libXau_jll
   4196.4 ms  ✓ libfdk_aac_jll
   4262.1 ms  ✓ Imath_jll
   3898.3 ms  ✓ LAME_jll
   3996.8 ms  ✓ LERC_jll
   3677.4 ms  ✓ EarCut_jll
   3502.7 ms  ✓ CRlibm_jll
  20605.5 ms  ✓ FileIO
   4092.7 ms  ✓ JpegTurbo_jll
   5505.4 ms  ✓ Giflib_jll
   5136.9 ms  ✓ XZ_jll
   4312.6 ms  ✓ Ogg_jll
   4042.4 ms  ✓ Xorg_libXdmcp_jll
   3405.7 ms  ✓ x264_jll
   3697.0 ms  ✓ x265_jll
  25539.3 ms  ✓ SparseArrays
   3806.2 ms  ✓ libaom_jll
   3874.4 ms  ✓ Zstd_jll
   3786.6 ms  ✓ Expat_jll
   3809.2 ms  ✓ Opus_jll
   3708.8 ms  ✓ Xorg_xtrans_jll
   3542.2 ms  ✓ Libffi_jll
   3681.8 ms  ✓ isoband_jll
   3997.5 ms  ✓ Libiconv_jll
   3413.8 ms  ✓ OpenSpecFun_jll
   3608.4 ms  ✓ FriBidi_jll
   3887.8 ms  ✓ Libuuid_jll
   3606.6 ms  ✓ OpenBLASConsistentFPCSR_jll
   2375.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4190.7 ms  ✓ SimpleTraits
   2903.1 ms  ✓ SortingAlgorithms
   2913.6 ms  ✓ CoreMath
   2319.6 ms  ✓ StructUtils → StructUtilsTablesExt
   6301.3 ms  ✓ FilePathsBase
   2983.8 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   5305.3 ms  ✓ FFTA
   4076.5 ms  ✓ Pixman_jll
   3801.4 ms  ✓ libdrm_jll
   3700.8 ms  ✓ FreeType2_jll
   3603.1 ms  ✓ SharedArrays
   4881.9 ms  ✓ ProgressMeter
  10879.4 ms  ✓ QuadGK
  10594.4 ms  ✓ StructArrays
   3497.1 ms  ✓ CRlibm
   4177.1 ms  ✓ Rmath
  13079.9 ms  ✓ ChainRulesCore
   4619.5 ms  ✓ OpenEXR_jll
   3901.8 ms  ✓ libsixel_jll
  12807.4 ms  ✓ ColorTypes
   3371.0 ms  ✓ WoodburyMatrices
   4397.0 ms  ✓ libvorbis_jll
   3126.5 ms  ✓ Statistics → SparseArraysExt
   2820.3 ms  ✓ SuiteSparse
  17490.6 ms  ✓ Accessors
   4087.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3785.2 ms  ✓ Adapt → AdaptSparseArraysExt
   2734.5 ms  ✓ Isoband
   4709.5 ms  ✓ CodecZstd
   4003.5 ms  ✓ Libtiff_jll
   4401.0 ms  ✓ GettextRuntime_jll
   5236.4 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   6312.7 ms  ✓ FreeType
   4896.3 ms  ✓ StructArrays → StructArraysSparseArraysExt
   6482.2 ms  ✓ StructArrays → StructArraysAdaptExt
   5304.5 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   8418.9 ms  ✓ FilePaths
   8613.6 ms  ✓ Fontconfig_jll
  47494.2 ms  ✓ StaticArrays
  45394.6 ms  ✓ Parsers
  16416.1 ms  ✓ Xorg_libxcb_jll
   5402.1 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   3483.4 ms  ✓ ColorTypes → StyledStringsExt
  10094.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   3799.7 ms  ✓ Accessors → StructArraysExt
   6477.0 ms  ✓ AxisAlgorithms
   4107.3 ms  ✓ Accessors → IntervalSetsExt
   4496.7 ms  ✓ PDMats
   5701.1 ms  ✓ Accessors → LinearAlgebraExt
  18175.4 ms  ✓ SpecialFunctions
  53601.2 ms  ✓ Automa
  12201.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   4217.0 ms  ✓ Adapt → AdaptStaticArraysExt
  55983.3 ms  ✓ SIMD
   5822.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   5812.5 ms  ✓ FillArrays → FillArraysStaticArraysExt
   7191.3 ms  ✓ Glib_jll
   5192.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
  19804.3 ms  ✓ IntervalArithmetic
   4488.5 ms  ✓ Accessors → StaticArraysExt
   3601.2 ms  ✓ FillArrays → FillArraysPDMatsExt
   4318.8 ms  ✓ Xorg_libX11_jll
  10993.4 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
  18523.3 ms  ✓ ColorVectorSpace
   2596.9 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   3391.1 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
  10904.2 ms  ✓ StructArrays → StructArraysStaticArraysExt
   8290.1 ms  ✓ QOI
   4091.8 ms  ✓ IntervalArithmetic → IntervalArithmeticIrrationalConstantsExt
   4180.3 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
  20999.5 ms  ✓ StatsBase
   3904.0 ms  ✓ Xorg_libXrender_jll
   9708.5 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3688.8 ms  ✓ Xorg_libXext_jll
   3398.5 ms  ✓ Xorg_libXfixes_jll
   3004.1 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
  11798.1 ms  ✓ StatsFuns
   3376.9 ms  ✓ PDMats → StatsBaseExt
  28084.4 ms  ✓ Colors
   4278.2 ms  ✓ Cairo_jll
   4900.4 ms  ✓ Libglvnd_jll
   4285.9 ms  ✓ libva_jll
   2718.9 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3107.7 ms  ✓ Animations
  20800.1 ms  ✓ Roots
   6597.3 ms  ✓ OpenEXR
   6101.7 ms  ✓ libwebp_jll
   8403.9 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
   8913.1 ms  ✓ Graphics
   7492.9 ms  ✓ HarfBuzz_jll
   3013.1 ms  ✓ Roots → RootsChainRulesCoreExt
  18208.2 ms  ✓ Interpolations
  28493.6 ms  ✓ JSON
   4099.3 ms  ✓ libass_jll
   4290.1 ms  ✓ Pango_jll
  18903.9 ms  ✓ ExactPredicates
 104014.4 ms  ✓ Unitful
   5207.6 ms  ✓ ColorBrewer
  17510.8 ms  ✓ ColorSchemes
   5488.5 ms  ✓ FFMPEG_jll
   2991.8 ms  ✓ Unitful → NaNMathExt
   3063.0 ms  ✓ Unitful → ConstructionBaseUnitfulExt
   3094.6 ms  ✓ Unitful → InverseFunctionsUnitfulExt
   3324.0 ms  ✓ Accessors → UnitfulExt
   3399.8 ms  ✓ Unitful → PrintfExt
   3430.2 ms  ✓ Roots → RootsUnitfulExt
   2865.8 ms  ✓ Interpolations → InterpolationsUnitfulExt
   8028.3 ms  ✓ Cairo
  16540.4 ms  ✓ Distributions
  12197.4 ms  ✓ DelaunayTriangulation
   5102.8 ms  ✓ Distributions → DistributionsChainRulesCoreExt
  47520.5 ms  ✓ GeometryBasics
   1701.0 ms  ✓ GeometryBasics → IntervalSetsExt
   2429.0 ms  ✓ Packing
   3082.7 ms  ✓ KernelDensity
   4303.2 ms  ✓ ShaderAbstractions
   4670.1 ms  ✓ FreeTypeAbstraction
  17212.1 ms  ✓ PlotUtils
   9880.9 ms  ✓ GridLayoutBase
  47828.2 ms  ✓ ImageCore
   7316.7 ms  ✓ ImageBase
   7598.2 ms  ✓ WebP
   9574.3 ms  ✓ JpegTurbo
 112578.0 ms  ✓ REPL
   4483.6 ms  ✓ ImageAxes
  12211.4 ms  ✓ PNGFiles
   4350.1 ms  ✓ UnicodeFun
   3415.5 ms  ✓ ImageMetadata
   2793.3 ms  ✓ Netpbm
  79008.5 ms  ✓ TiffImages
   9893.8 ms  ✓ Pkg → REPLExt
   1714.6 ms  ✓ Sixel
    886.8 ms  ✓ ImageIO
   5447.3 ms  ✓ MathTeXEngine
 132219.5 ms  ✓ Makie
  43798.0 ms  ✓ CairoMakie
  262 dependencies successfully precompiled in 350 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +release --project=C/CairoMakie/Plot-A-Sine-Wave -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 1120.88
	System time (seconds): 67.31
	Percent of CPU this job got: 287%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 6:53.50
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 4453704
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 864
	Minor (reclaiming a frame) page faults: 17371554
	Voluntary context switches: 45579
	Involuntary context switches: 115167
	Swaps: 0
	File system inputs: 0
	File system outputs: 3108440
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
