nice: cannot set niceness: Permission denied
Precompiling packages...
   1607.8 ms  ✓ OpenSSL_jll
   1572.4 ms  ✓ nghttp2_jll
   1669.4 ms  ✓ Logging
   1689.3 ms  ✓ UUIDs
   1752.6 ms  ✓ MozillaCACerts_jll
   1748.5 ms  ✓ Zlib_jll
   1763.5 ms  ✓ Unicode
   1864.8 ms  ✓ NetworkOptions
   1860.2 ms  ✓ CompilerSupportLibraries_jll
   1872.4 ms  ✓ Base64
    628.2 ms  ✓ LibSSH2_jll
    609.0 ms  ✓ p7zip_jll
    741.1 ms  ✓ Printf
    530.9 ms  ✓ LibGit2_jll
    544.6 ms  ✓ LibCURL_jll
   3374.0 ms  ✓ ArgTools
    759.5 ms  ✓ LibCURL
    645.4 ms  ✓ Tar
   3013.9 ms  ✓ Dates
   3195.8 ms  ✓ LibGit2
    458.3 ms  ✓ TOML
   3094.9 ms  ✓ Downloads
   9657.3 ms  ✓ StyledStrings
   1682.5 ms  ✓ JuliaSyntaxHighlighting
   3886.6 ms  ✓ Markdown
  47783.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2489.9 ms  ✓ MuladdMacro
   2494.2 ms  ✓ IteratorInterfaceExtensions
   2596.2 ms  ✓ RangeArrays
   2681.4 ms  ✓ PolygonOps
   2874.3 ms  ✓ TensorCore
   2878.7 ms  ✓ IndirectArrays
   2892.4 ms  ✓ LaTeXStrings
   2892.8 ms  ✓ StatsAPI
   2966.3 ms  ✓ TriplotBase
   2987.7 ms  ✓ Contour
   3558.8 ms  ✓ AbstractFFTs
   2807.6 ms  ✓ IntegerMathUtils
   5373.3 ms  ✓ FillArrays
   2889.1 ms  ✓ OpenLibm_jll
   2993.2 ms  ✓ InverseFunctions
   5874.4 ms  ✓ OffsetArrays
   3004.8 ms  ✓ SuiteSparse_jll
   3494.9 ms  ✓ Serialization
   3196.1 ms  ✓ Statistics
   3318.4 ms  ✓ IterTools
   7464.3 ms  ✓ Format
   2598.0 ms  ✓ DataValueInterfaces
   2714.8 ms  ✓ EnumX
   2505.2 ms  ✓ Reexport
   2901.6 ms  ✓ StableRNGs
   3193.4 ms  ✓ DocStringExtensions
   3110.4 ms  ✓ AbstractTrees
   4186.9 ms  ✓ Requires
   9767.0 ms  ✓ CEnum
   3694.5 ms  ✓ IntervalSets
   2799.0 ms  ✓ RoundingEmulator
   2988.9 ms  ✓ Mmap
   2785.3 ms  ✓ PtrArrays
   2625.7 ms  ✓ PCRE2_jll
   3185.0 ms  ✓ Extents
   2721.8 ms  ✓ Inflate
   3505.3 ms  ✓ TranscodingStreams
   2596.0 ms  ✓ DataAPI
   9900.1 ms  ✓ Observables
   2497.3 ms  ✓ CRC32c
  10881.1 ms  ✓ OrderedCollections
   2716.0 ms  ✓ StaticArraysCore
   3084.6 ms  ✓ MappedArrays
  11910.0 ms  ✓ Grisu
   2691.9 ms  ✓ Scratch
   2383.4 ms  ✓ TableTraits
   3630.0 ms  ✓ Preferences
   8183.8 ms  ✓ AdaptivePredicates
   3785.7 ms  ✓ Primes
   2786.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8914.2 ms  ✓ LazyModules
   2513.4 ms  ✓ StackViews
  13723.1 ms  ✓ IrrationalConstants
   3206.5 ms  ✓ PaddedViews
  10861.9 ms  ✓ ConstructionBase
  22478.6 ms  ✓ BaseDirs
