nice: cannot set niceness: Permission denied
Precompiling packages...
   1418.9 ms  ✓ MozillaCACerts_jll
   1508.2 ms  ✓ UUIDs
   1530.1 ms  ✓ Logging
   1611.2 ms  ✓ Zlib_jll
   1617.2 ms  ✓ nghttp2_jll
   1730.8 ms  ✓ OpenSSL_jll
   1706.3 ms  ✓ Unicode
   1717.2 ms  ✓ CompilerSupportLibraries_jll
   1749.9 ms  ✓ NetworkOptions
   1829.4 ms  ✓ Base64
    478.5 ms  ✓ LibSSH2_jll
    586.0 ms  ✓ p7zip_jll
    685.3 ms  ✓ Printf
    474.8 ms  ✓ LibGit2_jll
    473.3 ms  ✓ LibCURL_jll
   3075.6 ms  ✓ ArgTools
    760.2 ms  ✓ LibCURL
    658.0 ms  ✓ Tar
   2907.1 ms  ✓ Dates
   3058.1 ms  ✓ LibGit2
    453.7 ms  ✓ TOML
   2911.9 ms  ✓ Downloads
   9063.4 ms  ✓ StyledStrings
   1629.5 ms  ✓ JuliaSyntaxHighlighting
   3738.5 ms  ✓ Markdown
  46853.8 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2479.0 ms  ✓ PolygonOps
   2478.4 ms  ✓ IteratorInterfaceExtensions
   2480.4 ms  ✓ LaTeXStrings
   2589.0 ms  ✓ MuladdMacro
   2586.5 ms  ✓ IndirectArrays
   2673.3 ms  ✓ RangeArrays
   2766.1 ms  ✓ TensorCore
   2781.6 ms  ✓ StatsAPI
   2868.0 ms  ✓ Contour
   2974.3 ms  ✓ TriplotBase
   3478.0 ms  ✓ AbstractFFTs
   2388.2 ms  ✓ TableTraits
   2696.2 ms  ✓ IntegerMathUtils
   5556.0 ms  ✓ FillArrays
   2997.8 ms  ✓ InverseFunctions
   2899.6 ms  ✓ SuiteSparse_jll
   3410.0 ms  ✓ Statistics
   6075.2 ms  ✓ OffsetArrays
   3497.9 ms  ✓ IterTools
   3886.5 ms  ✓ Serialization
   2593.3 ms  ✓ DataValueInterfaces
   7959.4 ms  ✓ Format
   2690.2 ms  ✓ Reexport
   2885.4 ms  ✓ StableRNGs
   2909.2 ms  ✓ EnumX
   4410.4 ms  ✓ Requires
   3200.4 ms  ✓ AbstractTrees
   3407.9 ms  ✓ DocStringExtensions
   3114.1 ms  ✓ IntervalSets
  10264.4 ms  ✓ CEnum
   2800.4 ms  ✓ RoundingEmulator
   2788.7 ms  ✓ Mmap
   2689.9 ms  ✓ PCRE2_jll
   2802.1 ms  ✓ PtrArrays
   3082.3 ms  ✓ Extents
   2700.8 ms  ✓ Ratios
   2931.2 ms  ✓ Inflate
   3578.1 ms  ✓ TranscodingStreams
   2698.0 ms  ✓ DataAPI
   2517.5 ms  ✓ CRC32c
  10103.2 ms  ✓ Observables
  10788.3 ms  ✓ OrderedCollections
   2902.2 ms  ✓ StaticArraysCore
   3095.5 ms  ✓ MappedArrays
  12205.4 ms  ✓ Grisu
   2793.0 ms  ✓ Scratch
   2670.6 ms  ✓ OpenLibm_jll
   2603.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3716.7 ms  ✓ Preferences
   3403.3 ms  ✓ Primes
   2706.2 ms  ✓ FillArrays → FillArraysStatisticsExt
  10090.5 ms  ✓ LazyModules
   2793.3 ms  ✓ PaddedViews
   2903.7 ms  ✓ StackViews
  10413.0 ms  ✓ ConstructionBase
  14578.8 ms  ✓ IrrationalConstants
   6703.4 ms  ✓ SignedDistanceFields
  11435.4 ms  ✓ StructUtils
   2300.2 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2323.5 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   9595.0 ms  ✓ PkgVersion
  10791.6 ms  ✓ Compat
   4600.3 ms  ✓ Adapt
  21678.3 ms  ✓ MacroTools
   2996.4 ms  ✓ AliasTables
  25280.0 ms  ✓ BaseDirs
   2902.2 ms  ✓ Showoff
  13911.0 ms  ✓ InteractiveUtils
   3100.9 ms  ✓ RelocatableFolders
   2566.8 ms  ✓ PrecompileTools
   3107.7 ms  ✓ JLLWrappers
   7705.7 ms  ✓ AdaptivePredicates
   2294.1 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2812.7 ms  ✓ MosaicViews
   2321.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3702.4 ms  ✓ LogExpFunctions
   2398.4 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   4564.0 ms  ✓ AxisArrays
   2704.3 ms  ✓ Compat → CompatLinearAlgebraExt
   9388.8 ms  ✓ DataStructures
   7398.3 ms  ✓ FFTA
  10681.6 ms  ✓ Missings
   9770.5 ms  ✓ NaNMath
  19714.1 ms  ✓ FixedPointNumbers
   4797.9 ms  ✓ SimpleTraits
  13013.9 ms  ✓ Tables
   3910.1 ms  ✓ Graphite2_jll
  11102.1 ms  ✓ ComputePipeline
  19605.0 ms  ✓ Distributed
   3615.6 ms  ✓ LLVMOpenMP_jll
   3938.2 ms  ✓ Bzip2_jll
   4806.7 ms  ✓ Libmount_jll
   4700.2 ms  ✓ Rmath_jll
   3698.1 ms  ✓ libpng_jll
   3794.7 ms  ✓ Xorg_libXau_jll
   3585.8 ms  ✓ Imath_jll
  20601.4 ms  ✓ FileIO
   3589.1 ms  ✓ Giflib_jll
   3691.7 ms  ✓ LAME_jll
