nice: cannot set niceness: Permission denied
Precompiling packages...
   1497.6 ms  ✓ MozillaCACerts_jll
   1584.8 ms  ✓ UUIDs
   1625.3 ms  ✓ OpenSSL_jll
   1598.5 ms  ✓ Unicode
   1605.8 ms  ✓ Logging
   1604.7 ms  ✓ CompilerSupportLibraries_jll
   1672.1 ms  ✓ nghttp2_jll
   1692.1 ms  ✓ Zlib_jll
   1799.3 ms  ✓ Base64
   1825.0 ms  ✓ NetworkOptions
    555.8 ms  ✓ LibSSH2_jll
    677.6 ms  ✓ p7zip_jll
    753.5 ms  ✓ Printf
    470.1 ms  ✓ LibCURL_jll
    476.2 ms  ✓ LibGit2_jll
   3201.1 ms  ✓ ArgTools
    769.6 ms  ✓ LibCURL
    629.6 ms  ✓ Tar
   2896.5 ms  ✓ Dates
   3015.6 ms  ✓ LibGit2
    447.9 ms  ✓ TOML
   2975.0 ms  ✓ Downloads
   9245.9 ms  ✓ StyledStrings
   1677.6 ms  ✓ JuliaSyntaxHighlighting
   3809.0 ms  ✓ Markdown
  46080.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2513.4 ms  ✓ MuladdMacro
   2510.9 ms  ✓ LaTeXStrings
   2518.1 ms  ✓ IndirectArrays
   2516.7 ms  ✓ IteratorInterfaceExtensions
   2707.4 ms  ✓ RangeArrays
   2701.9 ms  ✓ PolygonOps
   2719.2 ms  ✓ TensorCore
   2718.5 ms  ✓ StatsAPI
   3007.7 ms  ✓ Contour
   3107.9 ms  ✓ TriplotBase
   3485.1 ms  ✓ AbstractFFTs
   2600.0 ms  ✓ IntegerMathUtils
   2682.7 ms  ✓ OpenLibm_jll
   5491.8 ms  ✓ FillArrays
   2995.4 ms  ✓ InverseFunctions
   3094.7 ms  ✓ SuiteSparse_jll
   3121.9 ms  ✓ Statistics
   6104.9 ms  ✓ OffsetArrays
   3518.4 ms  ✓ IterTools
   3791.8 ms  ✓ Serialization
   2606.6 ms  ✓ DataValueInterfaces
   2300.1 ms  ✓ Reexport
   8188.5 ms  ✓ Format
   2694.4 ms  ✓ StableRNGs
   2702.3 ms  ✓ EnumX
   3382.0 ms  ✓ DocStringExtensions
   3302.2 ms  ✓ AbstractTrees
   3207.9 ms  ✓ IntervalSets
   9695.0 ms  ✓ CEnum
   4700.2 ms  ✓ Requires
   2901.7 ms  ✓ RoundingEmulator
   2613.5 ms  ✓ PtrArrays
   2792.4 ms  ✓ Mmap
   2925.4 ms  ✓ Extents
   3005.2 ms  ✓ PCRE2_jll
   3010.7 ms  ✓ Inflate
   3519.7 ms  ✓ TranscodingStreams
   9818.2 ms  ✓ Observables
   2612.0 ms  ✓ DataAPI
   2658.5 ms  ✓ CRC32c
   3097.1 ms  ✓ StaticArraysCore
   2979.6 ms  ✓ MappedArrays
  11094.8 ms  ✓ OrderedCollections
   2583.8 ms  ✓ Scratch
  12506.0 ms  ✓ Grisu
   2296.4 ms  ✓ TableTraits
   7694.7 ms  ✓ AdaptivePredicates
   3793.8 ms  ✓ Preferences
   3306.1 ms  ✓ Primes
   2692.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   9804.0 ms  ✓ LazyModules
   2692.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   2596.8 ms  ✓ StackViews
  10398.7 ms  ✓ ConstructionBase
  14797.4 ms  ✓ IrrationalConstants
   2899.5 ms  ✓ PaddedViews
   8408.7 ms  ✓ PkgVersion
  19733.9 ms  ✓ MacroTools
   2411.0 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
  11901.0 ms  ✓ StructUtils
   2595.7 ms  ✓ Ratios
   7798.9 ms  ✓ SignedDistanceFields
   4291.0 ms  ✓ IntervalSets → IntervalSetsRandomExt
   3395.6 ms  ✓ Adapt
  25023.4 ms  ✓ BaseDirs
  11542.7 ms  ✓ Compat
   9906.0 ms  ✓ NaNMath
   3605.0 ms  ✓ AliasTables
   2896.3 ms  ✓ RelocatableFolders
   2502.7 ms  ✓ Showoff
  13915.9 ms  ✓ InteractiveUtils
   3077.6 ms  ✓ JLLWrappers
   2563.1 ms  ✓ PrecompileTools
   2298.0 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2404.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2865.4 ms  ✓ MosaicViews
   3714.5 ms  ✓ LogExpFunctions
   2488.6 ms  ✓ Compat → CompatLinearAlgebraExt
   3700.2 ms  ✓ Graphite2_jll
   6500.1 ms  ✓ FFTA
   4224.2 ms  ✓ AxisArrays
   9802.8 ms  ✓ Missings
   9494.2 ms  ✓ DataStructures
   3892.3 ms  ✓ Libmount_jll
   4229.6 ms  ✓ SimpleTraits
   3574.7 ms  ✓ LLVMOpenMP_jll
   3800.5 ms  ✓ Bzip2_jll
   3506.8 ms  ✓ Xorg_libpciaccess_jll
   3695.8 ms  ✓ Rmath_jll
   3798.6 ms  ✓ libpng_jll
   4062.6 ms  ✓ Xorg_libXau_jll
  12412.8 ms  ✓ Tables
  19816.1 ms  ✓ FixedPointNumbers
  12182.4 ms  ✓ ComputePipeline
  18282.1 ms  ✓ Distributed
   3793.6 ms  ✓ libfdk_aac_jll
   4230.1 ms  ✓ Giflib_jll
   4608.5 ms  ✓ Imath_jll
   3789.1 ms  ✓ LERC_jll
   4212.8 ms  ✓ LAME_jll
   4019.4 ms  ✓ EarCut_jll
   3997.9 ms  ✓ CRlibm_jll
   4722.2 ms  ✓ JpegTurbo_jll
   4288.7 ms  ✓ Ogg_jll
   4481.3 ms  ✓ XZ_jll
   3782.5 ms  ✓ x265_jll
   3910.7 ms  ✓ x264_jll
   4918.0 ms  ✓ Xorg_libXdmcp_jll
   3691.8 ms  ✓ libaom_jll
   3790.8 ms  ✓ Zstd_jll
  20510.2 ms  ✓ FileIO
   3782.7 ms  ✓ Opus_jll
   4691.2 ms  ✓ LZO_jll
   5070.2 ms  ✓ Expat_jll
   4208.3 ms  ✓ Xorg_xtrans_jll
   3919.3 ms  ✓ isoband_jll
   2613.0 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   4207.5 ms  ✓ Libffi_jll
   4401.5 ms  ✓ Libiconv_jll
   4007.7 ms  ✓ OpenSpecFun_jll
   3988.9 ms  ✓ Libuuid_jll
   3720.4 ms  ✓ OpenBLASConsistentFPCSR_jll
   4178.8 ms  ✓ FriBidi_jll
   2541.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  27394.5 ms  ✓ SparseArrays
   2980.7 ms  ✓ SortingAlgorithms
   2783.2 ms  ✓ StructUtils → StructUtilsTablesExt
   3996.8 ms  ✓ Pixman_jll
   3794.1 ms  ✓ FreeType2_jll
   4001.8 ms  ✓ libdrm_jll
   4282.5 ms  ✓ Rmath
   2498.3 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   6194.1 ms  ✓ FilePathsBase
   3511.7 ms  ✓ SharedArrays
   3292.2 ms  ✓ CRlibm
   3607.5 ms  ✓ libsixel_jll
   5006.0 ms  ✓ ProgressMeter
   4920.6 ms  ✓ OpenEXR_jll
   4275.4 ms  ✓ libvorbis_jll
   2420.2 ms  ✓ Isoband
   3789.7 ms  ✓ Libtiff_jll
  11599.4 ms  ✓ QuadGK
  10907.6 ms  ✓ StructArrays
   4001.1 ms  ✓ GettextRuntime_jll
   3500.2 ms  ✓ WoodburyMatrices
  13492.6 ms  ✓ ChainRulesCore
   3642.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3390.7 ms  ✓ Statistics → SparseArraysExt
   3114.3 ms  ✓ SuiteSparse
   3162.9 ms  ✓ Adapt → AdaptSparseArraysExt
  13698.7 ms  ✓ ColorTypes
   2899.7 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   2501.2 ms  ✓ StructArrays → StructArraysAdaptExt
   4596.4 ms  ✓ FreeType
  11607.0 ms  ✓ Xorg_libxcb_jll
   4207.1 ms  ✓ FilePaths
   2736.4 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   3487.8 ms  ✓ StructArrays → StructArraysSparseArraysExt
   5407.8 ms  ✓ Fontconfig_jll
   2608.3 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   3495.2 ms  ✓ AxisAlgorithms
   2782.4 ms  ✓ ColorTypes → StyledStringsExt
   5409.1 ms  ✓ Glib_jll
   4485.2 ms  ✓ PDMats
   3803.7 ms  ✓ Xorg_libX11_jll
  13809.6 ms  ✓ SpecialFunctions
   7485.6 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3305.1 ms  ✓ FillArrays → FillArraysPDMatsExt
  10192.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   3783.6 ms  ✓ Xorg_libXrender_jll
   3730.6 ms  ✓ Xorg_libXext_jll
   3708.5 ms  ✓ Xorg_libXfixes_jll
   7305.2 ms  ✓ QOI
  16796.8 ms  ✓ IntervalArithmetic
   4891.5 ms  ✓ HypergeometricFunctions
   3878.2 ms  ✓ libva_jll
   4310.6 ms  ✓ Cairo_jll
   4889.9 ms  ✓ Libglvnd_jll
   2794.4 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   8720.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  15404.6 ms  ✓ ColorVectorSpace
   3483.6 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
   3685.2 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
  16690.8 ms  ✓ StatsBase
   3800.3 ms  ✓ HarfBuzz_jll
   1983.6 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
   4008.9 ms  ✓ libwebp_jll
   2407.8 ms  ✓ PDMats → StatsBaseExt
   3004.1 ms  ✓ libass_jll
  40395.6 ms  ✓ StaticArrays
   3179.0 ms  ✓ Pango_jll
   3183.5 ms  ✓ Adapt → AdaptStaticArraysExt
   3255.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3477.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3497.3 ms  ✓ FillArrays → FillArraysStaticArraysExt
  23096.8 ms  ✓ Colors
  12407.6 ms  ✓ StatsFuns
   2596.4 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   9800.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   6902.4 ms  ✓ OpenEXR
   7006.2 ms  ✓ Animations
  11680.6 ms  ✓ FFMPEG_jll
   9702.9 ms  ✓ Graphics
  14592.1 ms  ✓ StructArrays → StructArraysStaticArraysExt
  54811.3 ms  ✓ SIMD
  12400.4 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
  57010.8 ms  ✓ Parsers
  18941.2 ms  ✓ ExactPredicates
  15480.3 ms  ✓ Interpolations
  24075.2 ms  ✓ ColorSchemes
  14707.9 ms  ✓ Cairo
 101099.2 ms  ✓ Unitful
  23493.5 ms  ✓ Distributions
   2414.2 ms  ✓ Unitful → ConstructionBaseUnitfulExt
   2586.6 ms  ✓ Unitful → PrintfExt
   2589.4 ms  ✓ Unitful → InverseFunctionsUnitfulExt
   2592.7 ms  ✓ Unitful → NaNMathExt
   3592.9 ms  ✓ Interpolations → InterpolationsUnitfulExt
  18118.3 ms  ✓ JSON
   6136.4 ms  ✓ Distributions → DistributionsChainRulesCoreExt
   2471.5 ms  ✓ ColorBrewer
  19797.8 ms  ✓ DelaunayTriangulation
   2496.1 ms  ✓ KernelDensity
  36093.8 ms  ✓ Automa
  52379.3 ms  ✓ GeometryBasics
  24511.5 ms  ✓ PlotUtils
   1345.2 ms  ✓ Packing
   2613.0 ms  ✓ ShaderAbstractions
   2899.6 ms  ✓ FreeTypeAbstraction
  61197.1 ms  ✓ ImageCore
  17878.5 ms  ✓ GridLayoutBase
   7487.9 ms  ✓ ImageBase
   8679.7 ms  ✓ WebP
  12306.0 ms  ✓ JpegTurbo
   5897.1 ms  ✓ ImageAxes
  13650.7 ms  ✓ PNGFiles
 133899.1 ms  ✓ REPL
   1087.2 ms  ✓ ImageMetadata
   1150.8 ms  ✓ UnicodeFun
   1333.1 ms  ✓ Netpbm
   8032.8 ms  ✓ Pkg → REPLExt
  73322.5 ms  ✓ TiffImages
   1725.7 ms  ✓ Sixel
    837.4 ms  ✓ ImageIO
   4291.0 ms  ✓ MathTeXEngine
 123325.1 ms  ✓ Makie
  42628.9 ms  ✓ CairoMakie
  247 dependencies successfully precompiled in 341 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +release --project=C/CairoMakie/Plot-A-Sine-Wave -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 1113.11
	System time (seconds): 65.99
	Percent of CPU this job got: 292%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 6:42.81
