Precompiling Pkg...
    877.6 ms  ✓ Logging
    975.5 ms  ✓ Zlib_jll
   1048.8 ms  ✓ MbedTLS_jll
   1066.6 ms  ✓ MozillaCACerts_jll
   1082.2 ms  ✓ Unicode
   1150.8 ms  ✓ UUIDs
   1189.6 ms  ✓ NetworkOptions
   1154.6 ms  ✓ nghttp2_jll
   1172.7 ms  ✓ p7zip_jll
   1204.7 ms  ✓ Base64
    373.7 ms  ✓ LibSSH2_jll
    482.4 ms  ✓ Printf
    367.6 ms  ✓ LibCURL_jll
    424.2 ms  ✓ LibGit2_jll
   2010.9 ms  ✓ ArgTools
    583.1 ms  ✓ LibCURL
    544.7 ms  ✓ Tar
   2292.9 ms  ✓ Dates
   2825.5 ms  ✓ Markdown
   2290.4 ms  ✓ LibGit2
    408.2 ms  ✓ TOML
   2857.8 ms  ✓ Downloads
  38425.3 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1817.5 ms  ✓ IteratorInterfaceExtensions
   2031.0 ms  ✓ IndirectArrays
   2037.6 ms  ✓ PolygonOps
   2039.0 ms  ✓ LaTeXStrings
   2113.0 ms  ✓ CEnum
   2132.1 ms  ✓ RangeArrays
   2228.7 ms  ✓ GeoFormatTypes
   2306.3 ms  ✓ Contour
   2315.8 ms  ✓ TriplotBase
   2322.9 ms  ✓ StatsAPI
   2408.9 ms  ✓ TensorCore
   2934.4 ms  ✓ AbstractFFTs
   3415.9 ms  ✓ Serialization
   2116.1 ms  ✓ OpenLibm_jll
   1999.9 ms  ✓ DataValueInterfaces
   2309.0 ms  ✓ SuiteSparse_jll
   2493.7 ms  ✓ InverseFunctions
   2513.2 ms  ✓ CompilerSupportLibraries_jll
   2586.0 ms  ✓ Observables
   4918.1 ms  ✓ FillArrays
   2004.7 ms  ✓ EnumX
   2898.2 ms  ✓ IterTools
   2701.2 ms  ✓ Requires
   2991.8 ms  ✓ Statistics
   2806.6 ms  ✓ OrderedCollections
   5620.2 ms  ✓ OffsetArrays
   6019.5 ms  ✓ Format
   1821.7 ms  ✓ Reexport
   2403.2 ms  ✓ StableRNGs
   4206.5 ms  ✓ Grisu
   2012.9 ms  ✓ PtrArrays
   2586.3 ms  ✓ IntervalSets
   2185.8 ms  ✓ PCRE2_jll
   2185.5 ms  ✓ Ratios
   2715.7 ms  ✓ AbstractTrees
   2387.6 ms  ✓ Mmap
   2524.1 ms  ✓ RoundingEmulator
   2682.1 ms  ✓ Extents
   2392.1 ms  ✓ LazyModules
