Precompiling Pkg...
    960.5 ms  ✓ UUIDs
    958.7 ms  ✓ MozillaCACerts_jll
   1060.7 ms  ✓ p7zip_jll
   1069.3 ms  ✓ Logging
   1081.8 ms  ✓ Unicode
   1127.7 ms  ✓ NetworkOptions
   1151.9 ms  ✓ nghttp2_jll
   1164.4 ms  ✓ MbedTLS_jll
   1175.1 ms  ✓ Zlib_jll
   1214.9 ms  ✓ Base64
    324.4 ms  ✓ LibSSH2_jll
    446.9 ms  ✓ Printf
    404.4 ms  ✓ LibGit2_jll
    408.6 ms  ✓ LibCURL_jll
   1997.2 ms  ✓ ArgTools
    572.7 ms  ✓ LibCURL
    555.1 ms  ✓ Tar
   2355.8 ms  ✓ Dates
   2842.4 ms  ✓ Markdown
   2313.7 ms  ✓ LibGit2
    447.4 ms  ✓ TOML
   2846.9 ms  ✓ Downloads
  38287.8 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1783.4 ms  ✓ IteratorInterfaceExtensions
   1965.3 ms  ✓ IndirectArrays
   1971.7 ms  ✓ PolygonOps
   2081.8 ms  ✓ CEnum
   2159.7 ms  ✓ Contour
   2170.1 ms  ✓ RangeArrays
   2178.7 ms  ✓ StatsAPI
   2262.1 ms  ✓ GeoFormatTypes
   2362.7 ms  ✓ LaTeXStrings
   2367.0 ms  ✓ TensorCore
   2357.2 ms  ✓ TriplotBase
   2972.4 ms  ✓ AbstractFFTs
   2207.5 ms  ✓ OpenLibm_jll
   2495.1 ms  ✓ InverseFunctions
   2587.0 ms  ✓ SuiteSparse_jll
   2618.6 ms  ✓ CompilerSupportLibraries_jll
   2616.2 ms  ✓ IterTools
   2496.0 ms  ✓ Observables
   3102.8 ms  ✓ Serialization
   5046.8 ms  ✓ FillArrays
   2973.6 ms  ✓ Statistics
   2797.5 ms  ✓ Requires
   3406.6 ms  ✓ OrderedCollections
   5775.3 ms  ✓ Format
   5864.3 ms  ✓ OffsetArrays
   1711.5 ms  ✓ DataValueInterfaces
   1715.5 ms  ✓ EnumX
   1520.3 ms  ✓ Reexport
   4103.8 ms  ✓ Grisu
   2102.5 ms  ✓ StableRNGs
   2785.7 ms  ✓ AbstractTrees
   2892.0 ms  ✓ DocStringExtensions
   1903.6 ms  ✓ PtrArrays
   2106.6 ms  ✓ Mmap
   2906.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   2312.1 ms  ✓ RoundingEmulator
   2206.3 ms  ✓ PCRE2_jll
   2692.5 ms  ✓ Extents
   2109.5 ms  ✓ LazyModules
   2891.7 ms  ✓ TranscodingStreams
   2573.1 ms  ✓ Inflate
   2002.8 ms  ✓ DataAPI
   1992.4 ms  ✓ CRC32c
   2506.8 ms  ✓ ConstructionBase
   2384.1 ms  ✓ StaticArraysCore
   2303.0 ms  ✓ MappedArrays
   2497.0 ms  ✓ Scratch
   5602.3 ms  ✓ IrrationalConstants
   2988.0 ms  ✓ Compat
   2511.4 ms  ✓ TableTraits
   4301.7 ms  ✓ Preferences
   3081.0 ms  ✓ NaNMath
   2608.0 ms  ✓ IntervalSets
   7193.2 ms  ✓ AdaptivePredicates
   3593.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  12206.9 ms  ✓ MacroTools
   5101.6 ms  ✓ LazyArtifacts
   2514.4 ms  ✓ Ratios
  15064.0 ms  ✓ BaseDirs
   2809.5 ms  ✓ Adapt
   6125.4 ms  ✓ PkgVersion
   7481.2 ms  ✓ InteractiveUtils
   2700.3 ms  ✓ StackViews
   2315.6 ms  ✓ Showoff
   2707.5 ms  ✓ PaddedViews
   2409.6 ms  ✓ AliasTables
   2123.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2405.1 ms  ✓ Missings
   2090.1 ms  ✓ RelocatableFolders
   2105.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2301.6 ms  ✓ PrecompileTools
   2501.2 ms  ✓ JLLWrappers
   3471.6 ms  ✓ LogExpFunctions
   2176.1 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2120.5 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2205.8 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   4093.2 ms  ✓ Tables
   3394.6 ms  ✓ ComputePipeline
   2210.6 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   6019.6 ms  ✓ GeoInterface
  10590.8 ms  ✓ Distributed
   2811.2 ms  ✓ MosaicViews
   2708.7 ms  ✓ Graphite2_jll
   2998.6 ms  ✓ OpenSSL_jll
   4987.2 ms  ✓ SimpleTraits
  11999.3 ms  ✓ FixedPointNumbers
   5219.9 ms  ✓ FilePathsBase
   3697.3 ms  ✓ Libmount_jll
   6290.7 ms  ✓ ChainRulesCore
   2694.0 ms  ✓ LLVMOpenMP_jll
   2617.3 ms  ✓ Rmath_jll
   2895.7 ms  ✓ Bzip2_jll
   2720.2 ms  ✓ Xorg_libXau_jll
   2887.2 ms  ✓ libpng_jll
   2896.9 ms  ✓ libfdk_aac_jll
   2997.5 ms  ✓ Imath_jll
   2785.9 ms  ✓ Giflib_jll
  18577.3 ms  ✓ SparseArrays
   2693.6 ms  ✓ LAME_jll
   2884.7 ms  ✓ LERC_jll
   9693.6 ms  ✓ DataStructures
   2802.0 ms  ✓ EarCut_jll
   3115.8 ms  ✓ CRlibm_jll
   3195.9 ms  ✓ Ogg_jll
   3598.7 ms  ✓ XZ_jll
   3003.7 ms  ✓ x265_jll
   3200.0 ms  ✓ Xorg_libXdmcp_jll
   4189.1 ms  ✓ JpegTurbo_jll
   7094.3 ms  ✓ IntelOpenMP_jll
   3395.8 ms  ✓ x264_jll
   5309.7 ms  ✓ oneTBB_jll
  16901.8 ms  ✓ Test
  22420.0 ms  ✓ FileIO
   3098.8 ms  ✓ LZO_jll
   4098.6 ms  ✓ libaom_jll
   3396.8 ms  ✓ Expat_jll
   3004.6 ms  ✓ Xorg_xtrans_jll
   3319.2 ms  ✓ Opus_jll
   2995.8 ms  ✓ Libiconv_jll
   2791.8 ms  ✓ Libffi_jll
   4311.9 ms  ✓ Zstd_jll
   2797.5 ms  ✓ isoband_jll
   2105.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2999.0 ms  ✓ FFTW_jll
   2799.5 ms  ✓ FriBidi_jll
   2906.2 ms  ✓ Libuuid_jll
   2702.9 ms  ✓ OpenBLASConsistentFPCSR_jll
   2805.3 ms  ✓ OpenSpecFun_jll
   3214.0 ms  ✓ SharedArrays
   3911.2 ms  ✓ StructArrays
   2108.1 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   4178.7 ms  ✓ AxisArrays
   4104.8 ms  ✓ ProgressMeter
   2497.1 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2901.8 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   2911.8 ms  ✓ Pixman_jll
   3993.5 ms  ✓ FilePaths
   2594.3 ms  ✓ SuiteSparse
   3104.6 ms  ✓ FreeType2_jll
   3016.0 ms  ✓ WoodburyMatrices
   3998.2 ms  ✓ Rmath
   3595.2 ms  ✓ OpenEXR_jll
   2885.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2894.1 ms  ✓ Statistics → SparseArraysExt
   2694.0 ms  ✓ Adapt → AdaptSparseArraysExt
   7312.3 ms  ✓ ColorTypes
   2816.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   6901.6 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2900.3 ms  ✓ SortingAlgorithms
   3496.9 ms  ✓ CRlibm
   3495.9 ms  ✓ libvorbis_jll
   3297.3 ms  ✓ libsixel_jll
   3181.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
