nice: cannot set niceness: Permission denied
Precompiling packages...
   1498.2 ms  ✓ OpenSSL_jll
   1468.7 ms  ✓ MozillaCACerts_jll
   1557.9 ms  ✓ Logging
   1558.1 ms  ✓ Unicode
   1664.1 ms  ✓ UUIDs
   1751.7 ms  ✓ nghttp2_jll
   1750.9 ms  ✓ Zlib_jll
   1808.5 ms  ✓ NetworkOptions
   1859.8 ms  ✓ CompilerSupportLibraries_jll
   1885.3 ms  ✓ Base64
    666.0 ms  ✓ LibSSH2_jll
    827.3 ms  ✓ Printf
    613.4 ms  ✓ p7zip_jll
    532.8 ms  ✓ LibCURL_jll
    538.4 ms  ✓ LibGit2_jll
   3260.3 ms  ✓ ArgTools
    745.8 ms  ✓ LibCURL
    637.6 ms  ✓ Tar
   2930.3 ms  ✓ Dates
   2988.2 ms  ✓ LibGit2
    447.0 ms  ✓ TOML
   2946.4 ms  ✓ Downloads
   9273.0 ms  ✓ StyledStrings
   1664.0 ms  ✓ JuliaSyntaxHighlighting
   3690.9 ms  ✓ Markdown
  46310.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2521.9 ms  ✓ IteratorInterfaceExtensions
   2552.8 ms  ✓ LaTeXStrings
   2615.0 ms  ✓ StatsAPI
   2629.2 ms  ✓ RangeArrays
   2648.3 ms  ✓ IndirectArrays
   2714.8 ms  ✓ PolygonOps
   2808.6 ms  ✓ Contour
   3014.1 ms  ✓ TensorCore
   3025.1 ms  ✓ TriplotBase
   3615.6 ms  ✓ AbstractFFTs
   4193.6 ms  ✓ Serialization
   2797.7 ms  ✓ OpenLibm_jll
   3168.8 ms  ✓ InverseFunctions
   5790.7 ms  ✓ FillArrays
   3279.2 ms  ✓ SuiteSparse_jll
   3423.8 ms  ✓ IterTools
   6043.1 ms  ✓ OffsetArrays
   3524.9 ms  ✓ Statistics
   2694.4 ms  ✓ DataValueInterfaces
   4226.1 ms  ✓ Requires
   2700.8 ms  ✓ EnumX
   2430.5 ms  ✓ Reexport
   8320.4 ms  ✓ Format
