Precompiling Pkg...
    970.2 ms  ✓ UUIDs
   1039.5 ms  ✓ MozillaCACerts_jll
   1035.6 ms  ✓ Zlib_jll
   1052.0 ms  ✓ nghttp2_jll
   1050.8 ms  ✓ Unicode
   1060.1 ms  ✓ Logging
   1073.5 ms  ✓ MbedTLS_jll
   1157.1 ms  ✓ p7zip_jll
   1217.9 ms  ✓ NetworkOptions
   1207.4 ms  ✓ Base64
    389.6 ms  ✓ LibSSH2_jll
    442.5 ms  ✓ Printf
    405.0 ms  ✓ LibCURL_jll
    406.4 ms  ✓ LibGit2_jll
   2006.6 ms  ✓ ArgTools
    565.1 ms  ✓ LibCURL
    556.4 ms  ✓ Tar
   2349.9 ms  ✓ Dates
   2826.6 ms  ✓ Markdown
   2344.1 ms  ✓ LibGit2
    432.2 ms  ✓ TOML
   2892.4 ms  ✓ Downloads
  38479.7 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1866.8 ms  ✓ IteratorInterfaceExtensions
   1873.4 ms  ✓ IndirectArrays
   1886.9 ms  ✓ PolygonOps
   2068.6 ms  ✓ LaTeXStrings
   2068.7 ms  ✓ CEnum
   2170.4 ms  ✓ GeoFormatTypes
   2176.0 ms  ✓ TensorCore
   2172.2 ms  ✓ Contour
   2272.5 ms  ✓ StatsAPI
   2380.6 ms  ✓ RangeArrays
   2771.7 ms  ✓ TriplotBase
   2879.8 ms  ✓ AbstractFFTs
   2112.6 ms  ✓ OpenLibm_jll
   2493.9 ms  ✓ InverseFunctions
   2685.1 ms  ✓ CompilerSupportLibraries_jll
   2584.3 ms  ✓ SuiteSparse_jll
   2709.3 ms  ✓ Statistics
   4842.9 ms  ✓ FillArrays
   3006.4 ms  ✓ Serialization
   3010.3 ms  ✓ IterTools
   2483.8 ms  ✓ Observables
   5269.2 ms  ✓ OffsetArrays
   3000.6 ms  ✓ OrderedCollections
   2799.2 ms  ✓ Requires
   5765.2 ms  ✓ Format
   2088.0 ms  ✓ DataValueInterfaces
   2084.8 ms  ✓ EnumX
   4281.9 ms  ✓ Grisu
