nice: cannot set niceness: Permission denied
Precompiling packages...
   1871.0 ms  ✓ OpenSSL_jll
   1827.4 ms  ✓ nghttp2_jll
   1846.8 ms  ✓ MozillaCACerts_jll
   1895.2 ms  ✓ Zlib_jll
   1911.0 ms  ✓ p7zip_jll
   1945.2 ms  ✓ Logging
   2045.5 ms  ✓ UUIDs
   2045.0 ms  ✓ Unicode
   2078.2 ms  ✓ NetworkOptions
   2118.0 ms  ✓ Base64
    596.8 ms  ✓ LibSSH2_jll
    876.9 ms  ✓ Printf
    588.0 ms  ✓ LibGit2_jll
    699.6 ms  ✓ LibCURL_jll
   3989.9 ms  ✓ ArgTools
    963.1 ms  ✓ LibCURL
    874.7 ms  ✓ Tar
   2968.9 ms  ✓ Dates
   3088.6 ms  ✓ LibGit2
    551.2 ms  ✓ TOML
   3489.9 ms  ✓ Downloads
  11218.6 ms  ✓ StyledStrings
   2159.2 ms  ✓ JuliaSyntaxHighlighting
   5265.9 ms  ✓ Markdown
  76076.9 ms  ✓ Pkg
  25 dependencies successfully precompiled in 95 seconds
Precompiling packages...
   1917.6 ms  ✓ CEnum
   2120.7 ms  ✓ TensorCore
   2233.5 ms  ✓ StatsAPI
   2620.4 ms  ✓ RangeArrays
   2556.5 ms  ✓ Serialization
   2940.9 ms  ✓ LaTeXStrings
   3229.4 ms  ✓ IndirectArrays
   3248.1 ms  ✓ PolygonOps
   3423.0 ms  ✓ TriplotBase
   3773.1 ms  ✓ IteratorInterfaceExtensions
   3976.6 ms  ✓ Contour
   4305.8 ms  ✓ AbstractFFTs
   1964.6 ms  ✓ CompilerSupportLibraries_jll
   3123.5 ms  ✓ OpenLibm_jll
   3005.2 ms  ✓ InverseFunctions
   5095.3 ms  ✓ OffsetArrays
   2956.9 ms  ✓ Statistics
   1712.1 ms  ✓ DataValueInterfaces
   3761.3 ms  ✓ IterTools
   2812.9 ms  ✓ Observables
   6594.0 ms  ✓ FillArrays
   3284.2 ms  ✓ OrderedCollections
   4179.1 ms  ✓ SuiteSparse_jll
   2284.0 ms  ✓ EnumX
   7488.4 ms  ✓ Format
   2775.1 ms  ✓ StackViews
   5088.7 ms  ✓ Grisu
   3361.8 ms  ✓ StableRNGs
   4953.2 ms  ✓ Requires
   3846.1 ms  ✓ Reexport
   2760.8 ms  ✓ RoundingEmulator
   2394.3 ms  ✓ PtrArrays
   2161.2 ms  ✓ PCRE2_jll
   4505.3 ms  ✓ DocStringExtensions
   3057.7 ms  ✓ Mmap
   3611.7 ms  ✓ IntervalSets
   3620.8 ms  ✓ Extents
   2390.9 ms  ✓ Inflate
   3522.3 ms  ✓ TranscodingStreams
