nice: cannot set niceness: Permission denied
Precompiling packages...
   1502.5 ms  ✓ OpenSSL_jll
   1582.6 ms  ✓ CompilerSupportLibraries_jll
   1655.4 ms  ✓ Unicode
   1673.3 ms  ✓ UUIDs
   1755.8 ms  ✓ MozillaCACerts_jll
   1758.5 ms  ✓ Logging
   1856.6 ms  ✓ nghttp2_jll
   1852.0 ms  ✓ Zlib_jll
   1862.4 ms  ✓ NetworkOptions
   1944.6 ms  ✓ Base64
    721.9 ms  ✓ LibSSH2_jll
    727.3 ms  ✓ p7zip_jll
    766.4 ms  ✓ Printf
    491.7 ms  ✓ LibGit2_jll
    490.2 ms  ✓ LibCURL_jll
   3307.4 ms  ✓ ArgTools
    768.5 ms  ✓ LibCURL
    632.9 ms  ✓ Tar
   2898.5 ms  ✓ Dates
   3059.1 ms  ✓ LibGit2
    459.6 ms  ✓ TOML
   3081.1 ms  ✓ Downloads
   9365.3 ms  ✓ StyledStrings
   1640.0 ms  ✓ JuliaSyntaxHighlighting
   3826.8 ms  ✓ Markdown
  46856.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2470.2 ms  ✓ IteratorInterfaceExtensions
   2590.4 ms  ✓ RangeArrays
   2666.7 ms  ✓ IndirectArrays
   2666.1 ms  ✓ PolygonOps
   2663.4 ms  ✓ StatsAPI
   2678.9 ms  ✓ LaTeXStrings
   2681.1 ms  ✓ MuladdMacro
   2837.8 ms  ✓ Contour
   2829.7 ms  ✓ TriplotBase
   2841.0 ms  ✓ TensorCore
   3373.4 ms  ✓ AbstractFFTs
   2501.3 ms  ✓ IntegerMathUtils
   2602.0 ms  ✓ OpenLibm_jll
   2899.1 ms  ✓ InverseFunctions
   2905.3 ms  ✓ SuiteSparse_jll
   5650.9 ms  ✓ FillArrays
   5760.0 ms  ✓ OffsetArrays
   3195.4 ms  ✓ Statistics
   3394.5 ms  ✓ IterTools
   4079.7 ms  ✓ Serialization
   2505.2 ms  ✓ DataValueInterfaces
   2399.8 ms  ✓ Reexport
   2597.1 ms  ✓ EnumX
   8148.7 ms  ✓ Format
   2683.2 ms  ✓ StableRNGs
   3402.4 ms  ✓ AbstractTrees
   3600.0 ms  ✓ DocStringExtensions
   3099.9 ms  ✓ IntervalSets
   9856.4 ms  ✓ CEnum
   4990.8 ms  ✓ Requires
   2889.5 ms  ✓ RoundingEmulator
   2502.6 ms  ✓ PtrArrays
   2696.4 ms  ✓ PCRE2_jll
   3189.6 ms  ✓ Mmap
   3194.1 ms  ✓ Extents
   2919.6 ms  ✓ Inflate
   3797.3 ms  ✓ TranscodingStreams
   2410.0 ms  ✓ CRC32c
   2497.6 ms  ✓ DataAPI
  10012.6 ms  ✓ Observables
   2800.4 ms  ✓ StaticArraysCore
  11018.7 ms  ✓ OrderedCollections
   2803.4 ms  ✓ MappedArrays
  12209.1 ms  ✓ Grisu
   2703.7 ms  ✓ Scratch
   2400.1 ms  ✓ TableTraits
   7409.0 ms  ✓ AdaptivePredicates
   3781.3 ms  ✓ Preferences
   3320.5 ms  ✓ Primes
   2686.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2604.4 ms  ✓ StackViews
   2989.0 ms  ✓ PaddedViews
  10198.1 ms  ✓ LazyModules
  10507.8 ms  ✓ ConstructionBase
  14906.2 ms  ✓ IrrationalConstants
   7703.4 ms  ✓ PkgVersion
   3207.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   2478.5 ms  ✓ IntervalSets → IntervalSetsRandomExt
  11922.0 ms  ✓ StructUtils
  23381.4 ms  ✓ BaseDirs
  20730.0 ms  ✓ MacroTools
  10288.2 ms  ✓ Compat
   7027.1 ms  ✓ SignedDistanceFields
   3498.1 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   3102.5 ms  ✓ Ratios
   3014.7 ms  ✓ Adapt
   2844.7 ms  ✓ AliasTables
   2601.3 ms  ✓ Showoff
   2530.2 ms  ✓ PrecompileTools
   3096.0 ms  ✓ RelocatableFolders
  11912.9 ms  ✓ NaNMath
   3295.1 ms  ✓ JLLWrappers
  15161.0 ms  ✓ InteractiveUtils
   2609.2 ms  ✓ MosaicViews
   2302.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2408.7 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2333.6 ms  ✓ Compat → CompatLinearAlgebraExt
   3690.6 ms  ✓ LogExpFunctions
   2591.9 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   4391.9 ms  ✓ AxisArrays
   6577.4 ms  ✓ FFTA
   8896.6 ms  ✓ DataStructures
   9685.8 ms  ✓ Missings
   3794.2 ms  ✓ Graphite2_jll
   3592.1 ms  ✓ Libmount_jll
  10682.0 ms  ✓ ComputePipeline
   3804.8 ms  ✓ LLVMOpenMP_jll
