nice: cannot set niceness: Permission denied
Precompiling packages...
   1432.7 ms  ✓ MozillaCACerts_jll
   1528.4 ms  ✓ Logging
   1622.3 ms  ✓ UUIDs
   1621.5 ms  ✓ CompilerSupportLibraries_jll
   1620.2 ms  ✓ nghttp2_jll
   1642.4 ms  ✓ Unicode
   1652.9 ms  ✓ Zlib_jll
   1660.5 ms  ✓ NetworkOptions
   1694.0 ms  ✓ OpenSSL_jll
   1759.2 ms  ✓ Base64
    540.4 ms  ✓ p7zip_jll
    499.5 ms  ✓ LibSSH2_jll
    645.2 ms  ✓ Printf
    432.0 ms  ✓ LibGit2_jll
    430.6 ms  ✓ LibCURL_jll
   3091.9 ms  ✓ ArgTools
    768.5 ms  ✓ LibCURL
    639.8 ms  ✓ Tar
   2905.4 ms  ✓ Dates
    460.2 ms  ✓ TOML
   3065.7 ms  ✓ LibGit2
   2993.5 ms  ✓ Downloads
   9104.9 ms  ✓ StyledStrings
   1649.2 ms  ✓ JuliaSyntaxHighlighting
   3789.3 ms  ✓ Markdown
  46208.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2489.4 ms  ✓ RangeArrays
   2495.1 ms  ✓ PolygonOps
   2499.4 ms  ✓ IndirectArrays
   2497.7 ms  ✓ IteratorInterfaceExtensions
   2602.8 ms  ✓ LaTeXStrings
   2682.8 ms  ✓ StatsAPI
   2777.7 ms  ✓ TensorCore
   2899.7 ms  ✓ MuladdMacro
   3081.2 ms  ✓ Contour
   3177.4 ms  ✓ TriplotBase
   3377.9 ms  ✓ AbstractFFTs
   2694.1 ms  ✓ IntegerMathUtils
   2797.7 ms  ✓ OpenLibm_jll
   2987.0 ms  ✓ InverseFunctions
   5674.3 ms  ✓ FillArrays
   3099.8 ms  ✓ SuiteSparse_jll
   5978.2 ms  ✓ OffsetArrays
   3476.6 ms  ✓ Statistics
   3596.2 ms  ✓ IterTools
   3896.9 ms  ✓ Serialization
   7858.6 ms  ✓ Format
   2588.5 ms  ✓ DataValueInterfaces
   2809.9 ms  ✓ EnumX
   2500.8 ms  ✓ Reexport
   2832.9 ms  ✓ StableRNGs
   3487.6 ms  ✓ DocStringExtensions
   3107.2 ms  ✓ IntervalSets
   3576.5 ms  ✓ AbstractTrees
   4706.9 ms  ✓ Requires
   9947.9 ms  ✓ CEnum
   2820.0 ms  ✓ RoundingEmulator
   2902.4 ms  ✓ Mmap
   2516.8 ms  ✓ PtrArrays
   2902.1 ms  ✓ PCRE2_jll
   3217.3 ms  ✓ Extents
   2896.3 ms  ✓ Inflate
   3614.7 ms  ✓ TranscodingStreams
   2558.7 ms  ✓ DataAPI
   2496.9 ms  ✓ CRC32c
   2885.5 ms  ✓ StaticArraysCore
  10504.2 ms  ✓ Observables
  10807.8 ms  ✓ OrderedCollections
   3289.6 ms  ✓ MappedArrays
   2691.0 ms  ✓ Scratch
  12702.0 ms  ✓ Grisu
   2383.2 ms  ✓ TableTraits
   7285.3 ms  ✓ AdaptivePredicates
   3992.4 ms  ✓ Preferences
   3575.7 ms  ✓ Primes
   2665.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2991.3 ms  ✓ StackViews
  10029.3 ms  ✓ LazyModules
   3110.0 ms  ✓ PaddedViews
  10298.6 ms  ✓ ConstructionBase
  14602.9 ms  ✓ IrrationalConstants
   3030.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   2303.9 ms  ✓ IntervalSets → IntervalSetsRandomExt
   8911.1 ms  ✓ PkgVersion
  19977.0 ms  ✓ MacroTools
  11301.5 ms  ✓ StructUtils
   6614.6 ms  ✓ SignedDistanceFields
   3823.0 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   3192.6 ms  ✓ Ratios
  24885.7 ms  ✓ BaseDirs
  11398.9 ms  ✓ Compat
   3790.3 ms  ✓ Adapt
   3089.3 ms  ✓ AliasTables
   2318.8 ms  ✓ Showoff
  10812.5 ms  ✓ NaNMath
   2997.9 ms  ✓ RelocatableFolders
   2696.5 ms  ✓ PrecompileTools
   3216.4 ms  ✓ JLLWrappers
   2492.3 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2797.4 ms  ✓ MosaicViews
   2493.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  16400.2 ms  ✓ InteractiveUtils
   3504.8 ms  ✓ LogExpFunctions
   2295.5 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   2591.2 ms  ✓ Compat → CompatLinearAlgebraExt
   2508.0 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   6574.8 ms  ✓ FFTA
   9597.2 ms  ✓ DataStructures
   4092.1 ms  ✓ AxisArrays
   9806.1 ms  ✓ Missings
   2385.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3600.1 ms  ✓ Graphite2_jll
   3095.5 ms  ✓ SortingAlgorithms
  11707.5 ms  ✓ Tables
   3898.6 ms  ✓ Libmount_jll
   3766.7 ms  ✓ Bzip2_jll
  11012.4 ms  ✓ ComputePipeline
   3834.0 ms  ✓ LLVMOpenMP_jll
   3977.0 ms  ✓ Rmath_jll
  18017.3 ms  ✓ Distributed
   3823.9 ms  ✓ Xorg_libXau_jll
   3702.1 ms  ✓ libpng_jll
   3894.0 ms  ✓ libfdk_aac_jll
   4283.7 ms  ✓ Imath_jll
   3825.4 ms  ✓ LAME_jll
   3795.7 ms  ✓ LERC_jll
   3890.5 ms  ✓ EarCut_jll
   3633.2 ms  ✓ CRlibm_jll
  21933.2 ms  ✓ FixedPointNumbers
   5304.6 ms  ✓ JpegTurbo_jll
   5888.0 ms  ✓ XZ_jll
   3595.5 ms  ✓ x264_jll
   4594.6 ms  ✓ Ogg_jll
   3698.3 ms  ✓ x265_jll
   3794.3 ms  ✓ libaom_jll
   3692.4 ms  ✓ Expat_jll
   4718.1 ms  ✓ Xorg_libXdmcp_jll
  22276.8 ms  ✓ FileIO
   4306.9 ms  ✓ Zstd_jll
   4986.0 ms  ✓ CRlibm
   4039.4 ms  ✓ Opus_jll
   3607.8 ms  ✓ Xorg_xtrans_jll
   3710.6 ms  ✓ isoband_jll
   3874.3 ms  ✓ Libffi_jll
   3703.5 ms  ✓ Libuuid_jll
   4118.1 ms  ✓ Libiconv_jll
   4005.2 ms  ✓ OpenSpecFun_jll
   3611.9 ms  ✓ OpenBLASConsistentFPCSR_jll
   3889.2 ms  ✓ FriBidi_jll
  12493.6 ms  ✓ StructArrays
  28807.6 ms  ✓ SparseArrays
   4602.2 ms  ✓ SimpleTraits
   2502.7 ms  ✓ StructUtils → StructUtilsTablesExt
   3710.3 ms  ✓ Xorg_libpciaccess_jll
   3697.0 ms  ✓ Giflib_jll
   3809.0 ms  ✓ FreeType2_jll
   3488.3 ms  ✓ SharedArrays
   4290.7 ms  ✓ Rmath
   6504.7 ms  ✓ FilePathsBase
   2499.9 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   4909.0 ms  ✓ ProgressMeter
   3686.2 ms  ✓ LZO_jll
   4890.2 ms  ✓ OpenEXR_jll
   3809.4 ms  ✓ libsixel_jll
   4205.0 ms  ✓ libvorbis_jll
   2487.5 ms  ✓ Isoband
   3981.5 ms  ✓ Libtiff_jll
  11725.5 ms  ✓ QuadGK
   2507.1 ms  ✓ StructArrays → StructArraysAdaptExt
   4308.7 ms  ✓ GettextRuntime_jll
   3709.1 ms  ✓ Pixman_jll
   2605.3 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
  13297.1 ms  ✓ ChainRulesCore
   3413.4 ms  ✓ WoodburyMatrices
   3286.9 ms  ✓ Statistics → SparseArraysExt
   3286.0 ms  ✓ SuiteSparse
   3184.8 ms  ✓ Adapt → AdaptSparseArraysExt
   3871.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3409.3 ms  ✓ StructArrays → StructArraysSparseArraysExt
   3895.0 ms  ✓ libdrm_jll
  11790.7 ms  ✓ Xorg_libxcb_jll
  14110.8 ms  ✓ ColorTypes
   3196.1 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
  18396.3 ms  ✓ IntervalArithmetic
   4695.4 ms  ✓ FreeType
   4202.4 ms  ✓ FilePaths
   2709.3 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   5016.9 ms  ✓ Fontconfig_jll
   5442.0 ms  ✓ Glib_jll
   3393.2 ms  ✓ AxisAlgorithms
  14404.9 ms  ✓ SpecialFunctions
   2802.6 ms  ✓ ColorTypes → StyledStringsExt
   3905.0 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   4697.4 ms  ✓ PDMats
   2681.7 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   3711.9 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
   8089.5 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  10279.5 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   4098.8 ms  ✓ Xorg_libX11_jll
   3809.9 ms  ✓ FillArrays → FillArraysPDMatsExt
   5485.1 ms  ✓ HypergeometricFunctions
  47740.8 ms  ✓ StaticArrays
   4096.5 ms  ✓ Xorg_libXfixes_jll
   4197.9 ms  ✓ Xorg_libXrender_jll
   4404.0 ms  ✓ Xorg_libXext_jll
   7600.4 ms  ✓ QOI
