nice: cannot set niceness: Permission denied
Precompiling packages...
   1430.4 ms  ✓ MozillaCACerts_jll
   1429.8 ms  ✓ nghttp2_jll
   1461.4 ms  ✓ OpenSSL_jll
   1708.8 ms  ✓ UUIDs
   1721.2 ms  ✓ Logging
   1720.8 ms  ✓ Zlib_jll
   1732.9 ms  ✓ Unicode
   1740.3 ms  ✓ Base64
   1754.5 ms  ✓ NetworkOptions
   1788.1 ms  ✓ CompilerSupportLibraries_jll
    643.7 ms  ✓ LibSSH2_jll
    599.9 ms  ✓ p7zip_jll
    691.1 ms  ✓ Printf
    515.7 ms  ✓ LibGit2_jll
    537.5 ms  ✓ LibCURL_jll
   3248.4 ms  ✓ ArgTools
    748.3 ms  ✓ LibCURL
    624.9 ms  ✓ Tar
   2950.8 ms  ✓ Dates
   2919.5 ms  ✓ LibGit2
    423.6 ms  ✓ TOML
   2981.8 ms  ✓ Downloads
   9199.9 ms  ✓ StyledStrings
   1653.3 ms  ✓ JuliaSyntaxHighlighting
   3670.4 ms  ✓ Markdown
  45903.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 60 seconds
Precompiling packages...
   2404.7 ms  ✓ RangeArrays
   2485.9 ms  ✓ MuladdMacro
   2555.7 ms  ✓ IteratorInterfaceExtensions
   2567.7 ms  ✓ PolygonOps
   2657.0 ms  ✓ IndirectArrays
   2756.2 ms  ✓ LaTeXStrings
   2851.9 ms  ✓ StatsAPI
   2925.0 ms  ✓ Contour
   2964.4 ms  ✓ TensorCore
   3437.2 ms  ✓ TriplotBase
   3485.6 ms  ✓ AbstractFFTs
   2773.9 ms  ✓ IntegerMathUtils
   2712.0 ms  ✓ OpenLibm_jll
   5307.0 ms  ✓ FillArrays
   3096.6 ms  ✓ InverseFunctions
   2973.9 ms  ✓ SuiteSparse_jll
   5848.1 ms  ✓ OffsetArrays
   3307.2 ms  ✓ Statistics
   3410.9 ms  ✓ IterTools
   3894.4 ms  ✓ Serialization
   2490.3 ms  ✓ DataValueInterfaces
   2799.4 ms  ✓ EnumX
   8229.8 ms  ✓ Format
   2530.7 ms  ✓ Reexport
   2890.4 ms  ✓ StableRNGs
   9250.8 ms  ✓ CEnum
   3308.0 ms  ✓ AbstractTrees
   4215.1 ms  ✓ Requires
   3106.2 ms  ✓ IntervalSets
   3700.6 ms  ✓ DocStringExtensions
   2990.4 ms  ✓ RoundingEmulator
   2900.8 ms  ✓ Mmap
   2891.8 ms  ✓ PtrArrays
   3106.5 ms  ✓ Extents
   2811.5 ms  ✓ PCRE2_jll
   2913.0 ms  ✓ Inflate
   3409.6 ms  ✓ TranscodingStreams
   9209.9 ms  ✓ Observables
   2507.3 ms  ✓ DataAPI
   2573.4 ms  ✓ CRC32c
   2905.9 ms  ✓ StaticArraysCore
   2897.9 ms  ✓ MappedArrays
  11203.4 ms  ✓ OrderedCollections
   2788.9 ms  ✓ Scratch
  12489.7 ms  ✓ Grisu
   2306.2 ms  ✓ TableTraits
   7575.0 ms  ✓ AdaptivePredicates
   3803.9 ms  ✓ Preferences
   3504.8 ms  ✓ Primes
   3205.2 ms  ✓ RelocatableFolders
   9784.4 ms  ✓ LazyModules
   2794.0 ms  ✓ StackViews
   9895.7 ms  ✓ ConstructionBase
   2915.3 ms  ✓ PaddedViews
  14064.7 ms  ✓ IrrationalConstants
   7504.5 ms  ✓ PkgVersion
   2594.9 ms  ✓ Ratios
   2888.0 ms  ✓ Adapt
   4603.3 ms  ✓ FillArrays → FillArraysStatisticsExt
  20830.8 ms  ✓ MacroTools
  24184.7 ms  ✓ BaseDirs
   2498.7 ms  ✓ IntervalSets → IntervalSetsRandomExt
  10731.4 ms  ✓ Compat
   7399.6 ms  ✓ SignedDistanceFields
  13362.4 ms  ✓ StructUtils
   9513.8 ms  ✓ NaNMath
   3102.7 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
  13184.2 ms  ✓ InteractiveUtils
   3304.6 ms  ✓ AliasTables
   2572.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2694.6 ms  ✓ Showoff
   2627.0 ms  ✓ PrecompileTools
   3108.0 ms  ✓ JLLWrappers
   2213.7 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2311.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2717.9 ms  ✓ MosaicViews
   3196.7 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   3772.5 ms  ✓ LogExpFunctions
   2583.3 ms  ✓ Compat → CompatLinearAlgebraExt
   6403.6 ms  ✓ FFTA
   4184.4 ms  ✓ AxisArrays
   9193.4 ms  ✓ Missings
   9402.5 ms  ✓ DataStructures
   4308.3 ms  ✓ SimpleTraits
  10326.7 ms  ✓ ComputePipeline
   3795.5 ms  ✓ Libmount_jll
  11295.4 ms  ✓ Tables
   4211.8 ms  ✓ Graphite2_jll
  17326.2 ms  ✓ Distributed
   4483.3 ms  ✓ LLVMOpenMP_jll
  19008.3 ms  ✓ FixedPointNumbers
   4596.4 ms  ✓ Bzip2_jll
   4109.0 ms  ✓ Rmath_jll
   3405.7 ms  ✓ Xorg_libXau_jll
   3714.6 ms  ✓ libpng_jll
   3897.7 ms  ✓ libfdk_aac_jll
   3800.6 ms  ✓ Imath_jll
   3778.2 ms  ✓ Giflib_jll
   3717.4 ms  ✓ LAME_jll
   3860.6 ms  ✓ LERC_jll
   3901.2 ms  ✓ CRlibm_jll
   3985.4 ms  ✓ JpegTurbo_jll
   5003.7 ms  ✓ EarCut_jll
  23227.6 ms  ✓ FileIO
   4198.3 ms  ✓ XZ_jll
   4710.4 ms  ✓ Ogg_jll
   4795.6 ms  ✓ Xorg_libXdmcp_jll
   4090.9 ms  ✓ x264_jll
   5017.6 ms  ✓ x265_jll
   4103.8 ms  ✓ Zstd_jll
   5024.8 ms  ✓ libaom_jll
  26817.2 ms  ✓ SparseArrays
   3788.3 ms  ✓ LZO_jll
   4015.7 ms  ✓ Expat_jll
   3390.7 ms  ✓ Xorg_xtrans_jll
   3715.4 ms  ✓ Opus_jll
   3795.4 ms  ✓ Libffi_jll
   3988.1 ms  ✓ Libiconv_jll
   3808.0 ms  ✓ isoband_jll
   2605.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4083.8 ms  ✓ OpenSpecFun_jll
   3880.6 ms  ✓ Libuuid_jll
   3792.3 ms  ✓ OpenBLASConsistentFPCSR_jll
   4017.9 ms  ✓ FriBidi_jll
