nice: cannot set niceness: Permission denied
Precompiling packages...
   1523.9 ms  ✓ OpenSSL_jll
   1507.6 ms  ✓ MozillaCACerts_jll
   1605.5 ms  ✓ Logging
   1619.1 ms  ✓ UUIDs
   1618.6 ms  ✓ CompilerSupportLibraries_jll
   1720.2 ms  ✓ NetworkOptions
   1780.9 ms  ✓ Zlib_jll
   1785.7 ms  ✓ nghttp2_jll
   1798.8 ms  ✓ Unicode
   1898.6 ms  ✓ Base64
    645.5 ms  ✓ LibSSH2_jll
    689.3 ms  ✓ p7zip_jll
    657.0 ms  ✓ Printf
    490.3 ms  ✓ LibGit2_jll
    490.5 ms  ✓ LibCURL_jll
   3247.6 ms  ✓ ArgTools
    767.5 ms  ✓ LibCURL
    640.2 ms  ✓ Tar
   2913.9 ms  ✓ Dates
   3060.8 ms  ✓ LibGit2
    439.3 ms  ✓ TOML
   3108.0 ms  ✓ Downloads
   9225.5 ms  ✓ StyledStrings
   1678.8 ms  ✓ JuliaSyntaxHighlighting
   3782.9 ms  ✓ Markdown
  46400.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2516.8 ms  ✓ IteratorInterfaceExtensions
   2715.9 ms  ✓ RangeArrays
   2719.3 ms  ✓ MuladdMacro
   2716.8 ms  ✓ IndirectArrays
   2799.3 ms  ✓ LaTeXStrings
   2813.2 ms  ✓ PolygonOps
   2826.1 ms  ✓ StatsAPI
   3120.8 ms  ✓ TensorCore
   3287.3 ms  ✓ TriplotBase
   3312.6 ms  ✓ Contour
   3512.1 ms  ✓ AbstractFFTs
   2601.3 ms  ✓ IntegerMathUtils
   2504.2 ms  ✓ OpenLibm_jll
   5707.0 ms  ✓ FillArrays
   3095.9 ms  ✓ InverseFunctions
   3171.4 ms  ✓ SuiteSparse_jll
   3311.8 ms  ✓ IterTools
   6215.4 ms  ✓ OffsetArrays
   3614.7 ms  ✓ Statistics
   4104.1 ms  ✓ Serialization
   2889.9 ms  ✓ DataValueInterfaces
   8279.6 ms  ✓ Format
   2591.3 ms  ✓ EnumX
   2416.9 ms  ✓ Reexport
   2684.5 ms  ✓ StableRNGs
   4300.9 ms  ✓ Requires
   3474.9 ms  ✓ DocStringExtensions
   3391.6 ms  ✓ AbstractTrees
   9918.4 ms  ✓ CEnum
   3308.4 ms  ✓ IntervalSets
   2810.5 ms  ✓ RoundingEmulator
   2605.4 ms  ✓ PtrArrays
   2713.8 ms  ✓ PCRE2_jll
   3203.7 ms  ✓ Extents
   3325.9 ms  ✓ Mmap
   2899.4 ms  ✓ Inflate
   3503.0 ms  ✓ TranscodingStreams
   2298.2 ms  ✓ CRC32c
   2789.3 ms  ✓ DataAPI
  10317.5 ms  ✓ Observables
   2907.1 ms  ✓ StaticArraysCore
   2796.1 ms  ✓ MappedArrays
  11308.0 ms  ✓ OrderedCollections
  12219.2 ms  ✓ Grisu
   2599.8 ms  ✓ Scratch
   2399.1 ms  ✓ TableTraits
   7426.1 ms  ✓ AdaptivePredicates
   3905.4 ms  ✓ Preferences
   3296.9 ms  ✓ Primes
   2796.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2599.6 ms  ✓ StackViews
  10095.3 ms  ✓ LazyModules
   3197.8 ms  ✓ PaddedViews
  10601.4 ms  ✓ ConstructionBase
   2791.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   8005.9 ms  ✓ PkgVersion
  16401.7 ms  ✓ IrrationalConstants
   3315.3 ms  ✓ Ratios
  12276.3 ms  ✓ StructUtils
  10266.2 ms  ✓ Compat
  21106.9 ms  ✓ MacroTools
   6898.3 ms  ✓ SignedDistanceFields
   2498.7 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
  25323.6 ms  ✓ BaseDirs
   3273.5 ms  ✓ IntervalSets → IntervalSetsRandomExt
   4895.6 ms  ✓ Adapt
  10293.9 ms  ✓ NaNMath
   2894.8 ms  ✓ AliasTables
   2790.7 ms  ✓ Showoff
   3099.1 ms  ✓ RelocatableFolders
   2521.1 ms  ✓ PrecompileTools
  15172.8 ms  ✓ InteractiveUtils
   3376.3 ms  ✓ JLLWrappers
   2694.6 ms  ✓ MosaicViews
   2307.2 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2407.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2322.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3588.8 ms  ✓ LogExpFunctions
   2405.0 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   6915.6 ms  ✓ FFTA
   4224.5 ms  ✓ AxisArrays
   9419.2 ms  ✓ DataStructures
   9699.1 ms  ✓ Missings
   4504.0 ms  ✓ SimpleTraits
  10691.8 ms  ✓ ComputePipeline
  11301.8 ms  ✓ Tables
   3703.8 ms  ✓ Libmount_jll
   4199.0 ms  ✓ Graphite2_jll
  18013.0 ms  ✓ Distributed
   3898.5 ms  ✓ Bzip2_jll
   4409.7 ms  ✓ LLVMOpenMP_jll
  21705.6 ms  ✓ FixedPointNumbers
   3597.9 ms  ✓ Xorg_libXau_jll
   3806.5 ms  ✓ libpng_jll
   3872.0 ms  ✓ libfdk_aac_jll
   4189.7 ms  ✓ Imath_jll
   5071.4 ms  ✓ Rmath_jll
   3967.1 ms  ✓ Giflib_jll
   4730.6 ms  ✓ LAME_jll
   5103.8 ms  ✓ LERC_jll
  22306.1 ms  ✓ FileIO
   3893.3 ms  ✓ EarCut_jll
   3615.5 ms  ✓ CRlibm_jll
   3814.3 ms  ✓ Xorg_libXdmcp_jll
   3999.8 ms  ✓ Ogg_jll
   4920.8 ms  ✓ XZ_jll
   4202.4 ms  ✓ Rmath
   5103.8 ms  ✓ JpegTurbo_jll
   3891.6 ms  ✓ x264_jll
   4199.0 ms  ✓ libaom_jll
   3789.6 ms  ✓ LZO_jll
   3904.5 ms  ✓ Expat_jll
   4013.7 ms  ✓ Zstd_jll
   3393.8 ms  ✓ Xorg_xtrans_jll
   3604.1 ms  ✓ Opus_jll
  29086.9 ms  ✓ SparseArrays
   3795.2 ms  ✓ Libffi_jll
   3785.1 ms  ✓ isoband_jll
   3978.2 ms  ✓ Libiconv_jll
   3806.7 ms  ✓ OpenSpecFun_jll
   2401.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3809.2 ms  ✓ FriBidi_jll
   3805.0 ms  ✓ OpenBLASConsistentFPCSR_jll
   4083.8 ms  ✓ Libuuid_jll
   2729.6 ms  ✓ SortingAlgorithms
   2622.1 ms  ✓ StructUtils → StructUtilsTablesExt
   5995.5 ms  ✓ FilePathsBase
   3693.5 ms  ✓ SharedArrays
   2483.0 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   3796.2 ms  ✓ FreeType2_jll
   3722.8 ms  ✓ Pixman_jll
   4807.2 ms  ✓ ProgressMeter
   3176.3 ms  ✓ CRlibm
   5100.3 ms  ✓ OpenEXR_jll
   3891.4 ms  ✓ x265_jll
   3713.3 ms  ✓ libsixel_jll
   3975.6 ms  ✓ libvorbis_jll
   3802.0 ms  ✓ Libtiff_jll
   3616.9 ms  ✓ WoodburyMatrices
   3103.6 ms  ✓ Statistics → SparseArraysExt
   3597.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
