nice: cannot set niceness: Permission denied
Precompiling packages...
   1498.1 ms  ✓ MozillaCACerts_jll
   1607.9 ms  ✓ Logging
   1713.5 ms  ✓ OpenSSL_jll
   1684.4 ms  ✓ UUIDs
   1705.7 ms  ✓ Zlib_jll
   1715.7 ms  ✓ nghttp2_jll
   1781.3 ms  ✓ NetworkOptions
   1786.5 ms  ✓ Unicode
   1820.5 ms  ✓ CompilerSupportLibraries_jll
   1850.6 ms  ✓ Base64
    515.0 ms  ✓ LibSSH2_jll
    569.9 ms  ✓ p7zip_jll
    655.9 ms  ✓ Printf
    486.7 ms  ✓ LibCURL_jll
    490.9 ms  ✓ LibGit2_jll
   3186.1 ms  ✓ ArgTools
    757.2 ms  ✓ LibCURL
    626.5 ms  ✓ Tar
   2892.9 ms  ✓ Dates
   2978.2 ms  ✓ LibGit2
    437.6 ms  ✓ TOML
   2947.9 ms  ✓ Downloads
   9199.6 ms  ✓ StyledStrings
   1629.0 ms  ✓ JuliaSyntaxHighlighting
   3765.3 ms  ✓ Markdown
  45996.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2515.3 ms  ✓ IteratorInterfaceExtensions
   2617.2 ms  ✓ MuladdMacro
   2674.2 ms  ✓ PolygonOps
   2703.9 ms  ✓ RangeArrays
   2709.6 ms  ✓ LaTeXStrings
   2811.5 ms  ✓ StatsAPI
   2896.6 ms  ✓ IndirectArrays
   2971.6 ms  ✓ TensorCore
   3000.2 ms  ✓ TriplotBase
   3195.0 ms  ✓ Contour
   3517.5 ms  ✓ AbstractFFTs
   2797.0 ms  ✓ IntegerMathUtils
   2718.5 ms  ✓ OpenLibm_jll
   2902.3 ms  ✓ InverseFunctions
   5894.1 ms  ✓ OffsetArrays
   3388.9 ms  ✓ Statistics
   6087.5 ms  ✓ FillArrays
   3208.4 ms  ✓ SuiteSparse_jll
   3882.9 ms  ✓ IterTools
   4100.5 ms  ✓ Serialization
   7792.7 ms  ✓ Format
   2608.6 ms  ✓ DataValueInterfaces
   2891.1 ms  ✓ EnumX
   2498.5 ms  ✓ Reexport
   2805.5 ms  ✓ StableRNGs
   2799.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   3612.4 ms  ✓ DocStringExtensions
   3176.5 ms  ✓ IntervalSets
  10289.9 ms  ✓ CEnum
   4990.7 ms  ✓ Requires
   2688.7 ms  ✓ RoundingEmulator
   3089.3 ms  ✓ Mmap
   2522.5 ms  ✓ PtrArrays
   2702.7 ms  ✓ PCRE2_jll
   3319.7 ms  ✓ Extents
   4103.5 ms  ✓ TranscodingStreams
   2619.4 ms  ✓ DataAPI
   3002.4 ms  ✓ Inflate
   2611.5 ms  ✓ CRC32c
   2878.1 ms  ✓ StaticArraysCore
  10493.2 ms  ✓ Observables
  11292.0 ms  ✓ OrderedCollections
   3101.4 ms  ✓ MappedArrays
  12580.2 ms  ✓ Grisu
   2585.6 ms  ✓ Scratch
   2407.0 ms  ✓ TableTraits
   3896.3 ms  ✓ Preferences
   3291.1 ms  ✓ Primes
   8187.5 ms  ✓ AdaptivePredicates
   2772.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   9627.1 ms  ✓ LazyModules
   2801.3 ms  ✓ StackViews
   2898.9 ms  ✓ PaddedViews
  10486.5 ms  ✓ ConstructionBase
   7493.0 ms  ✓ PkgVersion
  15499.1 ms  ✓ IrrationalConstants
  11598.1 ms  ✓ StructUtils
   2997.6 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2819.0 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   5234.7 ms  ✓ AbstractTrees
  20842.4 ms  ✓ MacroTools
  24217.6 ms  ✓ BaseDirs
   3197.0 ms  ✓ Ratios
   3305.5 ms  ✓ Adapt
  10209.6 ms  ✓ NaNMath
  12004.2 ms  ✓ Compat
   2894.8 ms  ✓ AliasTables
   2682.9 ms  ✓ Showoff
   9201.1 ms  ✓ SignedDistanceFields
   2898.5 ms  ✓ RelocatableFolders
  14605.4 ms  ✓ InteractiveUtils
   2512.4 ms  ✓ PrecompileTools
   3107.4 ms  ✓ JLLWrappers
   2310.9 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2816.7 ms  ✓ MosaicViews
   2503.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2400.5 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   3792.9 ms  ✓ LogExpFunctions
   2483.1 ms  ✓ Compat → CompatLinearAlgebraExt
   4282.2 ms  ✓ AxisArrays
   9103.7 ms  ✓ DataStructures
   6927.0 ms  ✓ FFTA
  10286.8 ms  ✓ Missings
   4678.7 ms  ✓ SimpleTraits
   3809.2 ms  ✓ Graphite2_jll
  11908.7 ms  ✓ Tables
   3983.7 ms  ✓ Libmount_jll
  10912.2 ms  ✓ ComputePipeline
   3976.4 ms  ✓ LLVMOpenMP_jll
   4106.4 ms  ✓ Bzip2_jll
