Precompiling Pkg...
    949.7 ms  ✓ Logging
    948.6 ms  ✓ MozillaCACerts_jll
   1058.8 ms  ✓ Unicode
   1077.8 ms  ✓ UUIDs
   1080.3 ms  ✓ MbedTLS_jll
   1140.7 ms  ✓ p7zip_jll
   1156.5 ms  ✓ nghttp2_jll
   1169.7 ms  ✓ Base64
   1171.8 ms  ✓ Zlib_jll
   1217.4 ms  ✓ NetworkOptions
    386.5 ms  ✓ LibSSH2_jll
    472.1 ms  ✓ Printf
    375.8 ms  ✓ LibCURL_jll
    387.8 ms  ✓ LibGit2_jll
   2082.2 ms  ✓ ArgTools
    570.9 ms  ✓ LibCURL
    543.3 ms  ✓ Tar
   2353.3 ms  ✓ Dates
   2846.8 ms  ✓ Markdown
   2314.6 ms  ✓ LibGit2
    413.2 ms  ✓ TOML
   2841.5 ms  ✓ Downloads
  38208.5 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1753.4 ms  ✓ IteratorInterfaceExtensions
   1941.5 ms  ✓ PolygonOps
   2142.5 ms  ✓ CEnum
   2148.3 ms  ✓ LaTeXStrings
   2150.7 ms  ✓ RangeArrays
   2145.0 ms  ✓ StatsAPI
   2242.7 ms  ✓ Contour
   2237.9 ms  ✓ TriplotBase
   2246.7 ms  ✓ IndirectArrays
   2244.6 ms  ✓ GeoFormatTypes
   2331.4 ms  ✓ TensorCore
   2862.1 ms  ✓ AbstractFFTs
   3334.9 ms  ✓ Serialization
   2305.5 ms  ✓ OpenLibm_jll
   1900.0 ms  ✓ DataValueInterfaces
   2490.4 ms  ✓ InverseFunctions
   2484.6 ms  ✓ SuiteSparse_jll
   4643.9 ms  ✓ FillArrays
   2597.4 ms  ✓ CompilerSupportLibraries_jll
   4837.3 ms  ✓ OffsetArrays
   2596.9 ms  ✓ Observables
   2707.2 ms  ✓ IterTools
   2711.8 ms  ✓ Statistics
   2095.2 ms  ✓ EnumX
   2787.4 ms  ✓ OrderedCollections
   2791.8 ms  ✓ Requires
   5649.7 ms  ✓ Format
   1916.0 ms  ✓ Reexport
   2390.5 ms  ✓ StableRNGs
   4499.5 ms  ✓ Grisu
   1976.9 ms  ✓ PtrArrays
   2286.9 ms  ✓ PCRE2_jll
   2405.7 ms  ✓ RoundingEmulator
   2587.2 ms  ✓ IntervalSets
   2822.4 ms  ✓ AbstractTrees
   2411.1 ms  ✓ Mmap
   2411.8 ms  ✓ Extents
   2306.7 ms  ✓ LazyModules
   2996.4 ms  ✓ TranscodingStreams
   2418.0 ms  ✓ Inflate
   2098.8 ms  ✓ DataAPI
   1902.7 ms  ✓ CRC32c
   2607.3 ms  ✓ ConstructionBase
   2309.6 ms  ✓ StaticArraysCore
   4798.8 ms  ✓ IrrationalConstants
   2793.0 ms  ✓ MappedArrays
   2802.6 ms  ✓ Scratch
   2704.1 ms  ✓ Compat
   1810.1 ms  ✓ TableTraits
   3490.1 ms  ✓ Preferences
   2890.8 ms  ✓ DocStringExtensions
   2099.7 ms  ✓ NaNMath
   6698.0 ms  ✓ AdaptivePredicates
   2802.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2286.1 ms  ✓ PaddedViews
   2399.1 ms  ✓ StackViews
   1909.7 ms  ✓ Ratios
   2199.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2298.0 ms  ✓ Adapt
   5405.5 ms  ✓ LazyArtifacts
   6481.7 ms  ✓ InteractiveUtils
   1909.0 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2301.7 ms  ✓ Showoff
   6100.1 ms  ✓ PkgVersion
   2407.3 ms  ✓ AliasTables
   2102.5 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2100.9 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2117.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2506.9 ms  ✓ Missings
   2094.1 ms  ✓ RelocatableFolders
   2112.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2578.5 ms  ✓ PrecompileTools
   3482.7 ms  ✓ JLLWrappers
   9505.6 ms  ✓ Distributed
   5391.1 ms  ✓ GeoInterface
  11389.3 ms  ✓ MacroTools
   2999.0 ms  ✓ MosaicViews
   2882.5 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   4505.3 ms  ✓ Tables
   3701.2 ms  ✓ LogExpFunctions
   4304.3 ms  ✓ AxisArrays
   3021.7 ms  ✓ OpenSSL_jll
   3286.1 ms  ✓ Graphite2_jll
