nice: cannot set niceness: Permission denied
Precompiling packages...
   1665.5 ms  ✓ MozillaCACerts_jll
   1668.7 ms  ✓ Logging
   1671.4 ms  ✓ UUIDs
   1680.0 ms  ✓ Zlib_jll
   1689.4 ms  ✓ nghttp2_jll
   1740.1 ms  ✓ OpenSSL_jll
   1701.3 ms  ✓ Unicode
   1803.8 ms  ✓ NetworkOptions
   1814.4 ms  ✓ CompilerSupportLibraries_jll
   1864.7 ms  ✓ Base64
    521.1 ms  ✓ LibSSH2_jll
    578.7 ms  ✓ p7zip_jll
    707.5 ms  ✓ Printf
    483.3 ms  ✓ LibGit2_jll
    481.0 ms  ✓ LibCURL_jll
   3164.6 ms  ✓ ArgTools
    770.3 ms  ✓ LibCURL
    635.6 ms  ✓ Tar
   2941.6 ms  ✓ Dates
   3054.4 ms  ✓ LibGit2
    461.8 ms  ✓ TOML
   2988.8 ms  ✓ Downloads
   9287.8 ms  ✓ StyledStrings
   1686.2 ms  ✓ JuliaSyntaxHighlighting
   3742.3 ms  ✓ Markdown
  46270.9 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2492.8 ms  ✓ IteratorInterfaceExtensions
   2787.6 ms  ✓ MuladdMacro
   2794.7 ms  ✓ RangeArrays
   2787.5 ms  ✓ StatsAPI
   2800.1 ms  ✓ PolygonOps
   2804.4 ms  ✓ TensorCore
   2889.9 ms  ✓ LaTeXStrings
   2901.4 ms  ✓ IndirectArrays
   3000.4 ms  ✓ Contour
   3080.9 ms  ✓ TriplotBase
   3693.6 ms  ✓ AbstractFFTs
   2699.1 ms  ✓ IntegerMathUtils
   2611.7 ms  ✓ OpenLibm_jll
   2903.2 ms  ✓ InverseFunctions
   5685.9 ms  ✓ FillArrays
   3011.6 ms  ✓ SuiteSparse_jll
   3194.9 ms  ✓ Statistics
   6294.6 ms  ✓ OffsetArrays
   3592.0 ms  ✓ IterTools
   4182.5 ms  ✓ Serialization
   2489.4 ms  ✓ DataValueInterfaces
   8380.6 ms  ✓ Format
   2707.6 ms  ✓ EnumX
   2503.4 ms  ✓ Reexport
   2997.2 ms  ✓ StableRNGs
   3601.7 ms  ✓ DocStringExtensions
   3397.0 ms  ✓ AbstractTrees
   4999.9 ms  ✓ Requires
   3225.7 ms  ✓ IntervalSets
  10489.1 ms  ✓ CEnum
   2792.4 ms  ✓ RoundingEmulator
   2987.2 ms  ✓ PtrArrays
   3071.2 ms  ✓ Mmap
   2795.8 ms  ✓ PCRE2_jll
   3195.1 ms  ✓ Extents
   2787.5 ms  ✓ Ratios
   2610.5 ms  ✓ DataAPI
   3803.2 ms  ✓ TranscodingStreams
   2403.2 ms  ✓ CRC32c
  10201.3 ms  ✓ Observables
  10800.8 ms  ✓ OrderedCollections
   2938.9 ms  ✓ StaticArraysCore
   2908.2 ms  ✓ MappedArrays
  12880.2 ms  ✓ Grisu
   2697.1 ms  ✓ Scratch
   2484.6 ms  ✓ TableTraits
   3309.0 ms  ✓ Primes
   8288.4 ms  ✓ AdaptivePredicates
   4191.5 ms  ✓ Preferences
   2506.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  10399.8 ms  ✓ LazyModules
   2696.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   2797.7 ms  ✓ StackViews
  14602.4 ms  ✓ IrrationalConstants
  10705.6 ms  ✓ ConstructionBase
   3197.8 ms  ✓ PaddedViews
   7988.1 ms  ✓ PkgVersion
  11797.9 ms  ✓ StructUtils
   2915.1 ms  ✓ Adapt
  21603.0 ms  ✓ MacroTools
   3589.8 ms  ✓ Inflate
  10911.3 ms  ✓ Compat
   8210.7 ms  ✓ SignedDistanceFields
   3692.7 ms  ✓ IntervalSets → IntervalSetsRandomExt
   3508.7 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2808.5 ms  ✓ AliasTables
  26309.4 ms  ✓ BaseDirs
   2606.0 ms  ✓ Showoff
  11917.7 ms  ✓ NaNMath
   3201.8 ms  ✓ RelocatableFolders
   2996.7 ms  ✓ JLLWrappers
  15104.5 ms  ✓ InteractiveUtils
   2760.6 ms  ✓ PrecompileTools
   2381.4 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2583.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3693.3 ms  ✓ LogExpFunctions
   2685.2 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2803.5 ms  ✓ MosaicViews
   2729.2 ms  ✓ Compat → CompatLinearAlgebraExt
   7377.3 ms  ✓ FFTA
   9691.0 ms  ✓ Missings
   9592.7 ms  ✓ DataStructures
   3676.2 ms  ✓ Graphite2_jll
   4508.8 ms  ✓ AxisArrays
   3798.0 ms  ✓ Libmount_jll
   3905.5 ms  ✓ LLVMOpenMP_jll
   3999.3 ms  ✓ Bzip2_jll
   3699.3 ms  ✓ Rmath_jll
   4130.7 ms  ✓ Xorg_libXau_jll
  11282.3 ms  ✓ ComputePipeline
   4694.8 ms  ✓ libpng_jll
   3934.8 ms  ✓ Imath_jll
   4369.4 ms  ✓ libfdk_aac_jll
   3873.9 ms  ✓ Giflib_jll
  13465.9 ms  ✓ Tables
   3703.9 ms  ✓ LERC_jll
  18207.2 ms  ✓ Distributed
   3792.5 ms  ✓ CRlibm_jll
  21220.5 ms  ✓ FixedPointNumbers
   4891.8 ms  ✓ EarCut_jll
   5213.6 ms  ✓ LAME_jll
  20601.4 ms  ✓ FileIO
   3799.5 ms  ✓ Ogg_jll
   3817.5 ms  ✓ x265_jll
   5600.0 ms  ✓ JpegTurbo_jll
   4026.9 ms  ✓ x264_jll
   4183.9 ms  ✓ Expat_jll
   3823.7 ms  ✓ LZO_jll
   4504.2 ms  ✓ libaom_jll
   5514.2 ms  ✓ XZ_jll
   4191.3 ms  ✓ Opus_jll
   5282.1 ms  ✓ Xorg_libXdmcp_jll
   5295.9 ms  ✓ Zstd_jll
   4190.5 ms  ✓ Libiconv_jll
   4404.9 ms  ✓ Xorg_xtrans_jll
   3796.9 ms  ✓ Libffi_jll
   3692.5 ms  ✓ isoband_jll
   3809.1 ms  ✓ OpenSpecFun_jll
   3799.6 ms  ✓ Libuuid_jll
   3708.2 ms  ✓ FriBidi_jll
   2371.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3893.1 ms  ✓ OpenBLASConsistentFPCSR_jll
   4602.4 ms  ✓ SimpleTraits
   3166.3 ms  ✓ SortingAlgorithms
  28283.5 ms  ✓ SparseArrays
   4001.7 ms  ✓ Pixman_jll
   2695.9 ms  ✓ StructUtils → StructUtilsTablesExt
   4095.3 ms  ✓ FreeType2_jll
   6208.3 ms  ✓ FilePathsBase
   4288.6 ms  ✓ Rmath
   5326.9 ms  ✓ OpenEXR_jll
   3725.0 ms  ✓ SharedArrays
   2495.9 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   3505.9 ms  ✓ CRlibm
   5025.7 ms  ✓ ProgressMeter
   4075.3 ms  ✓ libsixel_jll
   4390.9 ms  ✓ libvorbis_jll
   4016.8 ms  ✓ Libtiff_jll
   2893.0 ms  ✓ Isoband
  11100.5 ms  ✓ QuadGK
   4492.5 ms  ✓ GettextRuntime_jll
  11099.9 ms  ✓ StructArrays
  13516.4 ms  ✓ ChainRulesCore
   3522.5 ms  ✓ WoodburyMatrices
   3615.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
