Precompiling Pkg...
    968.3 ms  ✓ UUIDs
    967.4 ms  ✓ Logging
   1053.5 ms  ✓ p7zip_jll
   1103.8 ms  ✓ NetworkOptions
   1061.0 ms  ✓ MbedTLS_jll
   1062.1 ms  ✓ Unicode
   1064.2 ms  ✓ MozillaCACerts_jll
   1075.4 ms  ✓ nghttp2_jll
   1149.5 ms  ✓ Zlib_jll
   1216.9 ms  ✓ Base64
    356.7 ms  ✓ LibSSH2_jll
    443.9 ms  ✓ Printf
    359.9 ms  ✓ LibGit2_jll
    358.8 ms  ✓ LibCURL_jll
   2053.5 ms  ✓ ArgTools
    612.1 ms  ✓ LibCURL
    543.5 ms  ✓ Tar
   2437.3 ms  ✓ Dates
   2778.5 ms  ✓ Markdown
   2390.8 ms  ✓ LibGit2
    357.7 ms  ✓ TOML
   2860.6 ms  ✓ Downloads
  37645.4 ms  ✓ Pkg
  23 dependencies successfully precompiled in 43 seconds
Precompiling project...
   1886.7 ms  ✓ LaTeXStrings
   1848.3 ms  ✓ IteratorInterfaceExtensions
   1899.8 ms  ✓ RangeArrays
   1952.1 ms  ✓ PolygonOps
   2180.2 ms  ✓ IndirectArrays
   2145.6 ms  ✓ TensorCore
   2224.8 ms  ✓ Contour
   2223.4 ms  ✓ TriplotBase
   2244.0 ms  ✓ CEnum
   2336.7 ms  ✓ GeoFormatTypes
   2643.8 ms  ✓ StatsAPI
   2774.9 ms  ✓ AbstractFFTs
   3317.3 ms  ✓ Serialization
   2391.8 ms  ✓ OpenLibm_jll
   2484.7 ms  ✓ InverseFunctions
   1818.0 ms  ✓ DataValueInterfaces
   2408.9 ms  ✓ SuiteSparse_jll
   2681.1 ms  ✓ CompilerSupportLibraries_jll
   2791.4 ms  ✓ Statistics
   4814.8 ms  ✓ FillArrays
   2597.9 ms  ✓ Observables
   3091.5 ms  ✓ IterTools
   5232.5 ms  ✓ OffsetArrays
   2601.3 ms  ✓ Requires
   3003.5 ms  ✓ OrderedCollections
   2183.5 ms  ✓ EnumX
   5741.5 ms  ✓ Format
   4314.2 ms  ✓ Grisu
   2498.4 ms  ✓ StableRNGs
   2283.0 ms  ✓ Reexport
   1989.6 ms  ✓ PtrArrays
   2089.6 ms  ✓ PCRE2_jll
   2518.4 ms  ✓ IntervalSets
   2814.3 ms  ✓ AbstractTrees
   2897.3 ms  ✓ DocStringExtensions
   2516.8 ms  ✓ RoundingEmulator
   2301.7 ms  ✓ Mmap
   2313.4 ms  ✓ Extents
   2911.3 ms  ✓ TranscodingStreams
   2379.7 ms  ✓ LazyModules
   2298.8 ms  ✓ ConstructionBase
   1891.2 ms  ✓ CRC32c
   2502.1 ms  ✓ Inflate
   2109.3 ms  ✓ DataAPI
   2098.8 ms  ✓ MappedArrays
   2705.8 ms  ✓ StaticArraysCore
   2778.5 ms  ✓ Scratch
   5589.2 ms  ✓ IrrationalConstants
   3197.1 ms  ✓ Preferences
   1909.9 ms  ✓ TableTraits
   2814.9 ms  ✓ Compat
   2500.1 ms  ✓ NaNMath
   2801.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   6708.4 ms  ✓ AdaptivePredicates
   2395.5 ms  ✓ RelocatableFolders
   2088.3 ms  ✓ StackViews
  10928.2 ms  ✓ MacroTools
   2489.7 ms  ✓ Ratios
   2805.2 ms  ✓ PaddedViews
   2401.9 ms  ✓ Adapt
   5912.8 ms  ✓ LazyArtifacts
   2316.7 ms  ✓ Showoff
   2109.6 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2080.2 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2615.7 ms  ✓ AliasTables
   6209.4 ms  ✓ PkgVersion
   7905.5 ms  ✓ InteractiveUtils
   1992.3 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2391.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2488.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   2603.9 ms  ✓ Missings
   2512.4 ms  ✓ JLLWrappers
   2313.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2501.8 ms  ✓ PrecompileTools
   3188.4 ms  ✓ LogExpFunctions
   2499.0 ms  ✓ MosaicViews
   9401.3 ms  ✓ Distributed
   2399.2 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   3903.1 ms  ✓ Tables
   5298.8 ms  ✓ GeoInterface
   3098.9 ms  ✓ OpenSSL_jll
   3107.3 ms  ✓ Libmount_jll
   3502.1 ms  ✓ Graphite2_jll
   2609.0 ms  ✓ Rmath_jll
   4103.0 ms  ✓ AxisArrays
   2708.9 ms  ✓ Bzip2_jll
   3218.8 ms  ✓ LLVMOpenMP_jll
  11520.7 ms  ✓ FixedPointNumbers
   4681.1 ms  ✓ SimpleTraits
   3598.5 ms  ✓ Xorg_libXau_jll
   3497.6 ms  ✓ libpng_jll
   3087.0 ms  ✓ libfdk_aac_jll
   2799.7 ms  ✓ Imath_jll
   2793.3 ms  ✓ Giflib_jll
   2801.2 ms  ✓ LERC_jll
   2885.8 ms  ✓ EarCut_jll
   3005.4 ms  ✓ LAME_jll
   2790.5 ms  ✓ CRlibm_jll
   3307.6 ms  ✓ JpegTurbo_jll
   2999.5 ms  ✓ Ogg_jll
   3302.4 ms  ✓ XZ_jll
   2988.1 ms  ✓ Xorg_libXdmcp_jll
   3102.4 ms  ✓ oneTBB_jll
   3006.7 ms  ✓ x265_jll
   2900.6 ms  ✓ x264_jll
   2918.3 ms  ✓ libaom_jll
   6118.6 ms  ✓ IntelOpenMP_jll
   2906.2 ms  ✓ Expat_jll
   3100.5 ms  ✓ Zstd_jll
  17675.4 ms  ✓ SparseArrays
   2897.9 ms  ✓ LZO_jll
   3109.9 ms  ✓ Opus_jll
   3301.6 ms  ✓ Xorg_xtrans_jll
   3194.6 ms  ✓ Libiconv_jll
   3190.5 ms  ✓ Libffi_jll
   3183.4 ms  ✓ Libgpg_error_jll
   3295.1 ms  ✓ isoband_jll
   2903.4 ms  ✓ OpenBLASConsistentFPCSR_jll
   3579.7 ms  ✓ FriBidi_jll
   3875.8 ms  ✓ FFTW_jll
   3890.3 ms  ✓ Xorg_libpthread_stubs_jll
   2812.1 ms  ✓ OpenSpecFun_jll
  19390.6 ms  ✓ FileIO
   2502.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3124.7 ms  ✓ SharedArrays
   7473.4 ms  ✓ MKL_jll
   3900.5 ms  ✓ StructArrays
   3805.9 ms  ✓ Rmath
   4108.7 ms  ✓ ProgressMeter
   4109.1 ms  ✓ FreeType2_jll
  18489.5 ms  ✓ Test
   2913.6 ms  ✓ Pixman_jll
   7489.4 ms  ✓ FilePathsBase
   2322.7 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   8297.5 ms  ✓ ChainRulesCore
   3085.0 ms  ✓ libsixel_jll
   3013.0 ms  ✓ libvorbis_jll
   3384.5 ms  ✓ OpenEXR_jll
   2803.9 ms  ✓ Libuuid_jll
   3117.8 ms  ✓ Libtiff_jll
   3284.4 ms  ✓ WoodburyMatrices
   2689.5 ms  ✓ SuiteSparse
   9501.3 ms  ✓ DataStructures
   3101.8 ms  ✓ Statistics → SparseArraysExt
   3188.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2489.6 ms  ✓ Isoband
   2804.6 ms  ✓ Adapt → AdaptSparseArraysExt
   3023.4 ms  ✓ Libgcrypt_jll
   3382.2 ms  ✓ XML2_jll
   2105.7 ms  ✓ StructArrays → StructArraysAdaptExt
   7887.9 ms  ✓ ColorTypes
   3006.6 ms  ✓ AxisAlgorithms
   2886.4 ms  ✓ StructArrays → StructArraysSparseArraysExt
   2317.9 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2096.5 ms  ✓ SignedDistanceFields
   2991.3 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2812.6 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   3792.7 ms  ✓ FilePaths
   5093.4 ms  ✓ FreeType
   3584.3 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   5400.2 ms  ✓ FilePathsBase → FilePathsBaseTestExt
   6899.0 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   3907.7 ms  ✓ Fontconfig_jll
   5396.3 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   6822.9 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3612.3 ms  ✓ Gettext_jll
   5494.2 ms  ✓ SortingAlgorithms
  13202.3 ms  ✓ SpecialFunctions
   5794.1 ms  ✓ QuadGK
   6509.2 ms  ✓ PDMats
   5498.6 ms  ✓ XSLT_jll
   4587.5 ms  ✓ Glib_jll
   3107.5 ms  ✓ FillArrays → FillArraysPDMatsExt
  52499.9 ms  ✓ StyledStrings
  17790.7 ms  ✓ IntervalArithmetic
   5405.0 ms  ✓ HypergeometricFunctions
   9888.4 ms  ✓ QOI
   2706.0 ms  ✓ ColorTypes → StyledStringsExt
   2700.0 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   6008.8 ms  ✓ Xorg_libxcb_jll
  11403.8 ms  ✓ ColorVectorSpace
   7901.5 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  10110.9 ms  ✓ StatsBase
   2681.1 ms  ✓ Xorg_libX11_jll
   3007.7 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
  33894.5 ms  ✓ StaticArrays
   3508.8 ms  ✓ Xorg_libXrender_jll
   3602.2 ms  ✓ Xorg_libXext_jll
   8210.6 ms  ✓ StatsFuns
  36222.9 ms  ✓ SIMD
   3403.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3589.6 ms  ✓ Adapt → AdaptStaticArraysExt
   3708.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3905.5 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4207.4 ms  ✓ StructArrays → StructArraysStaticArraysExt
   2904.6 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   3516.2 ms  ✓ Cairo_jll
   3889.1 ms  ✓ Libglvnd_jll
   7298.6 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
   5786.5 ms  ✓ HarfBuzz_jll
  24894.6 ms  ✓ Colors
   6299.9 ms  ✓ libwebp_jll
   9790.6 ms  ✓ Interpolations
   4491.4 ms  ✓ libass_jll
   4277.7 ms  ✓ Animations
   4885.1 ms  ✓ Graphics
   5495.6 ms  ✓ Pango_jll
   7213.4 ms  ✓ OpenEXR
   4308.2 ms  ✓ FFMPEG_jll
   5696.6 ms  ✓ Cairo
  41908.4 ms  ✓ FFTW
  22490.4 ms  ✓ ExactPredicates
  23208.0 ms  ✓ Distributions
  14318.8 ms  ✓ ColorSchemes
   5702.7 ms  ✓ Distributions → DistributionsChainRulesCoreExt
   5879.1 ms  ✓ Distributions → DistributionsTestExt
  89686.2 ms  ✓ Unitful
   6188.4 ms  ✓ Unitful → ConstructionBaseUnitfulExt
   6187.6 ms  ✓ Unitful → InverseFunctionsUnitfulExt
   7719.8 ms  ✓ KernelDensity
   8796.6 ms  ✓ Interpolations → InterpolationsUnitfulExt
  79207.5 ms  ✓ Parsers
  24427.4 ms  ✓ DelaunayTriangulation
  45021.4 ms  ✓ Automa
   4919.8 ms  ✓ JSON
  50531.5 ms  ✓ GeometryBasics
   1260.2 ms  ✓ ColorBrewer
   2310.2 ms  ✓ Packing
   2914.0 ms  ✓ ShaderAbstractions
   3872.5 ms  ✓ FreeTypeAbstraction
  29977.4 ms  ✓ PlotUtils
   8237.5 ms  ✓ MakieCore
  10323.7 ms  ✓ GridLayoutBase
  52290.0 ms  ✓ ImageCore
   2282.3 ms  ✓ ImageBase
   2670.4 ms  ✓ WebP
   3911.2 ms  ✓ JpegTurbo
   4068.5 ms  ✓ PNGFiles
   2134.8 ms  ✓ ImageAxes
    873.7 ms  ✓ ImageMetadata
   1422.7 ms  ✓ Netpbm
  92585.9 ms  ✓ REPL
   1064.7 ms  ✓ UnicodeFun
   5139.8 ms  ✓ Pkg → REPLExt
   5181.1 ms  ✓ Sixel
  10405.2 ms  ✓ MathTeXEngine
  98062.1 ms  ✓ TiffImages
    799.7 ms  ✓ ImageIO
  85668.1 ms  ✓ Makie
  27624.7 ms  ✓ CairoMakie
  250 dependencies successfully precompiled in 280 seconds. 23 already precompiled.
	Command being timed: "julia +1.11.4 --project=C/CairoMakie/Plot-A-Sine-Wave -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 932.36
	System time (seconds): 63.20
	Percent of CPU this job got: 307%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 5:24.07
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 3933708
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 951
	Minor (reclaiming a frame) page faults: 14812739
	Voluntary context switches: 333339
	Involuntary context switches: 219471
	Swaps: 0
	File system inputs: 1600
	File system outputs: 3669288
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
