nice: cannot set niceness: Permission denied
Precompiling packages...
   1621.0 ms  ✓ Logging
   1618.5 ms  ✓ MozillaCACerts_jll
   1622.4 ms  ✓ UUIDs
   1702.4 ms  ✓ OpenSSL_jll
   1717.4 ms  ✓ CompilerSupportLibraries_jll
   1719.0 ms  ✓ nghttp2_jll
   1714.1 ms  ✓ Zlib_jll
   1728.7 ms  ✓ Unicode
   1801.3 ms  ✓ NetworkOptions
   1888.8 ms  ✓ Base64
    531.6 ms  ✓ LibSSH2_jll
    608.6 ms  ✓ p7zip_jll
    709.2 ms  ✓ Printf
    487.2 ms  ✓ LibCURL_jll
    494.0 ms  ✓ LibGit2_jll
   3331.4 ms  ✓ ArgTools
    811.2 ms  ✓ LibCURL
    666.2 ms  ✓ Tar
   2901.1 ms  ✓ Dates
   3032.6 ms  ✓ LibGit2
    463.9 ms  ✓ TOML
   3005.7 ms  ✓ Downloads
   9506.0 ms  ✓ StyledStrings
   1721.7 ms  ✓ JuliaSyntaxHighlighting
   4012.1 ms  ✓ Markdown
  47578.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2471.2 ms  ✓ MuladdMacro
   2477.2 ms  ✓ RangeArrays
   2478.1 ms  ✓ LaTeXStrings
   2480.8 ms  ✓ PolygonOps
   2479.5 ms  ✓ IteratorInterfaceExtensions
   2668.4 ms  ✓ IndirectArrays
   2968.9 ms  ✓ Contour
   3070.5 ms  ✓ StatsAPI
   3072.6 ms  ✓ TensorCore
   3673.9 ms  ✓ AbstractFFTs
   3658.2 ms  ✓ TriplotBase
   2513.2 ms  ✓ IntegerMathUtils
   2896.8 ms  ✓ InverseFunctions
   2997.0 ms  ✓ OpenLibm_jll
   5532.7 ms  ✓ FillArrays
   3300.9 ms  ✓ Statistics
   2911.8 ms  ✓ SuiteSparse_jll
   5956.5 ms  ✓ OffsetArrays
   3321.0 ms  ✓ IterTools
   3808.6 ms  ✓ Serialization
   2365.2 ms  ✓ DataValueInterfaces
   2800.2 ms  ✓ EnumX
   8258.1 ms  ✓ Format
   2516.2 ms  ✓ Reexport
   3004.3 ms  ✓ StableRNGs
   2905.2 ms  ✓ AbstractTrees
   3291.8 ms  ✓ DocStringExtensions
   4202.0 ms  ✓ Requires
   3292.2 ms  ✓ IntervalSets
   9767.3 ms  ✓ CEnum
   2929.7 ms  ✓ RoundingEmulator
   2794.9 ms  ✓ Mmap
   2690.9 ms  ✓ PtrArrays
   2515.4 ms  ✓ PCRE2_jll
   3088.9 ms  ✓ Extents
   2872.9 ms  ✓ Inflate
   3900.6 ms  ✓ TranscodingStreams
   9714.4 ms  ✓ OrderedCollections
   2801.6 ms  ✓ Adapt
   9796.4 ms  ✓ Observables
   2492.7 ms  ✓ DataAPI
   2816.2 ms  ✓ CRC32c
   2887.6 ms  ✓ StaticArraysCore
   2893.9 ms  ✓ MappedArrays
  11897.5 ms  ✓ Grisu
   6891.3 ms  ✓ AdaptivePredicates
   2776.5 ms  ✓ Scratch
   2694.1 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2793.8 ms  ✓ TableTraits
   3203.1 ms  ✓ Primes
   2886.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   9980.2 ms  ✓ LazyModules
  10296.2 ms  ✓ ConstructionBase
   3618.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   3400.2 ms  ✓ StackViews
   3108.8 ms  ✓ PaddedViews
  15082.3 ms  ✓ IrrationalConstants
   7275.1 ms  ✓ PkgVersion
  21848.8 ms  ✓ BaseDirs
   6816.4 ms  ✓ SignedDistanceFields
  10633.5 ms  ✓ StructUtils
   9714.9 ms  ✓ Compat
   2383.4 ms  ✓ IntervalSets → IntervalSetsRandomExt
  20685.9 ms  ✓ MacroTools
   2809.0 ms  ✓ AliasTables
   3678.7 ms  ✓ Ratios
   3198.8 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2699.1 ms  ✓ Showoff
   2620.5 ms  ✓ RelocatableFolders
  10200.2 ms  ✓ NaNMath
   2209.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2506.7 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   3667.6 ms  ✓ Preferences
   2306.9 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
  15196.7 ms  ✓ InteractiveUtils
   2898.7 ms  ✓ MosaicViews
   2401.2 ms  ✓ Compat → CompatLinearAlgebraExt
   3790.3 ms  ✓ LogExpFunctions
   3142.8 ms  ✓ JLLWrappers
   6406.9 ms  ✓ FFTA
   2587.4 ms  ✓ PrecompileTools
   4692.9 ms  ✓ AxisArrays
   9420.0 ms  ✓ DataStructures
   9490.7 ms  ✓ Missings
   2401.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4298.6 ms  ✓ SimpleTraits
   3875.7 ms  ✓ CoreMath_jll
  11323.4 ms  ✓ Tables
   3993.8 ms  ✓ Libmount_jll
  19310.9 ms  ✓ FixedPointNumbers
   4312.4 ms  ✓ Graphite2_jll
   5990.4 ms  ✓ FilePathsBase
   3901.2 ms  ✓ LLVMOpenMP_jll
  18104.4 ms  ✓ Distributed
   4593.7 ms  ✓ Bzip2_jll
   4792.2 ms  ✓ Xorg_libpciaccess_jll
   3775.6 ms  ✓ Xorg_libXau_jll
   3927.0 ms  ✓ Rmath_jll
   3904.6 ms  ✓ libpng_jll
   4083.9 ms  ✓ Imath_jll
   4112.3 ms  ✓ Giflib_jll
  11298.9 ms  ✓ ComputePipeline
   4602.4 ms  ✓ libfdk_aac_jll
   4689.1 ms  ✓ LAME_jll
   3805.7 ms  ✓ EarCut_jll
  20318.8 ms  ✓ FileIO
   3608.2 ms  ✓ CRlibm_jll
   5199.5 ms  ✓ LERC_jll
   3711.5 ms  ✓ Ogg_jll
   4409.7 ms  ✓ XZ_jll
   3725.3 ms  ✓ Xorg_libXdmcp_jll
   4624.2 ms  ✓ JpegTurbo_jll
   3792.5 ms  ✓ x265_jll
   3584.1 ms  ✓ libaom_jll
   4009.5 ms  ✓ x264_jll
  14789.7 ms  ✓ ChainRulesCore
   3483.3 ms  ✓ Opus_jll
   3600.1 ms  ✓ Expat_jll
   3463.8 ms  ✓ Xorg_xtrans_jll
   3922.1 ms  ✓ Zstd_jll
   3788.2 ms  ✓ Libffi_jll
   4217.7 ms  ✓ Libiconv_jll
   3674.2 ms  ✓ OpenSpecFun_jll
   3781.5 ms  ✓ isoband_jll
   3590.2 ms  ✓ Libuuid_jll
   3692.6 ms  ✓ OpenBLASConsistentFPCSR_jll
   4298.5 ms  ✓ FriBidi_jll
   3093.2 ms  ✓ SortingAlgorithms
  27808.9 ms  ✓ SparseArrays
   2879.7 ms  ✓ CoreMath
   2676.9 ms  ✓ StructUtils → StructUtilsTablesExt
   2507.2 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   3006.6 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   3487.0 ms  ✓ SharedArrays
   3597.0 ms  ✓ Pixman_jll
   4103.6 ms  ✓ FilePaths
   3821.7 ms  ✓ FreeType2_jll
   5099.2 ms  ✓ ProgressMeter
   3799.8 ms  ✓ libdrm_jll
   4813.9 ms  ✓ Rmath
   3219.9 ms  ✓ CRlibm
   4511.2 ms  ✓ OpenEXR_jll
   3603.8 ms  ✓ libsixel_jll
   2490.7 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   4709.3 ms  ✓ libvorbis_jll
  11532.6 ms  ✓ QuadGK
  11015.3 ms  ✓ StructArrays
   2314.8 ms  ✓ Isoband
   3986.3 ms  ✓ Libtiff_jll
   4597.6 ms  ✓ CodecZstd
   4308.5 ms  ✓ GettextRuntime_jll
   3190.5 ms  ✓ WoodburyMatrices
   3790.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3082.7 ms  ✓ SuiteSparse
   3384.9 ms  ✓ Statistics → SparseArraysExt
   8004.3 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  14116.2 ms  ✓ ColorTypes
   3292.9 ms  ✓ Adapt → AdaptSparseArraysExt
  11012.0 ms  ✓ Xorg_libxcb_jll
   2306.5 ms  ✓ StructArrays → StructArraysAdaptExt
   4595.1 ms  ✓ FreeType
   2608.5 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   3320.5 ms  ✓ StructArrays → StructArraysSparseArraysExt
   3125.1 ms  ✓ AxisAlgorithms
   5785.0 ms  ✓ Fontconfig_jll
   2508.0 ms  ✓ ColorTypes → StyledStringsExt
   5199.6 ms  ✓ Glib_jll
   4581.6 ms  ✓ PDMats
   8686.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   3514.7 ms  ✓ Xorg_libX11_jll
  13685.7 ms  ✓ SpecialFunctions
   2920.1 ms  ✓ FillArrays → FillArraysPDMatsExt
   3410.2 ms  ✓ Xorg_libXext_jll
   3603.2 ms  ✓ Xorg_libXfixes_jll
   3673.7 ms  ✓ Xorg_libXrender_jll
   6976.4 ms  ✓ QOI
   5792.6 ms  ✓ HypergeometricFunctions
   3492.6 ms  ✓ libva_jll
   3916.2 ms  ✓ Cairo_jll
   4498.5 ms  ✓ Libglvnd_jll
  16499.2 ms  ✓ IntervalArithmetic
   8008.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  14598.9 ms  ✓ ColorVectorSpace
  15997.4 ms  ✓ StatsBase
   3210.7 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   3504.1 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   3508.3 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
   3596.2 ms  ✓ IntervalArithmetic → IntervalArithmeticIrrationalConstantsExt
   4394.9 ms  ✓ HarfBuzz_jll
   2594.7 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
   4907.6 ms  ✓ libwebp_jll
   3196.0 ms  ✓ PDMats → StatsBaseExt
   2787.0 ms  ✓ libass_jll
  39393.8 ms  ✓ StaticArrays
   4188.0 ms  ✓ Pango_jll
  22201.4 ms  ✓ Colors
   3705.4 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3734.1 ms  ✓ Adapt → AdaptStaticArraysExt
   3887.1 ms  ✓ StaticArrays → StaticArraysStatisticsExt
  13301.3 ms  ✓ StatsFuns
   5197.5 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4310.1 ms  ✓ Animations
   7912.7 ms  ✓ FFMPEG_jll
   9611.3 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   5294.5 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   9298.6 ms  ✓ OpenEXR
   7996.0 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
  14991.4 ms  ✓ StructArrays → StructArraysStaticArraysExt
  11986.5 ms  ✓ Graphics
  54386.0 ms  ✓ SIMD
  57494.3 ms  ✓ Parsers
  21809.8 ms  ✓ ColorSchemes
  25775.2 ms  ✓ ExactPredicates
  11298.9 ms  ✓ Cairo
  16999.6 ms  ✓ Interpolations
  98013.2 ms  ✓ Unitful
   2388.8 ms  ✓ Unitful → NaNMathExt
   2478.9 ms  ✓ Unitful → ConstructionBaseUnitfulExt
   2495.1 ms  ✓ Unitful → InverseFunctionsUnitfulExt
   2771.3 ms  ✓ Unitful → PrintfExt
   3728.9 ms  ✓ Interpolations → InterpolationsUnitfulExt
