nice: cannot set niceness: Permission denied
Precompiling packages...
   1532.4 ms  ✓ MozillaCACerts_jll
   1540.2 ms  ✓ UUIDs
   1555.5 ms  ✓ Logging
   1657.3 ms  ✓ OpenSSL_jll
   1625.8 ms  ✓ Zlib_jll
   1637.5 ms  ✓ CompilerSupportLibraries_jll
   1651.7 ms  ✓ nghttp2_jll
   1738.1 ms  ✓ Unicode
   1761.5 ms  ✓ NetworkOptions
   1842.6 ms  ✓ Base64
    535.6 ms  ✓ LibSSH2_jll
    586.1 ms  ✓ p7zip_jll
    650.8 ms  ✓ Printf
    455.7 ms  ✓ LibCURL_jll
    461.8 ms  ✓ LibGit2_jll
   3138.2 ms  ✓ ArgTools
    752.1 ms  ✓ LibCURL
    632.2 ms  ✓ Tar
   2900.8 ms  ✓ Dates
   2973.8 ms  ✓ LibGit2
    434.0 ms  ✓ TOML
   3001.2 ms  ✓ Downloads
   9154.8 ms  ✓ StyledStrings
   1611.8 ms  ✓ JuliaSyntaxHighlighting
   3776.0 ms  ✓ Markdown
  46282.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2469.6 ms  ✓ IteratorInterfaceExtensions
   2571.2 ms  ✓ MuladdMacro
   2578.8 ms  ✓ RangeArrays
   2586.5 ms  ✓ IndirectArrays
   2584.3 ms  ✓ StatsAPI
   2681.4 ms  ✓ LaTeXStrings
   2790.2 ms  ✓ PolygonOps
   2874.8 ms  ✓ TensorCore
   3072.8 ms  ✓ Contour
   3266.0 ms  ✓ TriplotBase
   3576.9 ms  ✓ AbstractFFTs
   2603.3 ms  ✓ IntegerMathUtils
   2698.8 ms  ✓ OpenLibm_jll
   3084.7 ms  ✓ InverseFunctions
   5760.0 ms  ✓ FillArrays
   5865.3 ms  ✓ OffsetArrays
   3187.0 ms  ✓ SuiteSparse_jll
   3489.6 ms  ✓ Statistics
   3591.5 ms  ✓ IterTools
   3920.3 ms  ✓ Serialization
   2593.8 ms  ✓ DataValueInterfaces
   8048.7 ms  ✓ Format
   2599.5 ms  ✓ EnumX
   2405.1 ms  ✓ Reexport
   2811.7 ms  ✓ StableRNGs
   3295.3 ms  ✓ AbstractTrees
   3598.7 ms  ✓ DocStringExtensions
   3382.2 ms  ✓ IntervalSets
   4893.0 ms  ✓ Requires
  10077.9 ms  ✓ CEnum
   2707.8 ms  ✓ RoundingEmulator
   2511.1 ms  ✓ PtrArrays
   3100.1 ms  ✓ Mmap
   3204.7 ms  ✓ Extents
   3082.0 ms  ✓ PCRE2_jll
   3006.0 ms  ✓ Inflate
   3604.9 ms  ✓ TranscodingStreams
   2507.6 ms  ✓ DataAPI
   2583.3 ms  ✓ CRC32c
   9814.6 ms  ✓ Observables
   2809.5 ms  ✓ StaticArraysCore
   2993.9 ms  ✓ MappedArrays
  11297.4 ms  ✓ OrderedCollections
  12086.3 ms  ✓ Grisu
   2691.9 ms  ✓ Scratch
   2298.7 ms  ✓ TableTraits
   7697.6 ms  ✓ AdaptivePredicates
   4002.9 ms  ✓ Preferences
   3402.2 ms  ✓ Primes
   2514.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2801.5 ms  ✓ StackViews
   2608.4 ms  ✓ PaddedViews
  10104.0 ms  ✓ LazyModules
   9994.5 ms  ✓ ConstructionBase
