Precompiling Pkg...
    972.9 ms  ✓ UUIDs
   1064.3 ms  ✓ Unicode
   1061.8 ms  ✓ Zlib_jll
   1078.6 ms  ✓ Logging
   1077.6 ms  ✓ MozillaCACerts_jll
   1087.9 ms  ✓ nghttp2_jll
   1101.4 ms  ✓ p7zip_jll
   1161.0 ms  ✓ MbedTLS_jll
   1167.0 ms  ✓ Base64
   1228.0 ms  ✓ NetworkOptions
    306.2 ms  ✓ LibSSH2_jll
    441.4 ms  ✓ Printf
    403.2 ms  ✓ LibGit2_jll
    401.8 ms  ✓ LibCURL_jll
   2064.8 ms  ✓ ArgTools
    559.3 ms  ✓ LibCURL
    532.0 ms  ✓ Tar
   2362.7 ms  ✓ Dates
   2822.9 ms  ✓ Markdown
   2317.4 ms  ✓ LibGit2
    383.8 ms  ✓ TOML
   2836.0 ms  ✓ Downloads
  38366.7 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1988.7 ms  ✓ IteratorInterfaceExtensions
   1997.9 ms  ✓ IndirectArrays
   2004.6 ms  ✓ RangeArrays
   2003.0 ms  ✓ CEnum
   2008.7 ms  ✓ LaTeXStrings
   2097.2 ms  ✓ PolygonOps
   2100.5 ms  ✓ GeoFormatTypes
   2196.8 ms  ✓ StatsAPI
   2298.4 ms  ✓ Contour
   2401.2 ms  ✓ TriplotBase
   2596.1 ms  ✓ TensorCore
   3210.0 ms  ✓ AbstractFFTs
   3288.5 ms  ✓ Serialization
   2300.4 ms  ✓ OpenLibm_jll
   2400.7 ms  ✓ InverseFunctions
   1807.9 ms  ✓ DataValueInterfaces
   2794.3 ms  ✓ Statistics
   2787.9 ms  ✓ CompilerSupportLibraries_jll
   2788.5 ms  ✓ SuiteSparse_jll
   4877.1 ms  ✓ FillArrays
   2599.3 ms  ✓ Observables
   2789.9 ms  ✓ OrderedCollections
   2685.2 ms  ✓ Requires
   3176.3 ms  ✓ IterTools
   1997.6 ms  ✓ EnumX
   5386.2 ms  ✓ OffsetArrays
   5681.7 ms  ✓ Format
   2005.1 ms  ✓ Reexport
   4407.0 ms  ✓ Grisu
   2306.5 ms  ✓ StableRNGs
   2107.3 ms  ✓ PtrArrays
   2298.3 ms  ✓ Mmap
   2305.7 ms  ✓ Extents
   2807.0 ms  ✓ AbstractTrees
   2117.0 ms  ✓ PCRE2_jll
   2415.4 ms  ✓ RoundingEmulator
   2111.5 ms  ✓ LazyModules
   2699.4 ms  ✓ Inflate
   3206.4 ms  ✓ TranscodingStreams
   1907.9 ms  ✓ CRC32c
   2191.4 ms  ✓ DataAPI
   2481.9 ms  ✓ ConstructionBase
   2112.3 ms  ✓ StaticArraysCore
   2220.1 ms  ✓ MappedArrays
   2290.6 ms  ✓ Scratch
   5408.5 ms  ✓ IrrationalConstants
   1909.8 ms  ✓ TableTraits
   2706.2 ms  ✓ Compat
   3682.2 ms  ✓ Preferences
   3014.4 ms  ✓ DocStringExtensions
   2096.3 ms  ✓ NaNMath
   6993.7 ms  ✓ AdaptivePredicates
   2796.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2403.1 ms  ✓ IntervalSets
   2018.1 ms  ✓ Ratios
   2190.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   2486.5 ms  ✓ Adapt
   5601.9 ms  ✓ LazyArtifacts
   6810.4 ms  ✓ InteractiveUtils
   2101.6 ms  ✓ StackViews
   2399.6 ms  ✓ PaddedViews
   2404.6 ms  ✓ Showoff
   6786.1 ms  ✓ PkgVersion
   2188.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2408.7 ms  ✓ Missings
  11599.1 ms  ✓ FixedPointNumbers
   3287.2 ms  ✓ AliasTables
   2485.8 ms  ✓ RelocatableFolders
   2405.9 ms  ✓ Compat → CompatLinearAlgebraExt
   5120.8 ms  ✓ GeoInterface
   2188.3 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2193.9 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2102.4 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   3107.3 ms  ✓ PrecompileTools
   9582.7 ms  ✓ Distributed
   4600.6 ms  ✓ Tables
  11621.9 ms  ✓ MacroTools
   3977.7 ms  ✓ JLLWrappers
   2992.6 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   3706.2 ms  ✓ LogExpFunctions
   2009.8 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   2488.4 ms  ✓ MosaicViews
   3599.1 ms  ✓ AxisArrays
   2992.6 ms  ✓ SharedArrays
   5302.6 ms  ✓ FilePathsBase
   3798.8 ms  ✓ ProgressMeter
   3586.8 ms  ✓ StructArrays
   6193.1 ms  ✓ ChainRulesCore
   2808.2 ms  ✓ OpenSSL_jll
   3499.4 ms  ✓ SimpleTraits
   2805.3 ms  ✓ Graphite2_jll
   7993.9 ms  ✓ DataStructures
   2600.1 ms  ✓ Libmount_jll
