nice: cannot set niceness: Permission denied
Precompiling packages...
   1607.6 ms  ✓ OpenSSL_jll
   1559.1 ms  ✓ Zlib_jll
   1617.1 ms  ✓ MozillaCACerts_jll
   1654.8 ms  ✓ Logging
   1726.7 ms  ✓ NetworkOptions
   1706.6 ms  ✓ Unicode
   1838.9 ms  ✓ nghttp2_jll
   1924.4 ms  ✓ UUIDs
   2136.0 ms  ✓ CompilerSupportLibraries_jll
   2104.4 ms  ✓ Base64
    962.8 ms  ✓ LibSSH2_jll
   1232.7 ms  ✓ Printf
   1113.9 ms  ✓ p7zip_jll
    912.1 ms  ✓ LibCURL_jll
    914.9 ms  ✓ LibGit2_jll
   4394.7 ms  ✓ ArgTools
   1198.9 ms  ✓ LibCURL
   1134.5 ms  ✓ Tar
   4913.8 ms  ✓ Dates
    774.7 ms  ✓ TOML
   5254.1 ms  ✓ LibGit2
   5563.3 ms  ✓ Downloads
  16178.8 ms  ✓ StyledStrings
   2399.8 ms  ✓ JuliaSyntaxHighlighting
   5963.2 ms  ✓ Markdown
  59559.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 84 seconds
Precompiling packages...
   2215.3 ms  ✓ IteratorInterfaceExtensions
   2319.5 ms  ✓ MuladdMacro
   2416.8 ms  ✓ LaTeXStrings
   2495.5 ms  ✓ StatsAPI
   2523.9 ms  ✓ RangeArrays
   2527.3 ms  ✓ IndirectArrays
   2535.2 ms  ✓ PolygonOps
   2600.9 ms  ✓ TensorCore
   2896.2 ms  ✓ TriplotBase
   3133.6 ms  ✓ AbstractFFTs
   3913.6 ms  ✓ Contour
   2308.6 ms  ✓ IntegerMathUtils
   2523.9 ms  ✓ InverseFunctions
   2710.8 ms  ✓ OpenLibm_jll
   2908.7 ms  ✓ SuiteSparse_jll
   2927.3 ms  ✓ Statistics
   5794.8 ms  ✓ FillArrays
   5989.5 ms  ✓ OffsetArrays
   3987.9 ms  ✓ Serialization
   3896.2 ms  ✓ IterTools
   2789.0 ms  ✓ DataValueInterfaces
   2497.7 ms  ✓ EnumX
   7522.4 ms  ✓ Format
   2978.3 ms  ✓ StableRNGs
   4288.3 ms  ✓ Requires
   2806.6 ms  ✓ Reexport
   3771.6 ms  ✓ DocStringExtensions
   3307.8 ms  ✓ AbstractTrees
   3224.4 ms  ✓ IntervalSets
   3193.3 ms  ✓ RoundingEmulator
  10009.2 ms  ✓ CEnum
   2606.9 ms  ✓ PtrArrays
   2917.3 ms  ✓ Mmap
   2896.5 ms  ✓ PCRE2_jll
   2298.7 ms  ✓ Adapt
   2692.5 ms  ✓ Inflate
   8902.4 ms  ✓ Observables
   4092.8 ms  ✓ TranscodingStreams
   2184.4 ms  ✓ CRC32c
   2615.8 ms  ✓ DataAPI
   3166.7 ms  ✓ StaticArraysCore
   3290.8 ms  ✓ MappedArrays
  11197.6 ms  ✓ OrderedCollections
   2472.5 ms  ✓ Scratch
   6713.6 ms  ✓ AdaptivePredicates
   2599.7 ms  ✓ TableTraits
   4231.4 ms  ✓ Preferences
   2493.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3474.9 ms  ✓ Primes
   9081.0 ms  ✓ LazyModules
   2489.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2615.9 ms  ✓ StackViews
  10294.3 ms  ✓ ConstructionBase
   2715.7 ms  ✓ PaddedViews
   7682.0 ms  ✓ PkgVersion
  13914.9 ms  ✓ IrrationalConstants
   9894.6 ms  ✓ Compat
   2699.3 ms  ✓ Ratios
   3008.5 ms  ✓ IntervalSets → IntervalSetsRandomExt
  20118.5 ms  ✓ MacroTools
   3016.7 ms  ✓ AliasTables
   8473.2 ms  ✓ SignedDistanceFields
  23902.1 ms  ✓ BaseDirs
  13411.6 ms  ✓ StructUtils
   4088.2 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2720.2 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
  10434.8 ms  ✓ NaNMath
  14164.2 ms  ✓ InteractiveUtils
   2330.9 ms  ✓ PrecompileTools
   3104.6 ms  ✓ JLLWrappers
   3899.8 ms  ✓ AxisArrays
   2688.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2906.0 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2907.2 ms  ✓ MosaicViews
   2907.6 ms  ✓ Compat → CompatLinearAlgebraExt
   3395.9 ms  ✓ LogExpFunctions
   2302.9 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   6394.5 ms  ✓ FFTA
   3999.0 ms  ✓ RelocatableFolders
   9183.9 ms  ✓ Missings
   8591.8 ms  ✓ DataStructures
   4329.4 ms  ✓ SimpleTraits
   3173.8 ms  ✓ CoreMath_jll
  10961.5 ms  ✓ Tables
  10894.0 ms  ✓ ComputePipeline
  19522.0 ms  ✓ FixedPointNumbers
   4120.1 ms  ✓ Graphite2_jll
   4493.8 ms  ✓ Libmount_jll
  19488.4 ms  ✓ Distributed
   3426.3 ms  ✓ Bzip2_jll
   3516.7 ms  ✓ Xorg_libpciaccess_jll
   3994.9 ms  ✓ LLVMOpenMP_jll
   4394.9 ms  ✓ Xorg_libXau_jll
   5090.4 ms  ✓ Rmath_jll
   4301.2 ms  ✓ libfdk_aac_jll
   4699.7 ms  ✓ libpng_jll
   3408.3 ms  ✓ Imath_jll
   3579.1 ms  ✓ LAME_jll
   3908.8 ms  ✓ Giflib_jll
  21771.4 ms  ✓ FileIO
   4488.0 ms  ✓ LERC_jll
   3721.0 ms  ✓ CRlibm_jll
   4118.0 ms  ✓ EarCut_jll
   3868.2 ms  ✓ Ogg_jll
   4000.2 ms  ✓ XZ_jll
   3364.5 ms  ✓ x265_jll
   3522.3 ms  ✓ Xorg_libXdmcp_jll
   3629.3 ms  ✓ x264_jll
   4987.5 ms  ✓ JpegTurbo_jll
   4319.1 ms  ✓ libaom_jll
  27412.9 ms  ✓ SparseArrays
   3181.6 ms  ✓ Expat_jll
   3696.6 ms  ✓ Zstd_jll
   3540.4 ms  ✓ Opus_jll
   4086.6 ms  ✓ Xorg_xtrans_jll
   3800.9 ms  ✓ Libffi_jll
   4097.2 ms  ✓ Libiconv_jll
   3800.8 ms  ✓ isoband_jll
   4012.5 ms  ✓ OpenSpecFun_jll
   3659.5 ms  ✓ FriBidi_jll
   3989.7 ms  ✓ Libuuid_jll
   3321.1 ms  ✓ OpenBLASConsistentFPCSR_jll
   2592.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2995.7 ms  ✓ SortingAlgorithms
   3307.7 ms  ✓ CoreMath
   2828.8 ms  ✓ StructUtils → StructUtilsTablesExt
   2587.6 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   6396.9 ms  ✓ FilePathsBase
   3617.4 ms  ✓ SharedArrays
   4193.3 ms  ✓ FreeType2_jll
   5316.7 ms  ✓ ProgressMeter
   4133.7 ms  ✓ libdrm_jll
   4008.7 ms  ✓ Pixman_jll
   4799.2 ms  ✓ Rmath
   4603.9 ms  ✓ OpenEXR_jll
   3083.7 ms  ✓ CRlibm
  11122.6 ms  ✓ QuadGK
  12461.4 ms  ✓ ChainRulesCore
   3486.3 ms  ✓ libsixel_jll
  11606.9 ms  ✓ StructArrays
   5097.4 ms  ✓ libvorbis_jll
   3901.8 ms  ✓ WoodburyMatrices
