Precompiling Pkg...
    967.6 ms  ✓ UUIDs
   1061.4 ms  ✓ MozillaCACerts_jll
   1133.8 ms  ✓ Logging
   1268.2 ms  ✓ NetworkOptions
   1236.7 ms  ✓ nghttp2_jll
   1242.7 ms  ✓ Unicode
   1256.8 ms  ✓ Zlib_jll
   1280.2 ms  ✓ p7zip_jll
   1288.1 ms  ✓ MbedTLS_jll
   1334.2 ms  ✓ Base64
    381.0 ms  ✓ LibSSH2_jll
    484.8 ms  ✓ Printf
    474.2 ms  ✓ LibCURL_jll
    486.7 ms  ✓ LibGit2_jll
   2294.6 ms  ✓ ArgTools
    594.3 ms  ✓ LibCURL
    591.6 ms  ✓ Tar
   2499.9 ms  ✓ Dates
   3151.9 ms  ✓ Markdown
   2426.2 ms  ✓ LibGit2
    506.7 ms  ✓ TOML
   3226.0 ms  ✓ Downloads
  45414.8 ms  ✓ Pkg
  23 dependencies successfully precompiled in 52 seconds
Precompiling project...
   1934.1 ms  ✓ IteratorInterfaceExtensions
   2016.2 ms  ✓ IndirectArrays
   2038.7 ms  ✓ LaTeXStrings
   2049.7 ms  ✓ RangeArrays
   2122.8 ms  ✓ CEnum
   2147.5 ms  ✓ PolygonOps
   2332.1 ms  ✓ TensorCore
   2322.2 ms  ✓ Contour
   2629.1 ms  ✓ GeoFormatTypes
   2605.8 ms  ✓ TriplotBase
   2626.6 ms  ✓ StatsAPI
   2932.0 ms  ✓ AbstractFFTs
   3482.2 ms  ✓ Serialization
   2204.2 ms  ✓ OpenLibm_jll
   2238.9 ms  ✓ InverseFunctions
   2488.5 ms  ✓ Statistics
   2385.9 ms  ✓ SuiteSparse_jll
   2597.8 ms  ✓ CompilerSupportLibraries_jll
   2599.8 ms  ✓ IterTools
   4782.4 ms  ✓ FillArrays
   1911.2 ms  ✓ DataValueInterfaces
   2601.4 ms  ✓ Observables
   5411.9 ms  ✓ OffsetArrays
   2988.3 ms  ✓ Requires
   3120.2 ms  ✓ OrderedCollections
   2493.8 ms  ✓ EnumX
   6496.5 ms  ✓ Format
   2287.2 ms  ✓ StableRNGs
   2102.7 ms  ✓ Reexport
   2090.5 ms  ✓ Mmap
   4598.2 ms  ✓ Grisu
   2782.1 ms  ✓ AbstractTrees
   2495.3 ms  ✓ RoundingEmulator
   2587.8 ms  ✓ IntervalSets
   1996.2 ms  ✓ PCRE2_jll
   2507.4 ms  ✓ Extents
   2402.8 ms  ✓ PtrArrays
   2786.6 ms  ✓ TranscodingStreams
   2009.2 ms  ✓ DataAPI
   2406.8 ms  ✓ Inflate
   2420.2 ms  ✓ LazyModules
   2024.2 ms  ✓ CRC32c
   2722.3 ms  ✓ ConstructionBase
   2207.0 ms  ✓ MappedArrays
   2224.4 ms  ✓ StaticArraysCore
   2701.2 ms  ✓ Scratch
   5696.6 ms  ✓ IrrationalConstants
   3508.9 ms  ✓ Preferences
   2891.3 ms  ✓ Compat
   2367.2 ms  ✓ TableTraits
   2408.7 ms  ✓ NaNMath
   3316.8 ms  ✓ DocStringExtensions
   7008.0 ms  ✓ AdaptivePredicates
   3511.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2400.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   2298.1 ms  ✓ PaddedViews
   2695.3 ms  ✓ StackViews
  12005.5 ms  ✓ MacroTools
   2480.6 ms  ✓ Ratios
   5483.7 ms  ✓ LazyArtifacts
   6770.5 ms  ✓ InteractiveUtils
   6012.1 ms  ✓ PkgVersion
   3191.1 ms  ✓ Adapt
   2782.1 ms  ✓ Showoff
   2282.2 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2304.3 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2105.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2298.8 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2330.2 ms  ✓ Missings
   2799.6 ms  ✓ AliasTables
   2393.1 ms  ✓ RelocatableFolders
   2794.7 ms  ✓ JLLWrappers
   2404.1 ms  ✓ PrecompileTools
   2221.0 ms  ✓ Compat → CompatLinearAlgebraExt
   9676.6 ms  ✓ Distributed
   5007.7 ms  ✓ GeoInterface
   3015.9 ms  ✓ MosaicViews
   2492.8 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   3314.4 ms  ✓ LogExpFunctions
   4006.2 ms  ✓ Tables
   3196.5 ms  ✓ OpenSSL_jll
   3266.3 ms  ✓ Graphite2_jll
   5019.8 ms  ✓ SimpleTraits
   3783.1 ms  ✓ AxisArrays
   3013.1 ms  ✓ Libmount_jll
  12216.6 ms  ✓ FixedPointNumbers
   3194.9 ms  ✓ LLVMOpenMP_jll
   2907.8 ms  ✓ Xorg_libXau_jll
   3583.6 ms  ✓ Bzip2_jll
   3607.7 ms  ✓ Rmath_jll
   3713.5 ms  ✓ libpng_jll
   3005.0 ms  ✓ Imath_jll
   3182.9 ms  ✓ libfdk_aac_jll
   3003.3 ms  ✓ LAME_jll
   3029.2 ms  ✓ Giflib_jll
   2799.4 ms  ✓ LERC_jll
   3193.7 ms  ✓ CRlibm_jll
   3194.2 ms  ✓ JpegTurbo_jll
   3312.8 ms  ✓ XZ_jll
   2995.2 ms  ✓ Ogg_jll
   2926.4 ms  ✓ oneTBB_jll
   3075.2 ms  ✓ x265_jll
   3077.1 ms  ✓ x264_jll
   6300.7 ms  ✓ IntelOpenMP_jll
   3702.0 ms  ✓ Xorg_libXdmcp_jll
   3176.9 ms  ✓ libaom_jll
   3410.3 ms  ✓ Zstd_jll
   3102.7 ms  ✓ Expat_jll
   3005.1 ms  ✓ Opus_jll
  19714.9 ms  ✓ SparseArrays
   3295.8 ms  ✓ LZO_jll
   7515.3 ms  ✓ ColorTypes
   2880.5 ms  ✓ Xorg_xtrans_jll
   2997.8 ms  ✓ Libffi_jll
   3335.8 ms  ✓ Libiconv_jll
   3215.8 ms  ✓ isoband_jll
   3380.7 ms  ✓ Libgpg_error_jll
   3199.0 ms  ✓ FFTW_jll
   3485.4 ms  ✓ Xorg_libpthread_stubs_jll
   3296.1 ms  ✓ FriBidi_jll
   3699.1 ms  ✓ Libuuid_jll
   4689.7 ms  ✓ OpenSpecFun_jll
  22200.3 ms  ✓ FileIO
   2207.5 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   2610.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4093.2 ms  ✓ SharedArrays
  19094.4 ms  ✓ Test
   5509.4 ms  ✓ FilePathsBase
   4935.2 ms  ✓ ProgressMeter
   4407.7 ms  ✓ StructArrays
   2984.8 ms  ✓ EarCut_jll
   2610.3 ms  ✓ Pixman_jll
   3304.7 ms  ✓ FreeType2_jll
   3308.2 ms  ✓ OpenEXR_jll
   7664.5 ms  ✓ ChainRulesCore
   4069.2 ms  ✓ Rmath
   3186.4 ms  ✓ libsixel_jll
   3180.0 ms  ✓ libvorbis_jll
   9384.5 ms  ✓ DataStructures
   3292.6 ms  ✓ Libtiff_jll
   3376.4 ms  ✓ WoodburyMatrices
   2572.5 ms  ✓ SuiteSparse
   2903.0 ms  ✓ Statistics → SparseArraysExt
   2606.4 ms  ✓ Adapt → AdaptSparseArraysExt
   3111.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2508.5 ms  ✓ Isoband
   3020.8 ms  ✓ XML2_jll
   2916.4 ms  ✓ Libgcrypt_jll
   6720.7 ms  ✓ MKL_jll
   2916.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2915.6 ms  ✓ SignedDistanceFields
   3909.0 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   3000.3 ms  ✓ StructArrays → StructArraysAdaptExt
   6511.9 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   5094.0 ms  ✓ FilePaths
   3783.2 ms  ✓ StructArrays → StructArraysSparseArraysExt
  14490.0 ms  ✓ IntervalArithmetic
   6277.9 ms  ✓ FilePathsBase → FilePathsBaseTestExt
  11723.5 ms  ✓ ColorVectorSpace
  10699.0 ms  ✓ QOI
   3296.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   5103.5 ms  ✓ Fontconfig_jll
   6067.0 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   4100.9 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   4011.3 ms  ✓ SortingAlgorithms
  13212.7 ms  ✓ SpecialFunctions
   3481.9 ms  ✓ AxisAlgorithms
  52497.4 ms  ✓ StyledStrings
   8673.5 ms  ✓ FreeType
   4196.3 ms  ✓ PDMats
   3191.7 ms  ✓ Gettext_jll
   2890.2 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   3499.1 ms  ✓ XSLT_jll
   6101.1 ms  ✓ QuadGK
   8192.3 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2603.8 ms  ✓ ColorTypes → StyledStringsExt
   2722.1 ms  ✓ FillArrays → FillArraysPDMatsExt
   3312.0 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
   3308.0 ms  ✓ Glib_jll
   4314.7 ms  ✓ HypergeometricFunctions
   5294.8 ms  ✓ Xorg_libxcb_jll
   8037.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  24392.9 ms  ✓ Colors
  10401.1 ms  ✓ StatsBase
