nice: cannot set niceness: Permission denied
Precompiling packages...
   1430.3 ms  ✓ MozillaCACerts_jll
   1709.8 ms  ✓ NetworkOptions
   1723.5 ms  ✓ Logging
   1734.5 ms  ✓ UUIDs
   1798.4 ms  ✓ nghttp2_jll
   1833.4 ms  ✓ OpenSSL_jll
   1797.1 ms  ✓ Unicode
   1802.2 ms  ✓ Zlib_jll
   1834.7 ms  ✓ CompilerSupportLibraries_jll
   1890.4 ms  ✓ Base64
    470.1 ms  ✓ LibSSH2_jll
    531.2 ms  ✓ p7zip_jll
    663.4 ms  ✓ Printf
    484.1 ms  ✓ LibGit2_jll
    482.5 ms  ✓ LibCURL_jll
   3237.1 ms  ✓ ArgTools
    768.1 ms  ✓ LibCURL
    635.8 ms  ✓ Tar
   2963.0 ms  ✓ Dates
    453.0 ms  ✓ TOML
   3161.4 ms  ✓ LibGit2
   3033.8 ms  ✓ Downloads
   9641.5 ms  ✓ StyledStrings
   1684.3 ms  ✓ JuliaSyntaxHighlighting
   3979.1 ms  ✓ Markdown
  48062.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2528.8 ms  ✓ RangeArrays
   2620.4 ms  ✓ IndirectArrays
   2626.4 ms  ✓ LaTeXStrings
   2694.9 ms  ✓ Contour
   2710.1 ms  ✓ TensorCore
   2724.3 ms  ✓ IteratorInterfaceExtensions
   2726.0 ms  ✓ StatsAPI
   2806.8 ms  ✓ PolygonOps
   3004.0 ms  ✓ TriplotBase
   3375.5 ms  ✓ IntegerMathUtils
   3413.9 ms  ✓ AbstractFFTs
   2508.0 ms  ✓ OpenLibm_jll
   2589.5 ms  ✓ CommonSolve
   2810.1 ms  ✓ InverseFunctions
   2991.6 ms  ✓ SuiteSparse_jll
   5714.4 ms  ✓ FillArrays
   3400.0 ms  ✓ Statistics
   6215.7 ms  ✓ OffsetArrays
   3501.0 ms  ✓ IterTools
   3703.8 ms  ✓ Serialization
   7806.5 ms  ✓ Format
   2604.7 ms  ✓ EnumX
   2897.4 ms  ✓ DataValueInterfaces
   2501.4 ms  ✓ Reexport
   2986.4 ms  ✓ StableRNGs
   5089.5 ms  ✓ Requires
   2686.8 ms  ✓ StackViews
   2803.2 ms  ✓ PaddedViews
   3682.9 ms  ✓ DocStringExtensions
   3420.1 ms  ✓ AbstractTrees
   9921.3 ms  ✓ CEnum
   2516.3 ms  ✓ CompositionsBase
   2576.5 ms  ✓ PtrArrays
   2897.2 ms  ✓ Mmap
   2794.4 ms  ✓ PCRE2_jll
   2717.0 ms  ✓ Inflate
   3487.7 ms  ✓ TranscodingStreams
   2591.2 ms  ✓ DataAPI
   9615.2 ms  ✓ OrderedCollections
   2399.7 ms  ✓ CRC32c
   3778.8 ms  ✓ Adapt
   2705.1 ms  ✓ MappedArrays
  10033.3 ms  ✓ Observables
   2832.3 ms  ✓ StaticArraysCore
   3015.7 ms  ✓ Scratch
   6908.7 ms  ✓ AdaptivePredicates
   2395.2 ms  ✓ TableTraits
   3974.4 ms  ✓ Preferences
   3368.2 ms  ✓ Primes
   2578.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8904.9 ms  ✓ LazyModules
   2799.1 ms  ✓ FillArrays → FillArraysStatisticsExt
  10311.8 ms  ✓ ConstructionBase
   3003.8 ms  ✓ IntervalSets
   2596.6 ms  ✓ RoundingEmulator
  14783.6 ms  ✓ IrrationalConstants
   8229.5 ms  ✓ PkgVersion
  19811.9 ms  ✓ MacroTools
   7321.4 ms  ✓ SignedDistanceFields
  10579.2 ms  ✓ Compat
   3696.7 ms  ✓ Ratios
  12416.3 ms  ✓ StructUtils
   2790.0 ms  ✓ AliasTables
   3726.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  11098.4 ms  ✓ NaNMath
  24606.2 ms  ✓ BaseDirs
   2601.1 ms  ✓ OffsetArrays → OffsetArraysAdaptExt
   2629.0 ms  ✓ MosaicViews
   2801.5 ms  ✓ RelocatableFolders
   2872.9 ms  ✓ PrecompileTools
   2600.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3419.0 ms  ✓ JLLWrappers
  15004.1 ms  ✓ InteractiveUtils
   2394.4 ms  ✓ IntervalSets → IntervalSetsRandomExt
   2487.5 ms  ✓ IntervalSets → IntervalSetsStatisticsExt
   2601.0 ms  ✓ ConstructionBase → ConstructionBaseIntervalSetsExt
   2301.6 ms  ✓ StructUtils → StructUtilsStaticArraysCoreExt
   2811.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3503.5 ms  ✓ LogExpFunctions
   8483.8 ms  ✓ DataStructures
   9771.9 ms  ✓ Missings
   4797.0 ms  ✓ MuladdMacro
   3725.6 ms  ✓ CoreMath_jll
  10886.4 ms  ✓ Tables
  19484.0 ms  ✓ FixedPointNumbers
   4225.4 ms  ✓ Graphite2_jll
  11029.1 ms  ✓ ComputePipeline
  18196.1 ms  ✓ Distributed
   5223.8 ms  ✓ Libmount_jll
   4606.8 ms  ✓ LLVMOpenMP_jll
   4099.5 ms  ✓ Bzip2_jll
   4611.4 ms  ✓ Xorg_libpciaccess_jll
   3897.7 ms  ✓ Xorg_libXau_jll
   3670.0 ms  ✓ libpng_jll
   4003.0 ms  ✓ Rmath_jll
   4009.4 ms  ✓ libfdk_aac_jll
   3599.9 ms  ✓ Imath_jll
   3994.0 ms  ✓ Giflib_jll
  21811.8 ms  ✓ FileIO
   3702.9 ms  ✓ LAME_jll
   3825.6 ms  ✓ CRlibm_jll
   3995.4 ms  ✓ EarCut_jll
   4288.8 ms  ✓ LERC_jll
   4521.1 ms  ✓ JpegTurbo_jll
   4004.0 ms  ✓ Ogg_jll
   3779.1 ms  ✓ Xorg_libXdmcp_jll
   4775.6 ms  ✓ XZ_jll
  25402.5 ms  ✓ SparseArrays
   3882.2 ms  ✓ x265_jll
   4273.1 ms  ✓ x264_jll
   4001.9 ms  ✓ libaom_jll
   3979.2 ms  ✓ Zstd_jll
   3105.8 ms  ✓ Xorg_xtrans_jll
   3677.0 ms  ✓ Opus_jll
  17792.4 ms  ✓ Accessors
   4700.4 ms  ✓ Expat_jll
   3613.3 ms  ✓ Libffi_jll
   3593.9 ms  ✓ isoband_jll
   3933.0 ms  ✓ Libiconv_jll
   3734.6 ms  ✓ OpenSpecFun_jll
   4597.5 ms  ✓ FriBidi_jll
   2197.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3596.9 ms  ✓ Libuuid_jll
   3727.2 ms  ✓ OpenBLASConsistentFPCSR_jll
   4310.5 ms  ✓ SimpleTraits
   4488.3 ms  ✓ AxisArrays
   3390.4 ms  ✓ SortingAlgorithms
   2887.6 ms  ✓ CoreMath
   5998.4 ms  ✓ FilePathsBase
   5368.5 ms  ✓ Gamma
   2491.9 ms  ✓ StructUtils → StructUtilsTablesExt
   2482.7 ms  ✓ Ratios → RatiosFixedPointNumbersExt
   5691.5 ms  ✓ FFTA
   3309.0 ms  ✓ SharedArrays
   3806.3 ms  ✓ Pixman_jll
   4090.3 ms  ✓ FreeType2_jll
   4500.8 ms  ✓ ProgressMeter
   3513.8 ms  ✓ libdrm_jll
   4191.6 ms  ✓ Rmath
   3307.0 ms  ✓ CRlibm
  10776.0 ms  ✓ StructArrays
  13404.9 ms  ✓ ChainRulesCore
  11317.2 ms  ✓ QuadGK
   5104.4 ms  ✓ OpenEXR_jll
   4104.5 ms  ✓ libsixel_jll
   4503.7 ms  ✓ libvorbis_jll
   3607.7 ms  ✓ WoodburyMatrices
   2886.4 ms  ✓ SuiteSparse
   3616.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3298.2 ms  ✓ Statistics → SparseArraysExt
  12927.6 ms  ✓ ColorTypes
   3316.0 ms  ✓ Adapt → AdaptSparseArraysExt
   3187.6 ms  ✓ Accessors → LinearAlgebraExt
   4020.9 ms  ✓ Libtiff_jll
   2885.9 ms  ✓ Accessors → IntervalSetsExt
   5171.7 ms  ✓ CodecZstd
   3311.4 ms  ✓ Isoband
   3872.4 ms  ✓ FilePathsBase → FilePathsBaseMmapExt
   5770.2 ms  ✓ GettextRuntime_jll
   2897.0 ms  ✓ StructArrays → StructArraysAdaptExt
   5987.7 ms  ✓ FilePaths
   5901.0 ms  ✓ FreeType
   3217.7 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   4799.4 ms  ✓ StructArrays → StructArraysSparseArraysExt
   7020.8 ms  ✓ Fontconfig_jll
  15596.0 ms  ✓ Xorg_libxcb_jll
   2894.0 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   9605.3 ms  ✓ HypergeometricFunctions
  48290.3 ms  ✓ StaticArrays
  46680.1 ms  ✓ Parsers
   5312.5 ms  ✓ Accessors → StructArraysExt
   3905.9 ms  ✓ ColorTypes → StyledStringsExt
   7603.0 ms  ✓ AxisAlgorithms
   8409.5 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   7070.1 ms  ✓ Glib_jll
   9293.0 ms  ✓ PDMats
  55102.1 ms  ✓ Automa
  12799.1 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   4698.2 ms  ✓ Xorg_libX11_jll
  19423.4 ms  ✓ SpecialFunctions
   3485.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3529.5 ms  ✓ FillArrays → FillArraysStaticArraysExt
   5010.0 ms  ✓ Adapt → AdaptStaticArraysExt
   5083.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   5904.6 ms  ✓ Accessors → StaticArraysExt
  61504.3 ms  ✓ SIMD
  24720.2 ms  ✓ IntervalArithmetic
   3604.4 ms  ✓ FillArrays → FillArraysPDMatsExt
   3696.2 ms  ✓ Xorg_libXrender_jll
  11629.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3896.1 ms  ✓ Xorg_libXfixes_jll
   4093.6 ms  ✓ Xorg_libXext_jll
   8100.6 ms  ✓ QOI
  11576.6 ms  ✓ StructArrays → StructArraysStaticArraysExt
  22282.5 ms  ✓ StatsBase
  21485.8 ms  ✓ ColorVectorSpace
   2705.9 ms  ✓ IntervalArithmetic → IntervalArithmeticIntervalSetsExt
   3988.1 ms  ✓ IntervalArithmetic → IntervalArithmeticSparseArraysExt
   3395.3 ms  ✓ IntervalArithmetic → IntervalArithmeticIrrationalConstantsExt
   4104.8 ms  ✓ IntervalArithmetic → IntervalArithmeticLinearAlgebraExt
   3215.1 ms  ✓ ColorVectorSpace → SpecialFunctionsExt
   4437.0 ms  ✓ Cairo_jll
   4482.6 ms  ✓ PDMats → StatsBaseExt
  25790.3 ms  ✓ Colors
  25630.0 ms  ✓ Roots
   5065.6 ms  ✓ libva_jll
  10193.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   7820.5 ms  ✓ Libglvnd_jll
   3015.2 ms  ✓ Roots → RootsChainRulesCoreExt
   3382.6 ms  ✓ Animations
   4465.5 ms  ✓ HarfBuzz_jll
  14099.5 ms  ✓ StatsFuns
   7708.6 ms  ✓ OpenEXR
   5971.1 ms  ✓ libwebp_jll
   5388.5 ms  ✓ StatsFuns → StatsFunsInverseFunctionsExt
   6878.7 ms  ✓ Pango_jll
   7407.0 ms  ✓ libass_jll
  19315.6 ms  ✓ Interpolations
  14301.6 ms  ✓ Graphics
 104707.8 ms  ✓ Unitful
  10724.7 ms  ✓ StatsFuns → StatsFunsChainRulesCoreExt
  31806.8 ms  ✓ JSON
   6424.6 ms  ✓ FFMPEG_jll
   3203.0 ms  ✓ Unitful → ConstructionBaseUnitfulExt
   3295.0 ms  ✓ Unitful → InverseFunctionsUnitfulExt
   3603.3 ms  ✓ Unitful → NaNMathExt
   3623.8 ms  ✓ Unitful → PrintfExt
   3804.6 ms  ✓ Accessors → UnitfulExt
   3792.3 ms  ✓ Roots → RootsUnitfulExt
  22300.0 ms  ✓ ExactPredicates
  19717.1 ms  ✓ ColorSchemes
   4500.6 ms  ✓ Interpolations → InterpolationsUnitfulExt
   3589.8 ms  ✓ ColorBrewer
   7791.1 ms  ✓ Cairo
  14617.7 ms  ✓ Distributions
   5586.5 ms  ✓ Distributions → DistributionsChainRulesCoreExt
  10720.2 ms  ✓ DelaunayTriangulation
  48396.6 ms  ✓ GeometryBasics
   1984.8 ms  ✓ Packing
   2128.5 ms  ✓ GeometryBasics → IntervalSetsExt
   3097.1 ms  ✓ KernelDensity
