Precompiling Pkg...
    961.4 ms  ✓ Logging
    960.2 ms  ✓ MozillaCACerts_jll
    970.9 ms  ✓ Unicode
   1056.4 ms  ✓ Zlib_jll
   1096.6 ms  ✓ UUIDs
   1171.6 ms  ✓ nghttp2_jll
   1169.1 ms  ✓ MbedTLS_jll
   1171.1 ms  ✓ p7zip_jll
   1171.2 ms  ✓ Base64
   1232.7 ms  ✓ NetworkOptions
    529.2 ms  ✓ Printf
    329.8 ms  ✓ LibSSH2_jll
    381.7 ms  ✓ LibCURL_jll
    386.5 ms  ✓ LibGit2_jll
   2075.9 ms  ✓ ArgTools
    578.2 ms  ✓ LibCURL
    538.2 ms  ✓ Tar
   2359.2 ms  ✓ Dates
   2828.6 ms  ✓ Markdown
   2318.8 ms  ✓ LibGit2
    401.6 ms  ✓ TOML
   2800.3 ms  ✓ Downloads
  38668.4 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   2006.2 ms  ✓ PolygonOps
   2011.4 ms  ✓ IteratorInterfaceExtensions
   2089.6 ms  ✓ LaTeXStrings
   2115.2 ms  ✓ IndirectArrays
   2107.7 ms  ✓ CEnum
   2204.4 ms  ✓ RangeArrays
   2297.9 ms  ✓ TriplotBase
   2401.0 ms  ✓ TensorCore
   2404.9 ms  ✓ Contour
   2487.3 ms  ✓ GeoFormatTypes
   2603.8 ms  ✓ StatsAPI
   3211.3 ms  ✓ AbstractFFTs
   3391.3 ms  ✓ Serialization
   2393.2 ms  ✓ OpenLibm_jll
   4591.6 ms  ✓ FillArrays
   2682.9 ms  ✓ InverseFunctions
   2515.1 ms  ✓ SuiteSparse_jll
   2778.9 ms  ✓ CompilerSupportLibraries_jll
   2814.1 ms  ✓ Statistics
   2411.9 ms  ✓ Observables
   2808.9 ms  ✓ IterTools
   1986.4 ms  ✓ DataValueInterfaces
   5284.9 ms  ✓ OffsetArrays
   2685.6 ms  ✓ Requires
   2095.5 ms  ✓ EnumX
   3103.3 ms  ✓ OrderedCollections
   5688.7 ms  ✓ Format
   1911.5 ms  ✓ Reexport
   4394.9 ms  ✓ Grisu
   2393.0 ms  ✓ StableRNGs
   2117.7 ms  ✓ Mmap
   2013.5 ms  ✓ PtrArrays
   2220.4 ms  ✓ Extents
   2595.3 ms  ✓ IntervalSets
   2304.3 ms  ✓ StackViews
   2999.2 ms  ✓ AbstractTrees
   2099.4 ms  ✓ LazyModules
   2902.8 ms  ✓ TranscodingStreams
   2386.5 ms  ✓ Inflate
   2002.8 ms  ✓ DataAPI
   1986.5 ms  ✓ CRC32c
   2411.5 ms  ✓ ConstructionBase
   2386.0 ms  ✓ StaticArraysCore
   2277.6 ms  ✓ MappedArrays
   2312.8 ms  ✓ Scratch
   5793.4 ms  ✓ IrrationalConstants
   2882.7 ms  ✓ Compat
   2089.1 ms  ✓ TableTraits
   3497.3 ms  ✓ Preferences
   3191.1 ms  ✓ DocStringExtensions
   2997.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   7397.2 ms  ✓ AdaptivePredicates
   3314.8 ms  ✓ NaNMath
   2312.7 ms  ✓ FillArrays → FillArraysStatisticsExt
  11379.3 ms  ✓ MacroTools
   2508.5 ms  ✓ RoundingEmulator
   2116.5 ms  ✓ PCRE2_jll
   7473.5 ms  ✓ InteractiveUtils
   2376.4 ms  ✓ Ratios
   4009.1 ms  ✓ Tables
   6403.9 ms  ✓ PkgVersion
   6610.6 ms  ✓ LazyArtifacts
   2892.7 ms  ✓ Adapt
