nice: cannot set niceness: Permission denied
Precompiling packages...
   1607.3 ms  ✓ MozillaCACerts_jll
   1639.9 ms  ✓ OpenSSL_jll
   1628.5 ms  ✓ Logging
   1721.5 ms  ✓ UUIDs
   1732.8 ms  ✓ nghttp2_jll
   1800.8 ms  ✓ Zlib_jll
   1810.5 ms  ✓ Unicode
   1827.1 ms  ✓ CompilerSupportLibraries_jll
   1833.4 ms  ✓ NetworkOptions
   1850.6 ms  ✓ Base64
    600.4 ms  ✓ LibSSH2_jll
    597.0 ms  ✓ p7zip_jll
    655.6 ms  ✓ Printf
    496.1 ms  ✓ LibGit2_jll
    494.6 ms  ✓ LibCURL_jll
   3255.8 ms  ✓ ArgTools
    773.5 ms  ✓ LibCURL
    649.3 ms  ✓ Tar
   2977.9 ms  ✓ Dates
   3166.8 ms  ✓ LibGit2
    450.4 ms  ✓ TOML
   3085.2 ms  ✓ Downloads
   9657.1 ms  ✓ StyledStrings
   1685.4 ms  ✓ JuliaSyntaxHighlighting
   3878.0 ms  ✓ Markdown
  48059.0 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2326.1 ms  ✓ IteratorInterfaceExtensions
   2498.5 ms  ✓ RangeArrays
   2513.2 ms  ✓ StatsAPI
   2523.6 ms  ✓ IndirectArrays
   2523.0 ms  ✓ PolygonOps
   2693.7 ms  ✓ IntegerMathUtils
   2718.8 ms  ✓ TensorCore
   2827.3 ms  ✓ Contour
   3020.3 ms  ✓ TriplotBase
   3824.2 ms  ✓ LaTeXStrings
   4120.9 ms  ✓ AbstractFFTs
   2703.9 ms  ✓ OpenLibm_jll
   5197.0 ms  ✓ FillArrays
   2690.4 ms  ✓ CommonSolve
   2912.9 ms  ✓ InverseFunctions
   5689.2 ms  ✓ OffsetArrays
   3203.1 ms  ✓ Statistics
   3094.1 ms  ✓ SuiteSparse_jll
   3694.4 ms  ✓ Serialization
   3407.3 ms  ✓ IterTools
   2328.9 ms  ✓ DataValueInterfaces
   7587.7 ms  ✓ Format
   2807.3 ms  ✓ EnumX
