Precompiling Pkg...
    973.6 ms  ✓ UUIDs
   1067.7 ms  ✓ Logging
   1067.7 ms  ✓ nghttp2_jll
   1069.3 ms  ✓ MozillaCACerts_jll
   1108.6 ms  ✓ NetworkOptions
   1072.9 ms  ✓ Zlib_jll
   1094.5 ms  ✓ Unicode
   1093.5 ms  ✓ MbedTLS_jll
   1193.7 ms  ✓ p7zip_jll
   1216.7 ms  ✓ Base64
    362.0 ms  ✓ LibSSH2_jll
    462.6 ms  ✓ Printf
    387.2 ms  ✓ LibCURL_jll
    404.6 ms  ✓ LibGit2_jll
   2073.8 ms  ✓ ArgTools
    577.0 ms  ✓ LibCURL
    548.7 ms  ✓ Tar
   2317.4 ms  ✓ Dates
   2847.0 ms  ✓ Markdown
   2319.9 ms  ✓ LibGit2
    430.6 ms  ✓ TOML
   2903.8 ms  ✓ Downloads
  38121.0 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1749.1 ms  ✓ IteratorInterfaceExtensions
   1936.8 ms  ✓ IndirectArrays
   1944.6 ms  ✓ LaTeXStrings
   1947.9 ms  ✓ PolygonOps
   2137.9 ms  ✓ RangeArrays
   2127.5 ms  ✓ CEnum
   2132.0 ms  ✓ GeoFormatTypes
   2138.0 ms  ✓ StatsAPI
   2223.1 ms  ✓ Contour
   2336.7 ms  ✓ TensorCore
   2441.9 ms  ✓ TriplotBase
   3143.7 ms  ✓ AbstractFFTs
   2103.0 ms  ✓ OpenLibm_jll
   2301.1 ms  ✓ InverseFunctions
   4730.9 ms  ✓ FillArrays
   2697.2 ms  ✓ SuiteSparse_jll
   2896.3 ms  ✓ Statistics
   2793.9 ms  ✓ CompilerSupportLibraries_jll
   2895.6 ms  ✓ IterTools
   2579.8 ms  ✓ Observables
   3300.5 ms  ✓ Serialization
   3098.3 ms  ✓ OrderedCollections
   5537.0 ms  ✓ Format
   5642.6 ms  ✓ OffsetArrays
   2607.2 ms  ✓ Requires
   1885.4 ms  ✓ DataValueInterfaces
   2294.8 ms  ✓ EnumX
   4323.1 ms  ✓ Grisu
   1886.1 ms  ✓ Reexport
   2488.3 ms  ✓ StableRNGs
   2492.2 ms  ✓ IntervalSets
   2711.0 ms  ✓ DocStringExtensions
   1893.7 ms  ✓ PtrArrays
   2706.9 ms  ✓ AbstractTrees
   2285.1 ms  ✓ Mmap
   2410.1 ms  ✓ RoundingEmulator
   2498.3 ms  ✓ Extents
   2306.3 ms  ✓ PCRE2_jll
   2109.1 ms  ✓ LazyModules
   2811.0 ms  ✓ TranscodingStreams
   1797.4 ms  ✓ CRC32c
   2004.3 ms  ✓ DataAPI
   2319.8 ms  ✓ Inflate
   2389.7 ms  ✓ ConstructionBase
   2295.9 ms  ✓ MappedArrays
   2998.7 ms  ✓ StaticArraysCore
   2695.4 ms  ✓ Scratch
