nice: cannot set niceness: Permission denied
Precompiling packages...
   1431.1 ms  ✓ Logging
   1443.0 ms  ✓ UUIDs
   1475.9 ms  ✓ OpenSSL_jll
   1644.2 ms  ✓ MozillaCACerts_jll
   1703.6 ms  ✓ CompilerSupportLibraries_jll
   1706.6 ms  ✓ Zlib_jll
   1731.8 ms  ✓ nghttp2_jll
   1755.8 ms  ✓ Unicode
   1757.5 ms  ✓ Base64
   1813.2 ms  ✓ NetworkOptions
    664.4 ms  ✓ LibSSH2_jll
    604.3 ms  ✓ p7zip_jll
    682.0 ms  ✓ Printf
    478.1 ms  ✓ LibGit2_jll
    497.9 ms  ✓ LibCURL_jll
   3166.3 ms  ✓ ArgTools
    741.9 ms  ✓ LibCURL
    653.2 ms  ✓ Tar
   2955.7 ms  ✓ Dates
   3065.1 ms  ✓ LibGit2
    445.8 ms  ✓ TOML
   3087.9 ms  ✓ Downloads
   9414.7 ms  ✓ StyledStrings
   1709.0 ms  ✓ JuliaSyntaxHighlighting
   3908.2 ms  ✓ Markdown
  47784.0 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2409.0 ms  ✓ IteratorInterfaceExtensions
   2506.0 ms  ✓ RealDot
   2524.0 ms  ✓ DataValueInterfaces
   2533.5 ms  ✓ OpenLibm_jll
   2900.4 ms  ✓ Reexport
   3102.2 ms  ✓ Adapt
   3334.6 ms  ✓ AbstractFFTs
   3591.7 ms  ✓ Statistics
   3728.2 ms  ✓ DocStringExtensions
   4027.4 ms  ✓ Serialization
   4203.5 ms  ✓ EnzymeCore
   2503.4 ms  ✓ StatsAPI
   2588.9 ms  ✓ DataAPI
   5303.3 ms  ✓ FillArrays
   3083.2 ms  ✓ ProgressLogging
   2396.8 ms  ✓ Future
   3100.1 ms  ✓ Mmap
   2903.9 ms  ✓ SuiteSparse_jll
   2701.6 ms  ✓ PtrArrays
   2522.3 ms  ✓ SciMLPublic
   2795.8 ms  ✓ StaticArraysCore
   4092.8 ms  ✓ ADTypes
   2634.9 ms  ✓ HashArrayMappedTries
   3718.9 ms  ✓ Preferences
   9834.4 ms  ✓ OrderedCollections
   2396.9 ms  ✓ TableTraits
   4802.1 ms  ✓ Requires
  10607.6 ms  ✓ ConstructionBase
   3998.5 ms  ✓ GPUArraysCore
  11898.0 ms  ✓ UnsafeAtomics
   5309.3 ms  ✓ LazyArtifacts
   9596.4 ms  ✓ ShowCases
   2408.5 ms  ✓ EnzymeCore → AdaptExt
   2405.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   3016.3 ms  ✓ DelimitedFiles
   9816.1 ms  ✓ CEnum
   2876.3 ms  ✓ AliasTables
   2680.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2599.1 ms  ✓ ScopedValues
   2807.4 ms  ✓ DiffResults
   2787.3 ms  ✓ PrecompileTools
  15015.9 ms  ✓ IrrationalConstants
   3195.9 ms  ✓ JLLWrappers
   9823.3 ms  ✓ Compat
   2378.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2022.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   9188.8 ms  ✓ NaNMath
   2486.5 ms  ✓ Atomix
   2702.9 ms  ✓ LogExpFunctions
