nice: cannot set niceness: Permission denied
Precompiling packages...
   1465.8 ms  ✓ MozillaCACerts_jll
   1694.2 ms  ✓ OpenSSL_jll
   1673.3 ms  ✓ Logging
   1680.7 ms  ✓ CompilerSupportLibraries_jll
   1685.0 ms  ✓ UUIDs
   1683.7 ms  ✓ Zlib_jll
   1779.1 ms  ✓ Unicode
   1781.0 ms  ✓ nghttp2_jll
   1854.6 ms  ✓ NetworkOptions
   1890.2 ms  ✓ Base64
    557.1 ms  ✓ LibSSH2_jll
    628.9 ms  ✓ p7zip_jll
    684.4 ms  ✓ Printf
    489.3 ms  ✓ LibCURL_jll
    493.9 ms  ✓ LibGit2_jll
   3364.3 ms  ✓ ArgTools
    776.5 ms  ✓ LibCURL
    643.5 ms  ✓ Tar
   3009.4 ms  ✓ Dates
   3110.5 ms  ✓ LibGit2
    453.7 ms  ✓ TOML
   3106.2 ms  ✓ Downloads
   9640.0 ms  ✓ StyledStrings
   1649.7 ms  ✓ JuliaSyntaxHighlighting
   3971.1 ms  ✓ Markdown
  47378.5 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2413.0 ms  ✓ RealDot
   2510.5 ms  ✓ DataValueInterfaces
   2525.0 ms  ✓ OpenLibm_jll
   2708.4 ms  ✓ IteratorInterfaceExtensions
   2807.2 ms  ✓ Reexport
   3108.0 ms  ✓ Adapt
   3427.7 ms  ✓ AbstractFFTs
   3610.8 ms  ✓ DocStringExtensions
   3613.2 ms  ✓ Statistics
   3927.3 ms  ✓ Serialization
   4005.5 ms  ✓ EnzymeCore
   5016.5 ms  ✓ FillArrays
   2622.5 ms  ✓ StatsAPI
   2820.2 ms  ✓ DataAPI
   2910.7 ms  ✓ Mmap
   2190.7 ms  ✓ Future
   3279.8 ms  ✓ ProgressLogging
   2903.0 ms  ✓ SuiteSparse_jll
   2404.8 ms  ✓ PtrArrays
   2504.7 ms  ✓ SciMLPublic
   3899.2 ms  ✓ ADTypes
   2705.6 ms  ✓ StaticArraysCore
   2683.4 ms  ✓ HashArrayMappedTries
   9714.3 ms  ✓ ConstructionBase
   3717.4 ms  ✓ Preferences
   2504.3 ms  ✓ TableTraits
  10343.0 ms  ✓ OrderedCollections
   4802.7 ms  ✓ Requires
  11302.4 ms  ✓ UnsafeAtomics
   3692.1 ms  ✓ GPUArraysCore
   5377.5 ms  ✓ LazyArtifacts
   2502.0 ms  ✓ EnzymeCore → AdaptExt
   2688.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   9909.4 ms  ✓ ShowCases
   3102.1 ms  ✓ DelimitedFiles
  13914.9 ms  ✓ IrrationalConstants
   2511.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  10206.1 ms  ✓ CEnum
   2975.1 ms  ✓ AliasTables
   2624.0 ms  ✓ DiffResults
   2590.8 ms  ✓ ScopedValues
   9323.9 ms  ✓ Compat
   2790.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2874.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   2283.4 ms  ✓ PrecompileTools
   2305.8 ms  ✓ JLLWrappers
   2201.5 ms  ✓ Atomix
   9115.1 ms  ✓ NaNMath
   2533.2 ms  ✓ LogExpFunctions
   1872.3 ms  ✓ Compat → CompatLinearAlgebraExt
   7993.1 ms  ✓ Missings
  12115.6 ms  ✓ InteractiveUtils
   2094.3 ms  ✓ OpenSpecFun_jll
  16281.9 ms  ✓ MacroTools
  12619.0 ms  ✓ Distributed
   5295.8 ms  ✓ LLVMExtra_jll
   2219.9 ms  ✓ CommonSubexpressions
   7901.4 ms  ✓ Tables
   3299.5 ms  ✓ SimpleTraits
   6713.7 ms  ✓ Functors
   4794.0 ms  ✓ Setfield
   8606.9 ms  ✓ ChainRulesCore
   3582.5 ms  ✓ MLDataDevices
   4583.0 ms  ✓ MLCore
   2307.5 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2485.5 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2687.1 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3514.0 ms  ✓ ZygoteRules
  10905.9 ms  ✓ SpecialFunctions
  19092.5 ms  ✓ SparseArrays
   7969.6 ms  ✓ StructArrays
   2700.8 ms  ✓ MLDataDevices → ChainRulesCoreExt
