nice: cannot set niceness: Permission denied
Precompiling packages...
   1509.8 ms  ✓ MozillaCACerts_jll
   1620.2 ms  ✓ UUIDs
   1685.7 ms  ✓ Logging
   1713.7 ms  ✓ CompilerSupportLibraries_jll
   1741.4 ms  ✓ Unicode
   1819.4 ms  ✓ OpenSSL_jll
   1809.5 ms  ✓ Zlib_jll
   1826.7 ms  ✓ NetworkOptions
   1819.7 ms  ✓ nghttp2_jll
   1840.5 ms  ✓ Base64
    490.9 ms  ✓ LibSSH2_jll
    608.0 ms  ✓ p7zip_jll
    678.8 ms  ✓ Printf
    465.5 ms  ✓ LibGit2_jll
    464.0 ms  ✓ LibCURL_jll
   3370.4 ms  ✓ ArgTools
    769.1 ms  ✓ LibCURL
    660.4 ms  ✓ Tar
   3018.6 ms  ✓ Dates
   3079.5 ms  ✓ LibGit2
    469.5 ms  ✓ TOML
   3157.2 ms  ✓ Downloads
   9626.5 ms  ✓ StyledStrings
   1697.9 ms  ✓ JuliaSyntaxHighlighting
   3868.7 ms  ✓ Markdown
  47123.7 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2408.2 ms  ✓ Reexport
   2501.4 ms  ✓ RealDot
   2516.8 ms  ✓ DataValueInterfaces
   2607.1 ms  ✓ OpenLibm_jll
   3120.2 ms  ✓ AbstractFFTs
   3283.3 ms  ✓ IteratorInterfaceExtensions
   3484.9 ms  ✓ Statistics
   3612.0 ms  ✓ DocStringExtensions
   3783.3 ms  ✓ Adapt
   3902.8 ms  ✓ EnzymeCore
   3923.9 ms  ✓ Serialization
   2702.5 ms  ✓ DataAPI
   2703.3 ms  ✓ StatsAPI
   5510.5 ms  ✓ FillArrays
   2903.2 ms  ✓ ProgressLogging
   2302.8 ms  ✓ Future
   2824.5 ms  ✓ SuiteSparse_jll
   2491.6 ms  ✓ PtrArrays
   3296.5 ms  ✓ Mmap
   2595.9 ms  ✓ SciMLPublic
   2695.9 ms  ✓ StaticArraysCore
   4304.5 ms  ✓ ADTypes
   2997.5 ms  ✓ HashArrayMappedTries
   9883.4 ms  ✓ ConstructionBase
  10008.1 ms  ✓ OrderedCollections
   4395.1 ms  ✓ Requires
   2400.2 ms  ✓ TableTraits
