nice: cannot set niceness: Permission denied
Precompiling packages...
   1897.3 ms  ✓ Reexport
   1968.6 ms  ✓ RealDot
   2120.5 ms  ✓ DefineSingletons
   1969.7 ms  ✓ DataValueInterfaces
   2106.8 ms  ✓ OpenLibm_jll
   2278.3 ms  ✓ InverseFunctions
   2399.4 ms  ✓ DelimitedFiles
   2415.5 ms  ✓ Requires
   2701.4 ms  ✓ Compat
   2675.1 ms  ✓ DocStringExtensions
   2767.4 ms  ✓ AbstractFFTs
   3000.1 ms  ✓ OrderedCollections
   3182.9 ms  ✓ EnzymeCore
   1782.6 ms  ✓ IteratorInterfaceExtensions
   1914.2 ms  ✓ PrettyPrint
   2080.8 ms  ✓ DataAPI
   2325.2 ms  ✓ ConstructionBase
   1998.7 ms  ✓ StatsAPI
   4411.1 ms  ✓ FillArrays
   2167.4 ms  ✓ ArgCheck
   2297.6 ms  ✓ ShowCases
   2113.3 ms  ✓ CompilerSupportLibraries_jll
   1897.2 ms  ✓ CompositionsBase
   2585.7 ms  ✓ ProgressLogging
   2511.2 ms  ✓ SuiteSparse_jll
   5565.9 ms  ✓ IrrationalConstants
   1902.8 ms  ✓ PtrArrays
   1795.8 ms  ✓ SciMLPublic
   2133.6 ms  ✓ StaticArraysCore
   2707.7 ms  ✓ ADTypes
   2281.4 ms  ✓ HashArrayMappedTries
   1802.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2206.7 ms  ✓ NaNMath
   1908.6 ms  ✓ Adapt
   1808.9 ms  ✓ Compat → CompatLinearAlgebraExt
   3218.8 ms  ✓ Preferences
   3900.6 ms  ✓ InitialValues
   1765.8 ms  ✓ TableTraits
   2001.8 ms  ✓ NameResolution
   2114.1 ms  ✓ Missings
   1938.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2100.0 ms  ✓ DiffResults
   1911.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2291.4 ms  ✓ AliasTables
   2025.7 ms  ✓ ScopedValues
   5298.4 ms  ✓ Baselet
   3004.5 ms  ✓ LogExpFunctions
   1995.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   8319.2 ms  ✓ Distributed
   2303.5 ms  ✓ GPUArraysCore
   2184.5 ms  ✓ EnzymeCore → AdaptExt
   9514.4 ms  ✓ UnsafeAtomics
   2113.6 ms  ✓ ContextVariablesX
   2103.6 ms  ✓ PrecompileTools
   2297.6 ms  ✓ JLLWrappers
   1874.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1809.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   9232.8 ms  ✓ MacroTools
   2789.8 ms  ✓ Functors
   2364.5 ms  ✓ Atomix
   8093.6 ms  ✓ DataStructures
   3992.1 ms  ✓ Tables
   2895.6 ms  ✓ FLoopsBase
   2508.3 ms  ✓ OpenSpecFun_jll
   2395.6 ms  ✓ CommonSubexpressions
   5292.1 ms  ✓ ChainRulesCore
  12304.0 ms  ✓ Test
   3697.7 ms  ✓ MLDataDevices
   4062.4 ms  ✓ SimpleTraits
   2794.8 ms  ✓ SortingAlgorithms
   2298.0 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2305.5 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2404.5 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3600.7 ms  ✓ StructArrays
   5089.5 ms  ✓ Setfield
   3701.9 ms  ✓ ZygoteRules
   2202.3 ms  ✓ MLDataDevices → ChainRulesCoreExt
   2299.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   1896.5 ms  ✓ MLDataDevices → FillArraysExt
   6793.2 ms  ✓ IRTools
   1893.1 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2678.0 ms  ✓ MLCore
   7594.3 ms  ✓ Accessors
   2593.1 ms  ✓ SplittablesBase
   4585.5 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3768.1 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  13413.7 ms  ✓ SparseArrays
   1035.6 ms  ✓ StructArrays → StructArraysAdaptExt
   1017.9 ms  ✓ Accessors → LinearAlgebraExt
   1275.3 ms  ✓ SuiteSparse
   1286.4 ms  ✓ Adapt → AdaptSparseArraysExt
   1579.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1577.2 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1587.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1872.2 ms  ✓ Statistics
   1208.6 ms  ✓ Accessors → StructArraysExt
   7705.5 ms  ✓ SpecialFunctions
   1402.7 ms  ✓ Accessors → TestExt
   1282.8 ms  ✓ SparseInverseSubset
   1318.8 ms  ✓ MLDataDevices → SparseArraysExt
   1973.6 ms  ✓ BangBang
   1616.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   1492.0 ms  ✓ DiffRules
   1117.7 ms  ✓ BangBang → BangBangTablesExt
   1300.4 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1529.1 ms  ✓ MicroCollections
   2514.0 ms  ✓ Optimisers
   2995.1 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1192.7 ms  ✓ BangBang → BangBangStructArraysExt
    813.5 ms  ✓ Optimisers → OptimisersAdaptExt
    923.9 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   3837.5 ms  ✓ StatsBase
  15796.8 ms  ✓ StaticArrays
   3070.1 ms  ✓ Transducers
   4908.6 ms  ✓ ForwardDiff
   1191.1 ms  ✓ Transducers → TransducersAdaptExt
   1199.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   1200.7 ms  ✓ Adapt → AdaptStaticArraysExt
   1291.5 ms  ✓ FillArrays → FillArraysStaticArraysExt
   1296.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1541.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    821.5 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    725.0 ms  ✓ StructArrays → StructArraysStaticArraysExt
    744.2 ms  ✓ Accessors → StaticArraysExt
   7162.6 ms  ✓ ChainRules
    526.7 ms  ✓ BangBang → BangBangStaticArraysExt
    784.6 ms  ✓ MLDataDevices → ChainRulesExt
   4389.5 ms  ✓ KernelAbstractions
    864.5 ms  ✓ KernelAbstractions → LinearAlgebraExt
  34677.2 ms  ✓ MLStyle
    543.6 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
    575.4 ms  ✓ KernelAbstractions → EnzymeExt
    629.2 ms  ✓ KernelAbstractions → SparseArraysExt
   1604.5 ms  ✓ JuliaVariables
   2024.6 ms  ✓ FLoops
   3108.1 ms  ✓ NNlib
    718.3 ms  ✓ NNlib → NNlibSpecialFunctionsExt
    830.1 ms  ✓ OneHotArrays
    930.4 ms  ✓ NNlib → NNlibEnzymeCoreExt
    705.0 ms  ✓ NNlib → NNlibForwardDiffExt
    650.4 ms  ✓ MLDataDevices → OneHotArraysExt
   3643.4 ms  ✓ MLUtils
    940.9 ms  ✓ MLDataDevices → MLUtilsExt
  20888.9 ms  ✓ Zygote
    779.3 ms  ✓ MLDataDevices → ZygoteExt
   3758.8 ms  ✓ Flux
  146 dependencies successfully precompiled in 57 seconds
