nice: cannot set niceness: Permission denied
Precompiling packages...
   1983.9 ms  ✓ Reexport
   2186.5 ms  ✓ DefineSingletons
   2018.0 ms  ✓ OpenLibm_jll
   2032.9 ms  ✓ DataValueInterfaces
   2118.1 ms  ✓ RealDot
   2239.6 ms  ✓ DelimitedFiles
   2396.2 ms  ✓ InverseFunctions
   2610.7 ms  ✓ Requires
   2700.1 ms  ✓ DocStringExtensions
   2810.4 ms  ✓ AbstractFFTs
   2836.7 ms  ✓ Compat
   3036.9 ms  ✓ OrderedCollections
   3388.0 ms  ✓ EnzymeCore
   1808.5 ms  ✓ IteratorInterfaceExtensions
   1905.3 ms  ✓ DataAPI
   2007.1 ms  ✓ PrettyPrint
   2010.7 ms  ✓ ArgCheck
   2314.9 ms  ✓ ConstructionBase
   1908.0 ms  ✓ StatsAPI
   4529.0 ms  ✓ FillArrays
   2284.0 ms  ✓ CompilerSupportLibraries_jll
   2425.3 ms  ✓ ShowCases
   2084.8 ms  ✓ LazyArtifacts
   2497.4 ms  ✓ ProgressLogging
   2291.4 ms  ✓ SuiteSparse_jll
   5717.5 ms  ✓ IrrationalConstants
   1791.8 ms  ✓ CompositionsBase
   1961.1 ms  ✓ PtrArrays
   2179.0 ms  ✓ CEnum
   1867.4 ms  ✓ SciMLPublic
   2084.4 ms  ✓ StaticArraysCore
   2117.1 ms  ✓ HashArrayMappedTries
   3214.2 ms  ✓ ADTypes
   2000.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2114.7 ms  ✓ NaNMath
   3880.0 ms  ✓ InitialValues
   3010.0 ms  ✓ Preferences
   1828.0 ms  ✓ Compat → CompatLinearAlgebraExt
   2434.1 ms  ✓ Adapt
   2212.2 ms  ✓ TableTraits
   2379.2 ms  ✓ NameResolution
   2778.5 ms  ✓ Missings
   2212.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1715.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   7788.3 ms  ✓ Distributed
   4915.6 ms  ✓ Baselet
   2476.7 ms  ✓ AliasTables
   2807.9 ms  ✓ LogExpFunctions
   2392.9 ms  ✓ DiffResults
   9281.0 ms  ✓ UnsafeAtomics
   2318.1 ms  ✓ ScopedValues
   2220.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2119.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2103.3 ms  ✓ PrecompileTools
   2479.6 ms  ✓ JLLWrappers
