nice: cannot set niceness: Permission denied
Precompiling packages...
   1934.5 ms  ✓ Reexport
   2013.4 ms  ✓ RealDot
   2165.0 ms  ✓ DefineSingletons
   2021.2 ms  ✓ DataValueInterfaces
   2018.7 ms  ✓ OpenLibm_jll
   2333.9 ms  ✓ DelimitedFiles
   2317.9 ms  ✓ InverseFunctions
   2515.2 ms  ✓ Requires
   2819.8 ms  ✓ AbstractFFTs
   2826.4 ms  ✓ Compat
   2811.7 ms  ✓ DocStringExtensions
   3037.4 ms  ✓ OrderedCollections
   3098.6 ms  ✓ EnzymeCore
   1822.2 ms  ✓ IteratorInterfaceExtensions
   1910.8 ms  ✓ PrettyPrint
   2006.6 ms  ✓ DataAPI
   1982.5 ms  ✓ StatsAPI
   2005.0 ms  ✓ ArgCheck
   2422.6 ms  ✓ ConstructionBase
   4734.6 ms  ✓ FillArrays
   2325.2 ms  ✓ ShowCases
   2110.2 ms  ✓ CompilerSupportLibraries_jll
   2298.0 ms  ✓ ProgressLogging
   2018.9 ms  ✓ CompositionsBase
   2487.2 ms  ✓ SuiteSparse_jll
   5903.5 ms  ✓ IrrationalConstants
   1794.8 ms  ✓ PtrArrays
   2096.6 ms  ✓ SciMLPublic
   1981.6 ms  ✓ StaticArraysCore
   2080.9 ms  ✓ HashArrayMappedTries
   3075.4 ms  ✓ ADTypes
   1900.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2410.2 ms  ✓ NaNMath
   3583.3 ms  ✓ InitialValues
   2105.9 ms  ✓ Adapt
   2000.1 ms  ✓ Compat → CompatLinearAlgebraExt
   3196.4 ms  ✓ Preferences
   1812.8 ms  ✓ TableTraits
   2101.4 ms  ✓ NameResolution
   2226.8 ms  ✓ Missings
   2082.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1811.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2210.4 ms  ✓ ScopedValues
   2326.6 ms  ✓ DiffResults
   5500.3 ms  ✓ Baselet
   2604.3 ms  ✓ AliasTables
   7898.8 ms  ✓ Distributed
   1711.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   8720.4 ms  ✓ UnsafeAtomics
   2998.1 ms  ✓ LogExpFunctions
   2127.0 ms  ✓ EnzymeCore → AdaptExt
   2474.9 ms  ✓ GPUArraysCore
   1703.2 ms  ✓ PrecompileTools
   2280.1 ms  ✓ ContextVariablesX
   2287.7 ms  ✓ JLLWrappers
   2174.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2109.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2284.3 ms  ✓ Atomix
   2506.0 ms  ✓ Functors
   9485.3 ms  ✓ MacroTools
   7178.3 ms  ✓ DataStructures
   3794.1 ms  ✓ Tables
   2297.9 ms  ✓ FLoopsBase
   5274.0 ms  ✓ ChainRulesCore
   2905.9 ms  ✓ OpenSpecFun_jll
   2227.7 ms  ✓ SortingAlgorithms
   2805.4 ms  ✓ CommonSubexpressions
   3291.8 ms  ✓ SimpleTraits
  12790.8 ms  ✓ Test
   3686.5 ms  ✓ MLDataDevices
   2201.6 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2303.2 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   2005.1 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   4099.9 ms  ✓ StructArrays
   5580.4 ms  ✓ Setfield
   2493.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3724.0 ms  ✓ ZygoteRules
   1883.5 ms  ✓ MLDataDevices → FillArraysExt
   2315.0 ms  ✓ MLDataDevices → ChainRulesCoreExt
   3519.4 ms  ✓ MLCore
   1702.9 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   7310.7 ms  ✓ Accessors
   4797.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   7515.2 ms  ✓ IRTools
   4011.5 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
  13343.2 ms  ✓ SparseArrays
   2225.6 ms  ✓ SplittablesBase
   1179.1 ms  ✓ StructArrays → StructArraysAdaptExt
   1197.9 ms  ✓ Accessors → LinearAlgebraExt
   1256.5 ms  ✓ SuiteSparse
   1272.3 ms  ✓ Adapt → AdaptSparseArraysExt
   1475.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1518.4 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1532.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1791.3 ms  ✓ Statistics
   1283.4 ms  ✓ Accessors → StructArraysExt
   1478.6 ms  ✓ Accessors → TestExt
   1294.1 ms  ✓ SparseInverseSubset
   1390.3 ms  ✓ MLDataDevices → SparseArraysExt
   1870.7 ms  ✓ BangBang
   7609.7 ms  ✓ SpecialFunctions
   1370.8 ms  ✓ FillArrays → FillArraysStatisticsExt
   1121.8 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1230.5 ms  ✓ BangBang → BangBangTablesExt
   1274.2 ms  ✓ DiffRules
   1500.3 ms  ✓ MicroCollections
   2621.8 ms  ✓ Optimisers
   1070.6 ms  ✓ BangBang → BangBangStructArraysExt
    982.8 ms  ✓ Optimisers → OptimisersAdaptExt
    991.3 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   2813.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3865.8 ms  ✓ StatsBase
   3130.0 ms  ✓ Transducers
  16205.7 ms  ✓ StaticArrays
    971.7 ms  ✓ Transducers → TransducersAdaptExt
    996.4 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   1013.8 ms  ✓ Adapt → AdaptStaticArraysExt
   1111.4 ms  ✓ FillArrays → FillArraysStaticArraysExt
   1220.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   4823.4 ms  ✓ ForwardDiff
   1514.5 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    736.6 ms  ✓ StructArrays → StructArraysStaticArraysExt
    797.3 ms  ✓ Accessors → StaticArraysExt
    716.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   7111.5 ms  ✓ ChainRules
    578.0 ms  ✓ BangBang → BangBangStaticArraysExt
    557.3 ms  ✓ MLDataDevices → ChainRulesExt
   4208.1 ms  ✓ KernelAbstractions
   1546.5 ms  ✓ KernelAbstractions → LinearAlgebraExt
  35587.2 ms  ✓ MLStyle
    825.8 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
    907.9 ms  ✓ KernelAbstractions → EnzymeExt
    927.8 ms  ✓ KernelAbstractions → SparseArraysExt
   2243.1 ms  ✓ JuliaVariables
   4101.1 ms  ✓ NNlib
   3015.2 ms  ✓ FLoops
    944.1 ms  ✓ NNlib → NNlibSpecialFunctionsExt
