nice: cannot set niceness: Permission denied
Precompiling packages...
   2018.6 ms  ✓ Reexport
   2094.7 ms  ✓ DataValueInterfaces
   2239.0 ms  ✓ DefineSingletons
   2094.7 ms  ✓ RealDot
   2110.2 ms  ✓ OpenLibm_jll
   2321.9 ms  ✓ DelimitedFiles
   2322.9 ms  ✓ Requires
   2396.0 ms  ✓ InverseFunctions
   2792.9 ms  ✓ AbstractFFTs
   2767.6 ms  ✓ DocStringExtensions
   2831.4 ms  ✓ Compat
   2921.7 ms  ✓ OrderedCollections
   3173.4 ms  ✓ EnzymeCore
   1814.8 ms  ✓ IteratorInterfaceExtensions
   2100.0 ms  ✓ PrettyPrint
   2227.7 ms  ✓ ConstructionBase
   2204.2 ms  ✓ DataAPI
   2074.2 ms  ✓ StatsAPI
   2094.5 ms  ✓ ArgCheck
   4425.6 ms  ✓ FillArrays
   1893.2 ms  ✓ LazyArtifacts
   2579.4 ms  ✓ ShowCases
   2223.8 ms  ✓ CompilerSupportLibraries_jll
   2304.3 ms  ✓ ProgressLogging
   5397.9 ms  ✓ IrrationalConstants
   2718.1 ms  ✓ SuiteSparse_jll
   1909.0 ms  ✓ CompositionsBase
   1804.6 ms  ✓ PtrArrays
   1896.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2287.9 ms  ✓ CEnum
   1917.9 ms  ✓ StaticArraysCore
   2183.9 ms  ✓ SciMLPublic
   2197.5 ms  ✓ HashArrayMappedTries
   3683.6 ms  ✓ InitialValues
   1913.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3097.3 ms  ✓ Preferences
   2282.8 ms  ✓ NaNMath
   2316.5 ms  ✓ Adapt
   2278.8 ms  ✓ Compat → CompatLinearAlgebraExt
   1899.6 ms  ✓ TableTraits
   1833.1 ms  ✓ NameResolution
   2999.2 ms  ✓ ADTypes
   2312.3 ms  ✓ PrecompileTools
   1710.4 ms  ✓ ScopedValues
   5183.6 ms  ✓ Baselet
   2292.5 ms  ✓ AliasTables
   7974.0 ms  ✓ Distributed
   2715.3 ms  ✓ Missings
   2096.2 ms  ✓ JLLWrappers
   2495.2 ms  ✓ DiffResults
   9009.0 ms  ✓ UnsafeAtomics
   3080.5 ms  ✓ LogExpFunctions
   2301.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1888.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2217.7 ms  ✓ EnzymeCore → AdaptExt
   2212.6 ms  ✓ ContextVariablesX
   2310.9 ms  ✓ GPUArraysCore
   2003.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   9398.2 ms  ✓ MacroTools
   3101.4 ms  ✓ Functors
   2814.2 ms  ✓ LLVMExtra_jll
   3384.6 ms  ✓ Tables
   7516.7 ms  ✓ DataStructures
   2275.8 ms  ✓ FLoopsBase
   2499.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2992.7 ms  ✓ OpenSpecFun_jll
   2896.9 ms  ✓ Atomix
   2584.5 ms  ✓ CommonSubexpressions
   3375.5 ms  ✓ SimpleTraits
   6382.6 ms  ✓ ChainRulesCore
   3095.0 ms  ✓ MLDataDevices
  13072.3 ms  ✓ Test
   2677.3 ms  ✓ SortingAlgorithms
   3416.9 ms  ✓ StructArrays
   2011.5 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2101.2 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   5420.9 ms  ✓ Setfield
   2101.0 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
