nice: cannot set niceness: Permission denied
Precompiling packages...
   2012.5 ms  ✓ Reexport
   2173.2 ms  ✓ DefineSingletons
   2031.1 ms  ✓ RealDot
   2028.6 ms  ✓ OpenLibm_jll
   2032.6 ms  ✓ DataValueInterfaces
   2317.7 ms  ✓ DelimitedFiles
   2502.0 ms  ✓ InverseFunctions
   2613.1 ms  ✓ Requires
   2817.2 ms  ✓ OrderedCollections
   2825.3 ms  ✓ AbstractFFTs
   2938.9 ms  ✓ Compat
   2994.5 ms  ✓ DocStringExtensions
   3601.9 ms  ✓ EnzymeCore
   1889.9 ms  ✓ IteratorInterfaceExtensions
   1901.5 ms  ✓ PrettyPrint
   4214.2 ms  ✓ FillArrays
   2188.4 ms  ✓ ConstructionBase
   2361.2 ms  ✓ Adapt
   2372.6 ms  ✓ NaNMath
   2114.9 ms  ✓ DataAPI
   1904.9 ms  ✓ ArgCheck
   1900.5 ms  ✓ StatsAPI
   2086.6 ms  ✓ CompilerSupportLibraries_jll
   2305.3 ms  ✓ ShowCases
   2500.8 ms  ✓ ProgressLogging
   2007.2 ms  ✓ LazyArtifacts
   1800.2 ms  ✓ CompositionsBase
   6097.3 ms  ✓ IrrationalConstants
   1713.7 ms  ✓ SciMLPublic
   2392.5 ms  ✓ SuiteSparse_jll
   1913.5 ms  ✓ PtrArrays
   2474.6 ms  ✓ Missings
   2100.6 ms  ✓ HashArrayMappedTries
   2405.4 ms  ✓ StaticArraysCore
   3043.4 ms  ✓ ADTypes
   3694.1 ms  ✓ InitialValues
   2094.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2121.3 ms  ✓ Compat → CompatLinearAlgebraExt
   3077.6 ms  ✓ Preferences
   2209.8 ms  ✓ TableTraits
   2208.8 ms  ✓ NameResolution
   1991.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2492.4 ms  ✓ GPUArraysCore
   2391.6 ms  ✓ EnzymeCore → AdaptExt
   2082.9 ms  ✓ CEnum
   7200.3 ms  ✓ Distributed
   1999.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4785.3 ms  ✓ Baselet
   2208.1 ms  ✓ AliasTables
   2109.5 ms  ✓ ScopedValues
   2017.7 ms  ✓ DiffResults
   3088.5 ms  ✓ LogExpFunctions
   1814.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2113.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1911.1 ms  ✓ ContextVariablesX
   1907.5 ms  ✓ PrecompileTools
   2196.3 ms  ✓ JLLWrappers
   9187.1 ms  ✓ MacroTools
   2088.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7906.0 ms  ✓ DataStructures
   2900.5 ms  ✓ Functors
   2102.2 ms  ✓ FLoopsBase
   3689.0 ms  ✓ Tables
   2600.8 ms  ✓ OpenSpecFun_jll
   9300.0 ms  ✓ UnsafeAtomics
   2190.3 ms  ✓ CommonSubexpressions
   5409.0 ms  ✓ ChainRulesCore
   3207.2 ms  ✓ LLVMExtra_jll
