nice: cannot set niceness: Permission denied
Precompiling packages...
   1678.0 ms  ✓ MozillaCACerts_jll
   1686.2 ms  ✓ Unicode
   1682.2 ms  ✓ Zlib_jll
   1686.8 ms  ✓ UUIDs
   1693.9 ms  ✓ Logging
   1748.5 ms  ✓ OpenSSL_jll
   1776.6 ms  ✓ nghttp2_jll
   1818.4 ms  ✓ NetworkOptions
   1814.1 ms  ✓ Base64
   1877.2 ms  ✓ CompilerSupportLibraries_jll
    542.4 ms  ✓ LibSSH2_jll
    725.1 ms  ✓ Printf
    562.5 ms  ✓ p7zip_jll
    473.7 ms  ✓ LibCURL_jll
    486.9 ms  ✓ LibGit2_jll
   3307.8 ms  ✓ ArgTools
    787.5 ms  ✓ LibCURL
    636.6 ms  ✓ Tar
   2937.4 ms  ✓ Dates
    457.1 ms  ✓ TOML
   3192.3 ms  ✓ LibGit2
   2996.7 ms  ✓ Downloads
   9630.5 ms  ✓ StyledStrings
   1772.2 ms  ✓ JuliaSyntaxHighlighting
   3936.9 ms  ✓ Markdown
  47044.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2435.5 ms  ✓ DataValueInterfaces
   2523.7 ms  ✓ RealDot
   2603.6 ms  ✓ Reexport
   2605.8 ms  ✓ OpenLibm_jll
   2995.5 ms  ✓ Adapt
   2991.8 ms  ✓ IteratorInterfaceExtensions
   3312.8 ms  ✓ Statistics
   3511.5 ms  ✓ DocStringExtensions
   3520.7 ms  ✓ AbstractFFTs
   4210.1 ms  ✓ EnzymeCore
   4321.7 ms  ✓ Serialization
   2503.3 ms  ✓ StatsAPI
   5106.2 ms  ✓ FillArrays
   2675.0 ms  ✓ DataAPI
   2697.6 ms  ✓ ProgressLogging
   2788.7 ms  ✓ Mmap
   2595.2 ms  ✓ Future
   3389.2 ms  ✓ GPUArraysCore
   2506.9 ms  ✓ PtrArrays
   4075.5 ms  ✓ ADTypes
   2607.0 ms  ✓ SciMLPublic
   2725.4 ms  ✓ HashArrayMappedTries
   2914.5 ms  ✓ StaticArraysCore
   3515.1 ms  ✓ Preferences
  10023.0 ms  ✓ OrderedCollections
   4780.9 ms  ✓ Requires
   2388.9 ms  ✓ TableTraits
   2315.4 ms  ✓ EnzymeCore → AdaptExt
   2796.1 ms  ✓ SuiteSparse_jll
  10802.6 ms  ✓ ConstructionBase
   5695.2 ms  ✓ LazyArtifacts
  12400.4 ms  ✓ UnsafeAtomics
   2489.0 ms  ✓ FillArrays → FillArraysStatisticsExt
  10222.9 ms  ✓ ShowCases
   2485.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2694.7 ms  ✓ DelimitedFiles
   2786.3 ms  ✓ AliasTables
   9187.7 ms  ✓ CEnum
   3384.1 ms  ✓ ScopedValues
  14801.8 ms  ✓ IrrationalConstants
   2473.1 ms  ✓ PrecompileTools
   9493.0 ms  ✓ Compat
   2898.2 ms  ✓ JLLWrappers
   3007.2 ms  ✓ DiffResults
   2595.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2606.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2813.8 ms  ✓ Atomix
   9132.5 ms  ✓ NaNMath
   1736.9 ms  ✓ Compat → CompatLinearAlgebraExt
   2586.6 ms  ✓ LogExpFunctions
   8021.2 ms  ✓ Missings
   2735.3 ms  ✓ OpenSpecFun_jll
  12482.6 ms  ✓ InteractiveUtils
  16280.6 ms  ✓ MacroTools
   5112.8 ms  ✓ LLVMExtra_jll
   7776.6 ms  ✓ Tables
   2225.3 ms  ✓ CommonSubexpressions
   3584.8 ms  ✓ SimpleTraits
  13604.6 ms  ✓ Distributed
   4700.9 ms  ✓ Setfield
   7225.5 ms  ✓ Functors
   8869.9 ms  ✓ ChainRulesCore
   3278.7 ms  ✓ MLDataDevices
   7295.1 ms  ✓ StructArrays
   4903.5 ms  ✓ MLCore
   2481.8 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
