nice: cannot set niceness: Permission denied
Precompiling packages...
   1979.8 ms  ✓ Reexport
   1992.5 ms  ✓ RealDot
   1993.2 ms  ✓ DataValueInterfaces
   2141.5 ms  ✓ DefineSingletons
   2093.5 ms  ✓ OpenLibm_jll
   2188.7 ms  ✓ InverseFunctions
   2401.4 ms  ✓ DelimitedFiles
   2402.2 ms  ✓ Requires
   2790.1 ms  ✓ AbstractFFTs
   2801.9 ms  ✓ Compat
   3001.2 ms  ✓ OrderedCollections
   3038.5 ms  ✓ DocStringExtensions
   3084.9 ms  ✓ EnzymeCore
   1711.5 ms  ✓ IteratorInterfaceExtensions
   1998.9 ms  ✓ DataAPI
   2108.6 ms  ✓ ConstructionBase
   2186.2 ms  ✓ PrettyPrint
   2114.1 ms  ✓ ArgCheck
   2189.4 ms  ✓ StatsAPI
   4596.3 ms  ✓ FillArrays
   2592.0 ms  ✓ ShowCases
   2305.3 ms  ✓ CompilerSupportLibraries_jll
   2401.6 ms  ✓ ProgressLogging
   2140.4 ms  ✓ SuiteSparse_jll
   2281.4 ms  ✓ CompositionsBase
   5665.4 ms  ✓ IrrationalConstants
   1720.5 ms  ✓ PtrArrays
   1908.0 ms  ✓ SciMLPublic
   2693.7 ms  ✓ ADTypes
   2304.2 ms  ✓ StaticArraysCore
   2004.9 ms  ✓ HashArrayMappedTries
   1801.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2296.4 ms  ✓ NaNMath
   1896.2 ms  ✓ Compat → CompatLinearAlgebraExt
   2111.7 ms  ✓ Adapt
   3008.5 ms  ✓ Preferences
   3809.8 ms  ✓ InitialValues
   1802.9 ms  ✓ TableTraits
   1987.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2106.9 ms  ✓ Missings
   1907.9 ms  ✓ NameResolution
   4896.3 ms  ✓ Baselet
   2084.3 ms  ✓ DiffResults
   2536.9 ms  ✓ AliasTables
   2340.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1996.5 ms  ✓ ScopedValues
   8789.5 ms  ✓ UnsafeAtomics
   1915.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   8094.1 ms  ✓ Distributed
   2100.2 ms  ✓ ContextVariablesX
   3682.0 ms  ✓ LogExpFunctions
   2500.6 ms  ✓ GPUArraysCore
   2297.7 ms  ✓ PrecompileTools
   2500.7 ms  ✓ EnzymeCore → AdaptExt
   2289.9 ms  ✓ JLLWrappers
   1959.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1812.1 ms  ✓ FLoopsBase
   9300.4 ms  ✓ MacroTools
   1913.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2808.9 ms  ✓ Functors
   7298.1 ms  ✓ DataStructures
   2872.8 ms  ✓ Atomix
   3493.7 ms  ✓ Tables
   2200.2 ms  ✓ CommonSubexpressions
   2495.4 ms  ✓ OpenSpecFun_jll
   6402.7 ms  ✓ ChainRulesCore
   2403.8 ms  ✓ SortingAlgorithms
   3594.9 ms  ✓ SimpleTraits
   3296.1 ms  ✓ MLDataDevices
  12815.0 ms  ✓ Test
   1997.9 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   3711.8 ms  ✓ StructArrays
   2396.7 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2506.2 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   5293.1 ms  ✓ Setfield
   2187.8 ms  ✓ MLDataDevices → FillArraysExt
   2307.6 ms  ✓ MLDataDevices → ChainRulesCoreExt
   3784.1 ms  ✓ ZygoteRules
   2088.7 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   1911.6 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   3387.6 ms  ✓ MLCore
   7305.3 ms  ✓ IRTools
   7479.1 ms  ✓ Accessors
   4503.2 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2402.5 ms  ✓ SplittablesBase
    992.0 ms  ✓ StructArrays → StructArraysAdaptExt
  13423.1 ms  ✓ SparseArrays
   3398.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1011.5 ms  ✓ Accessors → LinearAlgebraExt
   1280.4 ms  ✓ SuiteSparse
   1562.5 ms  ✓ Adapt → AdaptSparseArraysExt
   1574.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1657.7 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1693.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1798.1 ms  ✓ Statistics
   1485.1 ms  ✓ Accessors → StructArraysExt
   1499.3 ms  ✓ Accessors → TestExt
   7929.6 ms  ✓ SpecialFunctions
   1189.3 ms  ✓ SparseInverseSubset
   2004.8 ms  ✓ BangBang
   1500.6 ms  ✓ MLDataDevices → SparseArraysExt
   1482.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   1179.6 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1489.0 ms  ✓ DiffRules
   1291.0 ms  ✓ BangBang → BangBangTablesExt
   1589.5 ms  ✓ MicroCollections
   2621.4 ms  ✓ Optimisers
   1003.5 ms  ✓ BangBang → BangBangStructArraysExt
   3004.0 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    919.0 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
    917.5 ms  ✓ Optimisers → OptimisersAdaptExt
   3821.5 ms  ✓ StatsBase
   3083.3 ms  ✓ Transducers
  15522.7 ms  ✓ StaticArrays
   1084.3 ms  ✓ Adapt → AdaptStaticArraysExt
   1123.8 ms  ✓ Transducers → TransducersAdaptExt
   1166.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1268.5 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   1266.2 ms  ✓ FillArrays → FillArraysStaticArraysExt
   4897.6 ms  ✓ ForwardDiff
   1483.7 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    794.9 ms  ✓ StructArrays → StructArraysStaticArraysExt
    809.3 ms  ✓ Accessors → StaticArraysExt
    710.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    504.2 ms  ✓ BangBang → BangBangStaticArraysExt
   7318.3 ms  ✓ ChainRules
   1097.6 ms  ✓ MLDataDevices → ChainRulesExt
   4305.2 ms  ✓ KernelAbstractions
