nice: cannot set niceness: Permission denied
Precompiling packages...
   1857.7 ms  ✓ Reexport
   1896.4 ms  ✓ RealDot
   1897.5 ms  ✓ DataValueInterfaces
   1893.8 ms  ✓ OpenLibm_jll
   2131.7 ms  ✓ DefineSingletons
   2387.3 ms  ✓ Requires
   2439.0 ms  ✓ InverseFunctions
   2483.3 ms  ✓ DelimitedFiles
   2682.3 ms  ✓ Compat
   2769.2 ms  ✓ AbstractFFTs
   2809.1 ms  ✓ DocStringExtensions
   3048.1 ms  ✓ OrderedCollections
   3353.5 ms  ✓ EnzymeCore
   1792.8 ms  ✓ IteratorInterfaceExtensions
   2096.1 ms  ✓ DataAPI
   2287.3 ms  ✓ PrettyPrint
   2382.9 ms  ✓ ConstructionBase
   1943.1 ms  ✓ StatsAPI
   2090.0 ms  ✓ ArgCheck
   4483.8 ms  ✓ FillArrays
   2196.0 ms  ✓ ShowCases
   2400.6 ms  ✓ CompilerSupportLibraries_jll
   2400.7 ms  ✓ ProgressLogging
   2342.0 ms  ✓ SuiteSparse_jll
   2094.2 ms  ✓ CompositionsBase
   5706.1 ms  ✓ IrrationalConstants
   2004.7 ms  ✓ PtrArrays
   2005.8 ms  ✓ SciMLPublic
   2103.5 ms  ✓ HashArrayMappedTries
   2169.8 ms  ✓ StaticArraysCore
   2210.5 ms  ✓ NaNMath
   1908.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2195.2 ms  ✓ Adapt
   1804.9 ms  ✓ Compat → CompatLinearAlgebraExt
   3115.6 ms  ✓ Preferences
   3612.1 ms  ✓ InitialValues
   1701.0 ms  ✓ TableTraits
   2050.8 ms  ✓ NameResolution
   2200.0 ms  ✓ Missings
   2197.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2358.1 ms  ✓ AliasTables
   2087.5 ms  ✓ DiffResults
   2288.8 ms  ✓ ScopedValues
   5270.3 ms  ✓ Baselet
   2440.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3092.6 ms  ✓ LogExpFunctions
   1992.7 ms  ✓ EnzymeCore → AdaptExt
   8098.6 ms  ✓ Distributed
   2234.9 ms  ✓ GPUArraysCore
   9016.9 ms  ✓ UnsafeAtomics
   1911.8 ms  ✓ ContextVariablesX
   1798.2 ms  ✓ PrecompileTools
   2001.2 ms  ✓ JLLWrappers
   1706.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2260.5 ms  ✓ Functors
   1893.8 ms  ✓ Atomix
   9289.2 ms  ✓ MacroTools
   1692.0 ms  ✓ FLoopsBase
   7099.7 ms  ✓ DataStructures
   3244.2 ms  ✓ Tables
   2607.4 ms  ✓ OpenSpecFun_jll
   5198.9 ms  ✓ ChainRulesCore
   2292.0 ms  ✓ CommonSubexpressions
   2943.3 ms  ✓ MLDataDevices
  11968.5 ms  ✓ Test
   2992.9 ms  ✓ SortingAlgorithms
   3391.7 ms  ✓ SimpleTraits
   2105.9 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   3993.3 ms  ✓ StructArrays
   4706.0 ms  ✓ Setfield
   2185.7 ms  ✓ MLDataDevices → MLDataDevicesFillArraysExt
   2149.6 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2506.4 ms  ✓ MLDataDevices → MLDataDevicesChainRulesCoreExt
   3749.0 ms  ✓ ZygoteRules
   1694.1 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2916.0 ms  ✓ MLCore
   6414.0 ms  ✓ IRTools
   4417.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3510.6 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2203.2 ms  ✓ SplittablesBase
  12598.7 ms  ✓ SparseArrays
   7115.1 ms  ✓ Accessors
   1198.6 ms  ✓ StructArrays → StructArraysAdaptExt
   1092.8 ms  ✓ Adapt → AdaptSparseArraysExt
   1303.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1317.1 ms  ✓ SuiteSparse
   1279.7 ms  ✓ Accessors → LinearAlgebraExt
   1397.0 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1412.9 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1616.9 ms  ✓ Statistics
   7778.5 ms  ✓ SpecialFunctions
   1170.6 ms  ✓ SparseInverseSubset
   1587.3 ms  ✓ MLDataDevices → MLDataDevicesSparseArraysExt
   1293.3 ms  ✓ Accessors → StructArraysExt
   1395.0 ms  ✓ Accessors → TestExt
   1376.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   1790.5 ms  ✓ BangBang
   1213.0 ms  ✓ DiffRules
   2466.3 ms  ✓ Optimisers
   1107.0 ms  ✓ BangBang → BangBangTablesExt
   1168.8 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1500.7 ms  ✓ MicroCollections
   1004.2 ms  ✓ Optimisers → OptimisersAdaptExt
   1005.9 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   1088.9 ms  ✓ BangBang → BangBangStructArraysExt
   2912.5 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   3881.7 ms  ✓ StatsBase
  15575.5 ms  ✓ StaticArrays
   2792.1 ms  ✓ Transducers
    928.0 ms  ✓ Adapt → AdaptStaticArraysExt
   1056.5 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   1055.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   4806.1 ms  ✓ ForwardDiff
   1238.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1140.1 ms  ✓ Transducers → TransducersAdaptExt
    772.3 ms  ✓ StructArrays → StructArraysStaticArraysExt
    805.6 ms  ✓ Accessors → StaticArraysExt
    755.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   7125.7 ms  ✓ ChainRules
    542.4 ms  ✓ BangBang → BangBangStaticArraysExt
    515.0 ms  ✓ MLDataDevices → MLDataDevicesChainRulesExt
   3608.6 ms  ✓ KernelAbstractions
   1674.7 ms  ✓ KernelAbstractions → LinearAlgebraExt
  33986.5 ms  ✓ MLStyle
