nice: cannot set niceness: Permission denied
Precompiling packages...
   1892.0 ms  ✓ Reexport
   1909.5 ms  ✓ DataValueInterfaces
   2063.5 ms  ✓ DefineSingletons
   1916.0 ms  ✓ RealDot
   2096.0 ms  ✓ OpenLibm_jll
   2216.2 ms  ✓ DelimitedFiles
   2367.1 ms  ✓ InverseFunctions
   2404.5 ms  ✓ Requires
   2806.7 ms  ✓ Compat
   2814.8 ms  ✓ DocStringExtensions
   2909.5 ms  ✓ AbstractFFTs
   3003.0 ms  ✓ OrderedCollections
   3261.8 ms  ✓ EnzymeCore
   1907.4 ms  ✓ IteratorInterfaceExtensions
   2094.2 ms  ✓ PrettyPrint
   2297.8 ms  ✓ ConstructionBase
   2111.0 ms  ✓ DataAPI
   2152.3 ms  ✓ ArgCheck
   1964.3 ms  ✓ StatsAPI
   1994.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4616.7 ms  ✓ FillArrays
   2202.9 ms  ✓ ProgressLogging
   2404.2 ms  ✓ CompilerSupportLibraries_jll
   2068.6 ms  ✓ CompositionsBase
   2493.0 ms  ✓ SuiteSparse_jll
   1703.0 ms  ✓ PtrArrays
   6011.5 ms  ✓ IrrationalConstants
   1933.2 ms  ✓ SciMLPublic
   2010.7 ms  ✓ HashArrayMappedTries
   2075.0 ms  ✓ StaticArraysCore
   2206.4 ms  ✓ NaNMath
   2018.4 ms  ✓ Adapt
   2330.8 ms  ✓ ShowCases
   1802.5 ms  ✓ Compat → CompatLinearAlgebraExt
   3097.5 ms  ✓ Preferences
   1696.4 ms  ✓ TableTraits
   3956.6 ms  ✓ InitialValues
   1987.7 ms  ✓ NameResolution
   1948.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2085.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2383.6 ms  ✓ Missings
   2189.5 ms  ✓ ContextVariablesX
   2488.2 ms  ✓ AliasTables
   5199.7 ms  ✓ Baselet
   2395.2 ms  ✓ ScopedValues
   2239.0 ms  ✓ DiffResults
   2185.5 ms  ✓ EnzymeCore → AdaptExt
   7896.0 ms  ✓ Distributed
   2415.3 ms  ✓ GPUArraysCore
   8853.7 ms  ✓ UnsafeAtomics
   1616.8 ms  ✓ PrecompileTools
   1894.7 ms  ✓ JLLWrappers
   1958.0 ms  ✓ FLoopsBase
   2106.1 ms  ✓ Functors
   2713.5 ms  ✓ LogExpFunctions
   1986.5 ms  ✓ Atomix
   8999.4 ms  ✓ MacroTools
   6959.7 ms  ✓ DataStructures
   3298.0 ms  ✓ Tables
   2092.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2243.3 ms  ✓ SortingAlgorithms
   2494.5 ms  ✓ CommonSubexpressions
   3295.3 ms  ✓ OpenSpecFun_jll
   3010.2 ms  ✓ MLDataDevices
   6024.8 ms  ✓ ChainRulesCore
  11885.1 ms  ✓ Test
   3178.1 ms  ✓ SimpleTraits
   3606.2 ms  ✓ StructArrays
   2018.3 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   2257.9 ms  ✓ MLDataDevices → FillArraysExt
   2178.2 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   5041.8 ms  ✓ Setfield
   2322.2 ms  ✓ MLDataDevices → ChainRulesCoreExt
   2327.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3300.7 ms  ✓ ZygoteRules
   1594.6 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   6489.4 ms  ✓ IRTools
   4311.3 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   4013.0 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   2883.3 ms  ✓ MLCore
   2195.1 ms  ✓ SplittablesBase
   7222.2 ms  ✓ Accessors
    992.6 ms  ✓ StructArrays → StructArraysAdaptExt
  12613.1 ms  ✓ SparseArrays
    890.3 ms  ✓ Accessors → LinearAlgebraExt
   1186.8 ms  ✓ Adapt → AdaptSparseArraysExt
   1401.5 ms  ✓ SuiteSparse
   1500.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1584.1 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1593.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   1786.2 ms  ✓ Statistics
   1309.5 ms  ✓ Accessors → StructArraysExt
   1509.0 ms  ✓ Accessors → TestExt
   7304.9 ms  ✓ SpecialFunctions
   1265.8 ms  ✓ MLDataDevices → SparseArraysExt
   1796.7 ms  ✓ BangBang
   1189.5 ms  ✓ SparseInverseSubset
   1497.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   1299.1 ms  ✓ BangBang → BangBangChainRulesCoreExt
   1304.4 ms  ✓ BangBang → BangBangTablesExt
   1507.7 ms  ✓ DiffRules
   1507.7 ms  ✓ MicroCollections
   2415.7 ms  ✓ Optimisers
    998.6 ms  ✓ BangBang → BangBangStructArraysExt
    817.7 ms  ✓ Optimisers → OptimisersAdaptExt
   2798.8 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    983.9 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   3718.0 ms  ✓ StatsBase
   3130.6 ms  ✓ Transducers
  15932.6 ms  ✓ StaticArrays
    861.6 ms  ✓ Adapt → AdaptStaticArraysExt
    941.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    954.1 ms  ✓ Transducers → TransducersAdaptExt
    946.8 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1215.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4532.9 ms  ✓ ForwardDiff
    838.8 ms  ✓ StructArrays → StructArraysStaticArraysExt
    865.0 ms  ✓ Accessors → StaticArraysExt
    689.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    528.9 ms  ✓ BangBang → BangBangStaticArraysExt
   6973.8 ms  ✓ ChainRules
   1126.6 ms  ✓ MLDataDevices → ChainRulesExt
   4170.8 ms  ✓ KernelAbstractions
   1209.3 ms  ✓ KernelAbstractions → LinearAlgebraExt
  34100.6 ms  ✓ MLStyle
    615.2 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
    648.6 ms  ✓ KernelAbstractions → EnzymeExt
    686.0 ms  ✓ KernelAbstractions → SparseArraysExt
   1502.0 ms  ✓ JuliaVariables
   3052.6 ms  ✓ NNlib
   2099.8 ms  ✓ FLoops
    730.0 ms  ✓ NNlib → NNlibSpecialFunctionsExt
    830.0 ms  ✓ OneHotArrays
    904.0 ms  ✓ NNlib → NNlibEnzymeCoreExt
    707.7 ms  ✓ NNlib → NNlibForwardDiffExt
    663.9 ms  ✓ MLDataDevices → OneHotArraysExt
   3589.1 ms  ✓ MLUtils
    944.9 ms  ✓ MLDataDevices → MLUtilsExt
  20848.2 ms  ✓ Zygote
    795.2 ms  ✓ MLDataDevices → ZygoteExt
   3774.3 ms  ✓ Flux
  141 dependencies successfully precompiled in 56 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 177.16
	System time (seconds): 24.90
	Percent of CPU this job got: 355%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 0:56.81
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 960868
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 306
	Minor (reclaiming a frame) page faults: 6010497
	Voluntary context switches: 173879
	Involuntary context switches: 55769
	Swaps: 0
	File system inputs: 0
	File system outputs: 453048
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
