nice: cannot set niceness: Permission denied
Precompiling packages...
   1496.1 ms  ✓ MozillaCACerts_jll
   1607.5 ms  ✓ Logging
   1688.2 ms  ✓ Zlib_jll
   1719.9 ms  ✓ OpenSSL_jll
   1704.2 ms  ✓ UUIDs
   1767.2 ms  ✓ nghttp2_jll
   1789.9 ms  ✓ Unicode
   1784.7 ms  ✓ Base64
   1792.6 ms  ✓ NetworkOptions
   1791.0 ms  ✓ CompilerSupportLibraries_jll
    522.8 ms  ✓ LibSSH2_jll
    541.0 ms  ✓ p7zip_jll
    646.9 ms  ✓ Printf
    486.0 ms  ✓ LibCURL_jll
    489.5 ms  ✓ LibGit2_jll
   3333.4 ms  ✓ ArgTools
    785.0 ms  ✓ LibCURL
    666.4 ms  ✓ Tar
   3055.6 ms  ✓ Dates
   3156.8 ms  ✓ LibGit2
    456.4 ms  ✓ TOML
   3083.1 ms  ✓ Downloads
   9610.5 ms  ✓ StyledStrings
   1626.8 ms  ✓ JuliaSyntaxHighlighting
   3860.7 ms  ✓ Markdown
  48266.0 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2397.3 ms  ✓ DataValueInterfaces
   2398.7 ms  ✓ RealDot
   2488.1 ms  ✓ Reexport
   2657.5 ms  ✓ IteratorInterfaceExtensions
   2691.5 ms  ✓ OpenLibm_jll
   3072.3 ms  ✓ Adapt
   3301.5 ms  ✓ AbstractFFTs
   3484.3 ms  ✓ DocStringExtensions
   3684.8 ms  ✓ Statistics
   3792.6 ms  ✓ Serialization
   3979.8 ms  ✓ EnzymeCore
   2688.8 ms  ✓ StatsAPI
   2811.9 ms  ✓ DataAPI
   5499.6 ms  ✓ FillArrays
   3014.4 ms  ✓ ProgressLogging
   2905.3 ms  ✓ Mmap
   2373.9 ms  ✓ PtrArrays
   3093.4 ms  ✓ SuiteSparse_jll
   2699.3 ms  ✓ Future
   2814.7 ms  ✓ StaticArraysCore
   2778.9 ms  ✓ HashArrayMappedTries
   3996.4 ms  ✓ Preferences
  10172.2 ms  ✓ ConstructionBase
   4910.4 ms  ✓ Requires
  10411.9 ms  ✓ OrderedCollections
   3396.9 ms  ✓ GPUArraysCore
   5685.9 ms  ✓ LazyArtifacts
  12516.3 ms  ✓ UnsafeAtomics
  10309.6 ms  ✓ ShowCases
   8907.1 ms  ✓ CEnum
   2878.2 ms  ✓ EnzymeCore → AdaptExt
  10394.2 ms  ✓ BFloat16s
   2802.0 ms  ✓ FillArrays → FillArraysStatisticsExt
  14289.8 ms  ✓ IrrationalConstants
   3405.1 ms  ✓ DelimitedFiles
   2580.2 ms  ✓ TableTraits
   3107.7 ms  ✓ AliasTables
   2587.6 ms  ✓ DiffResults
   2696.5 ms  ✓ ScopedValues
   2731.1 ms  ✓ PrecompileTools
  10388.9 ms  ✓ Compat
   2806.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3118.9 ms  ✓ JLLWrappers
   9483.6 ms  ✓ NaNMath
   2904.3 ms  ✓ Atomix
   2217.3 ms  ✓ Compat → CompatLinearAlgebraExt
   3332.5 ms  ✓ LogExpFunctions
   2702.2 ms  ✓ SciMLPublic
   2919.6 ms  ✓ OpenSpecFun_jll
  13139.4 ms  ✓ InteractiveUtils
   9358.9 ms  ✓ Missings
   4495.8 ms  ✓ ADTypes
  17815.5 ms  ✓ MacroTools
   7791.0 ms  ✓ DataStructures
   2698.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   6883.7 ms  ✓ LLVMExtra_jll
   2803.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2993.0 ms  ✓ CommonSubexpressions
   2694.0 ms  ✓ SortingAlgorithms
  14904.4 ms  ✓ Distributed
   3807.1 ms  ✓ SimpleTraits
   7676.0 ms  ✓ Functors
  10797.1 ms  ✓ Tables
   4981.6 ms  ✓ Setfield
   9489.9 ms  ✓ ChainRulesCore
  21413.6 ms  ✓ SparseArrays
   2115.5 ms  ✓ MLDataDevices
   4113.8 ms  ✓ MLCore
   2886.2 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2883.8 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
  11480.0 ms  ✓ SpecialFunctions
   2990.1 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   3400.5 ms  ✓ Statistics → SparseArraysExt
   3287.7 ms  ✓ SuiteSparse
   3577.7 ms  ✓ Adapt → AdaptSparseArraysExt
   3911.1 ms  ✓ ZygoteRules
  11904.0 ms  ✓ IRTools
   3293.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2898.8 ms  ✓ MLDataDevices → FillArraysExt
   3106.2 ms  ✓ MLDataDevices → ChainRulesCoreExt
   3396.5 ms  ✓ MLDataDevices → SparseArraysExt
   8224.7 ms  ✓ StructArrays
   3105.1 ms  ✓ DiffRules
   3293.9 ms  ✓ SparseInverseSubset
   7588.6 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1677.0 ms  ✓ StructArrays → StructArraysAdaptExt
   1779.0 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2083.7 ms  ✓ StructArrays → StructArraysSparseArraysExt
   5712.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   6382.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   9410.0 ms  ✓ Optimisers
    898.8 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
    917.5 ms  ✓ Optimisers → OptimisersAdaptExt
   8009.2 ms  ✓ StatsBase
  25202.6 ms  ✓ StaticArrays
   1582.1 ms  ✓ Adapt → AdaptStaticArraysExt
