nice: cannot set niceness: Permission denied
Precompiling packages...
   1623.6 ms  ✓ MozillaCACerts_jll
   1703.3 ms  ✓ Zlib_jll
   1705.3 ms  ✓ UUIDs
   1743.6 ms  ✓ OpenSSL_jll
   1717.4 ms  ✓ Logging
   1744.4 ms  ✓ Unicode
   1743.2 ms  ✓ Base64
   1816.4 ms  ✓ NetworkOptions
   1819.0 ms  ✓ nghttp2_jll
   1864.8 ms  ✓ CompilerSupportLibraries_jll
    513.5 ms  ✓ LibSSH2_jll
    563.5 ms  ✓ p7zip_jll
    702.9 ms  ✓ Printf
    521.8 ms  ✓ LibGit2_jll
    520.1 ms  ✓ LibCURL_jll
   3505.2 ms  ✓ ArgTools
    762.7 ms  ✓ LibCURL
    635.6 ms  ✓ Tar
   3061.1 ms  ✓ Dates
   3103.2 ms  ✓ LibGit2
    452.6 ms  ✓ TOML
   3061.7 ms  ✓ Downloads
   9618.2 ms  ✓ StyledStrings
   1681.9 ms  ✓ JuliaSyntaxHighlighting
   3909.0 ms  ✓ Markdown
  47684.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2399.1 ms  ✓ DataValueInterfaces
   2379.5 ms  ✓ IteratorInterfaceExtensions
   2495.8 ms  ✓ RealDot
   2506.1 ms  ✓ OpenLibm_jll
   2694.6 ms  ✓ Reexport
   3209.0 ms  ✓ AbstractFFTs
   3271.4 ms  ✓ Adapt
   3395.5 ms  ✓ Statistics
   3790.2 ms  ✓ DocStringExtensions
   3797.5 ms  ✓ EnzymeCore
   3815.9 ms  ✓ Serialization
   2592.1 ms  ✓ DataAPI
   2684.3 ms  ✓ StatsAPI
   5201.6 ms  ✓ FillArrays
   3106.0 ms  ✓ Mmap
   2480.1 ms  ✓ Future
   3387.9 ms  ✓ ProgressLogging
   2785.9 ms  ✓ SuiteSparse_jll
   2404.8 ms  ✓ PtrArrays
   3874.0 ms  ✓ ADTypes
   2705.2 ms  ✓ StaticArraysCore
   2804.8 ms  ✓ HashArrayMappedTries
   3181.5 ms  ✓ SciMLPublic
   3806.1 ms  ✓ Preferences
   2138.7 ms  ✓ TableTraits
   9896.9 ms  ✓ OrderedCollections
   4404.2 ms  ✓ Requires
  10271.9 ms  ✓ ConstructionBase
   2543.0 ms  ✓ EnzymeCore → AdaptExt
   3193.1 ms  ✓ GPUArraysCore
  12078.4 ms  ✓ UnsafeAtomics
   2579.5 ms  ✓ FillArrays → FillArraysStatisticsExt
  10492.0 ms  ✓ ShowCases
   6804.3 ms  ✓ LazyArtifacts
   9477.2 ms  ✓ CEnum
   2395.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3395.0 ms  ✓ DelimitedFiles
   2975.4 ms  ✓ AliasTables
  13991.3 ms  ✓ IrrationalConstants
   2682.5 ms  ✓ DiffResults
   2736.6 ms  ✓ ScopedValues
   9528.4 ms  ✓ Compat
   2782.1 ms  ✓ PrecompileTools
   2497.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3216.0 ms  ✓ JLLWrappers
   2614.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2607.9 ms  ✓ Atomix
   9298.1 ms  ✓ NaNMath
   2191.1 ms  ✓ Compat → CompatLinearAlgebraExt
   2905.7 ms  ✓ LogExpFunctions
   8201.3 ms  ✓ Missings
  12203.4 ms  ✓ InteractiveUtils
   2419.9 ms  ✓ OpenSpecFun_jll
   6881.3 ms  ✓ DataStructures
  16878.7 ms  ✓ MacroTools
   5500.7 ms  ✓ LLVMExtra_jll
   2434.9 ms  ✓ SortingAlgorithms
   2479.7 ms  ✓ CommonSubexpressions
   9210.7 ms  ✓ Tables
  13702.7 ms  ✓ Distributed
   3404.9 ms  ✓ SimpleTraits
   4501.4 ms  ✓ Setfield
   7294.2 ms  ✓ Functors
   8387.8 ms  ✓ ChainRulesCore
   4393.9 ms  ✓ MLCore
