nice: cannot set niceness: Permission denied
Precompiling packages...
   1905.6 ms  ✓ Reexport
   2166.1 ms  ✓ DefineSingletons
   2012.4 ms  ✓ DataValueInterfaces
   2014.3 ms  ✓ OpenLibm_jll
   2030.6 ms  ✓ RealDot
   2323.1 ms  ✓ Requires
   2336.4 ms  ✓ DelimitedFiles
   2399.9 ms  ✓ InverseFunctions
   2808.4 ms  ✓ Compat
   2801.0 ms  ✓ AbstractFFTs
   2881.7 ms  ✓ DocStringExtensions
   3015.8 ms  ✓ OrderedCollections
   3182.9 ms  ✓ EnzymeCore
   1893.2 ms  ✓ IteratorInterfaceExtensions
   2013.2 ms  ✓ PrettyPrint
   2107.4 ms  ✓ ConstructionBase
   2087.6 ms  ✓ DataAPI
   1998.5 ms  ✓ StatsAPI
   4410.1 ms  ✓ FillArrays
   2201.3 ms  ✓ ArgCheck
   2498.9 ms  ✓ ShowCases
   2124.8 ms  ✓ CompilerSupportLibraries_jll
   2195.1 ms  ✓ Compat → CompatLinearAlgebraExt
   2101.1 ms  ✓ SuiteSparse_jll
   2010.8 ms  ✓ CompositionsBase
   5688.2 ms  ✓ IrrationalConstants
   1680.6 ms  ✓ SciMLPublic
   1904.0 ms  ✓ PtrArrays
   2006.7 ms  ✓ StaticArraysCore
   2173.5 ms  ✓ HashArrayMappedTries
   1678.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2100.8 ms  ✓ NaNMath
   2004.9 ms  ✓ Adapt
   1599.2 ms  ✓ TableTraits
   1981.3 ms  ✓ ProgressLogging
   3691.6 ms  ✓ InitialValues
   3321.7 ms  ✓ Preferences
   1920.3 ms  ✓ NameResolution
   1825.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1894.6 ms  ✓ ContextVariablesX
   2203.5 ms  ✓ Missings
   4875.7 ms  ✓ Baselet
   1877.6 ms  ✓ DiffResults
   2511.6 ms  ✓ AliasTables
   2077.4 ms  ✓ ScopedValues
   1983.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   8499.8 ms  ✓ UnsafeAtomics
   3016.8 ms  ✓ LogExpFunctions
   8097.8 ms  ✓ Distributed
   2331.5 ms  ✓ GPUArraysCore
   2408.7 ms  ✓ EnzymeCore → AdaptExt
   1796.5 ms  ✓ PrecompileTools
   5088.0 ms  ✓ ChainRulesCore
   1802.4 ms  ✓ FLoopsBase
   2071.3 ms  ✓ JLLWrappers
   1987.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2217.0 ms  ✓ Atomix
   2489.8 ms  ✓ Functors
   9003.1 ms  ✓ MacroTools
   7189.4 ms  ✓ DataStructures
   3531.5 ms  ✓ Tables
   2504.7 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
