nice: cannot set niceness: Permission denied
Precompiling packages...
   1664.9 ms  ✓ MozillaCACerts_jll
   1678.0 ms  ✓ Unicode
   1672.7 ms  ✓ Zlib_jll
   1686.1 ms  ✓ UUIDs
   1675.4 ms  ✓ nghttp2_jll
   1698.3 ms  ✓ Logging
   1796.4 ms  ✓ OpenSSL_jll
   1774.8 ms  ✓ NetworkOptions
   1765.4 ms  ✓ CompilerSupportLibraries_jll
   1869.6 ms  ✓ Base64
    459.5 ms  ✓ LibSSH2_jll
    540.3 ms  ✓ p7zip_jll
    706.4 ms  ✓ Printf
    476.1 ms  ✓ LibCURL_jll
    487.6 ms  ✓ LibGit2_jll
   3287.0 ms  ✓ ArgTools
    791.7 ms  ✓ LibCURL
    637.3 ms  ✓ Tar
   2966.7 ms  ✓ Dates
   3077.5 ms  ✓ LibGit2
    483.1 ms  ✓ TOML
   3028.2 ms  ✓ Downloads
   9686.5 ms  ✓ StyledStrings
   1730.7 ms  ✓ JuliaSyntaxHighlighting
   3900.9 ms  ✓ Markdown
  47730.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2274.4 ms  ✓ IteratorInterfaceExtensions
   2316.9 ms  ✓ Reexport
   2421.8 ms  ✓ RealDot
   2504.4 ms  ✓ DataValueInterfaces
   2515.4 ms  ✓ OpenLibm_jll
   3399.3 ms  ✓ AbstractFFTs
   3387.7 ms  ✓ Statistics
   3396.7 ms  ✓ Adapt
   3606.2 ms  ✓ DocStringExtensions
   4118.7 ms  ✓ EnzymeCore
   4326.4 ms  ✓ Serialization
   2630.1 ms  ✓ DataAPI
   2693.8 ms  ✓ StatsAPI
   5032.4 ms  ✓ FillArrays
   2781.2 ms  ✓ Mmap
   2211.6 ms  ✓ Future
   3222.8 ms  ✓ ProgressLogging
   3000.6 ms  ✓ SuiteSparse_jll
   2600.2 ms  ✓ PtrArrays
   3708.8 ms  ✓ ADTypes
   2501.0 ms  ✓ SciMLPublic
   2685.9 ms  ✓ HashArrayMappedTries
   2782.3 ms  ✓ StaticArraysCore
   3772.6 ms  ✓ Preferences
   2394.5 ms  ✓ TableTraits
   4530.0 ms  ✓ Requires
  10003.5 ms  ✓ OrderedCollections
   2716.4 ms  ✓ EnzymeCore → AdaptExt
  10578.0 ms  ✓ ConstructionBase
   3684.8 ms  ✓ GPUArraysCore
   5270.7 ms  ✓ LazyArtifacts
  12070.8 ms  ✓ UnsafeAtomics
   9680.6 ms  ✓ ShowCases
   2598.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   2528.2 ms  ✓ DelimitedFiles
   2827.3 ms  ✓ AliasTables
   2423.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   9576.7 ms  ✓ CEnum
   2427.8 ms  ✓ ScopedValues
   2322.1 ms  ✓ DiffResults
  14614.3 ms  ✓ IrrationalConstants
   2601.2 ms  ✓ Atomix
   2805.7 ms  ✓ JLLWrappers
   9891.7 ms  ✓ Compat
   2201.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1900.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2236.8 ms  ✓ PrecompileTools
   9475.5 ms  ✓ NaNMath
   2666.9 ms  ✓ LogExpFunctions
   1873.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2523.8 ms  ✓ OpenSpecFun_jll
   8109.3 ms  ✓ Missings
  12140.7 ms  ✓ InteractiveUtils
  16611.1 ms  ✓ MacroTools
   5281.3 ms  ✓ LLVMExtra_jll
   8287.6 ms  ✓ Tables
  12933.0 ms  ✓ Distributed
   2522.9 ms  ✓ CommonSubexpressions
   3077.0 ms  ✓ SimpleTraits
   6935.6 ms  ✓ Functors
   5081.5 ms  ✓ Setfield
   8829.9 ms  ✓ ChainRulesCore
   2662.2 ms  ✓ MLDataDevices
   4294.0 ms  ✓ MLCore
  10799.9 ms  ✓ SpecialFunctions
   2660.3 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2664.6 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2693.0 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   8702.9 ms  ✓ StructArrays
   2623.8 ms  ✓ MLDataDevices → FillArraysExt
   3808.2 ms  ✓ ZygoteRules
   3135.8 ms  ✓ MLDataDevices → ChainRulesCoreExt
  19890.4 ms  ✓ SparseArrays
  11700.7 ms  ✓ IRTools
   3026.2 ms  ✓ DiffRules
   2513.0 ms  ✓ StructArrays → StructArraysAdaptExt
   2510.5 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   3118.8 ms  ✓ Statistics → SparseArraysExt
   7305.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3225.5 ms  ✓ Adapt → AdaptSparseArraysExt
   3220.9 ms  ✓ SuiteSparse
   3284.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2698.2 ms  ✓ MLDataDevices → SparseArraysExt
   2708.3 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1963.4 ms  ✓ SparseInverseSubset
   6999.8 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  17716.2 ms  ✓ Test
  10305.3 ms  ✓ Optimisers
   6615.5 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1101.5 ms  ✓ Optimisers → OptimisersAdaptExt
   1169.0 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   2513.2 ms  ✓ DataStructures
   2624.5 ms  ✓ AbstractFFTs → AbstractFFTsTestExt
   1004.4 ms  ✓ SortingAlgorithms
  24730.0 ms  ✓ StaticArrays
   1613.8 ms  ✓ FillArrays → FillArraysStaticArraysExt
   1918.0 ms  ✓ Adapt → AdaptStaticArraysExt
   1954.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1997.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
  11097.7 ms  ✓ ForwardDiff
   1395.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   4353.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   4643.8 ms  ✓ StructArrays → StructArraysStaticArraysExt
  25157.5 ms  ✓ LLVM
   7026.9 ms  ✓ StatsBase
   1632.5 ms  ✓ UnsafeAtomics → UnsafeAtomicsLLVM
  10704.5 ms  ✓ ChainRules
   5770.2 ms  ✓ KernelAbstractions
