nice: cannot set niceness: Permission denied
Precompiling packages...
   1477.1 ms  ✓ MozillaCACerts_jll
   1486.4 ms  ✓ UUIDs
   1611.9 ms  ✓ OpenSSL_jll
   1672.3 ms  ✓ Logging
   1675.4 ms  ✓ Zlib_jll
   1670.3 ms  ✓ nghttp2_jll
   1709.9 ms  ✓ CompilerSupportLibraries_jll
   1720.6 ms  ✓ Unicode
   1802.8 ms  ✓ NetworkOptions
   1799.8 ms  ✓ Base64
    561.2 ms  ✓ LibSSH2_jll
    650.2 ms  ✓ p7zip_jll
    685.1 ms  ✓ Printf
    492.7 ms  ✓ LibGit2_jll
    495.9 ms  ✓ LibCURL_jll
   3171.6 ms  ✓ ArgTools
    769.0 ms  ✓ LibCURL
    660.5 ms  ✓ Tar
   2878.3 ms  ✓ Dates
   3067.3 ms  ✓ LibGit2
    466.8 ms  ✓ TOML
   3139.7 ms  ✓ Downloads
   9546.6 ms  ✓ StyledStrings
   1694.7 ms  ✓ JuliaSyntaxHighlighting
   3882.8 ms  ✓ Markdown
  47409.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2360.0 ms  ✓ RealDot
   2361.5 ms  ✓ Reexport
   2447.3 ms  ✓ DataValueInterfaces
   2422.9 ms  ✓ IteratorInterfaceExtensions
   2542.8 ms  ✓ OpenLibm_jll
   3035.5 ms  ✓ Adapt
   3254.7 ms  ✓ AbstractFFTs
   3345.5 ms  ✓ Statistics
   3354.7 ms  ✓ DocStringExtensions
   3860.8 ms  ✓ Serialization
   3921.9 ms  ✓ EnzymeCore
   2480.0 ms  ✓ StatsAPI
   2602.1 ms  ✓ DataAPI
   5373.6 ms  ✓ FillArrays
   3005.9 ms  ✓ Mmap
   3179.4 ms  ✓ ProgressLogging
   2776.3 ms  ✓ SuiteSparse_jll
   2606.0 ms  ✓ Future
   2412.3 ms  ✓ PtrArrays
   2282.0 ms  ✓ SciMLPublic
   3791.8 ms  ✓ ADTypes
   2887.9 ms  ✓ StaticArraysCore
   2787.9 ms  ✓ HashArrayMappedTries
   3897.1 ms  ✓ Requires
   9650.5 ms  ✓ ConstructionBase
   4125.2 ms  ✓ Preferences
   2832.4 ms  ✓ TableTraits
  10467.7 ms  ✓ OrderedCollections
   3520.7 ms  ✓ GPUArraysCore
   5194.6 ms  ✓ LazyArtifacts
  11628.8 ms  ✓ UnsafeAtomics
   2701.0 ms  ✓ EnzymeCore → AdaptExt
   9907.8 ms  ✓ ShowCases
   3007.5 ms  ✓ DelimitedFiles
   3072.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   9517.4 ms  ✓ CEnum
   2879.8 ms  ✓ AliasTables
   2794.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2802.4 ms  ✓ DiffResults
  14852.4 ms  ✓ IrrationalConstants
   2804.4 ms  ✓ ScopedValues
   2801.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  10029.5 ms  ✓ Compat
   2697.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2735.5 ms  ✓ PrecompileTools
   2724.5 ms  ✓ JLLWrappers
   9271.4 ms  ✓ NaNMath
   2591.7 ms  ✓ Atomix
   1698.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2790.8 ms  ✓ LogExpFunctions
  12091.4 ms  ✓ InteractiveUtils
   2572.4 ms  ✓ OpenSpecFun_jll
   9292.9 ms  ✓ Missings
  16407.1 ms  ✓ MacroTools
   7276.0 ms  ✓ DataStructures
   2586.8 ms  ✓ CommonSubexpressions
   6081.4 ms  ✓ LLVMExtra_jll
   8685.0 ms  ✓ Tables
  14893.2 ms  ✓ Distributed
   3580.4 ms  ✓ SimpleTraits
   2339.2 ms  ✓ SortingAlgorithms
   4962.8 ms  ✓ Setfield
   7291.4 ms  ✓ Functors
   8628.2 ms  ✓ ChainRulesCore
   3402.7 ms  ✓ MLCore
   2821.6 ms  ✓ MLDataDevices
   2210.0 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2205.5 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2325.1 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3145.1 ms  ✓ ZygoteRules
  10504.4 ms  ✓ SpecialFunctions
   6516.0 ms  ✓ StructArrays
   2110.2 ms  ✓ MLDataDevices → FillArraysExt
   2687.7 ms  ✓ MLDataDevices → ChainRulesCoreExt
  19809.8 ms  ✓ SparseArrays
  11160.0 ms  ✓ IRTools
   2289.9 ms  ✓ StructArrays → StructArraysAdaptExt
   2304.5 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2712.0 ms  ✓ DiffRules
   6197.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2597.7 ms  ✓ SuiteSparse
   2778.8 ms  ✓ Adapt → AdaptSparseArraysExt
   2787.6 ms  ✓ Statistics → SparseArraysExt
   2871.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2916.8 ms  ✓ MLDataDevices → SparseArraysExt
   2599.1 ms  ✓ StructArrays → StructArraysSparseArraysExt
   1376.3 ms  ✓ SparseInverseSubset
   5544.1 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   8902.4 ms  ✓ Optimisers
   5302.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    836.5 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
    905.2 ms  ✓ Optimisers → OptimisersAdaptExt
   5301.9 ms  ✓ StatsBase
  23291.2 ms  ✓ StaticArrays
   8696.7 ms  ✓ ForwardDiff
   1784.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1808.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1902.2 ms  ✓ Adapt → AdaptStaticArraysExt
   1986.0 ms  ✓ FillArrays → FillArraysStaticArraysExt
   1198.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3899.3 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   4033.2 ms  ✓ StructArrays → StructArraysStaticArraysExt
  20981.7 ms  ✓ LLVM
   1469.9 ms  ✓ UnsafeAtomics → UnsafeAtomicsLLVM
   9564.5 ms  ✓ ChainRules
   5012.4 ms  ✓ KernelAbstractions
   1181.7 ms  ✓ MLDataDevices → ChainRulesExt
    953.6 ms  ✓ KernelAbstractions → LinearAlgebraExt
   1016.6 ms  ✓ KernelAbstractions → EnzymeExt
   1015.6 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
   1136.8 ms  ✓ KernelAbstractions → SparseArraysExt
   3999.8 ms  ✓ NNlib
   1198.2 ms  ✓ NNlib → NNlibSpecialFunctionsExt
   1235.3 ms  ✓ NNlib → NNlibForwardDiffExt
   1364.2 ms  ✓ NNlib → NNlibEnzymeCoreExt
   1362.8 ms  ✓ OneHotArrays
   5186.9 ms  ✓ GPUArrays
    698.3 ms  ✓ MLDataDevices → OneHotArraysExt
   1463.2 ms  ✓ MLDataDevices → GPUArraysSparseArraysExt
  52722.7 ms  ✓ REPL
    750.8 ms  ✓ CodeTracking
   3517.9 ms  ✓ MLUtils
   7176.3 ms  ✓ Pkg → REPLExt
   4318.5 ms  ✓ MLDataDevices → MLUtilsExt
  35147.8 ms  ✓ Zygote
   1079.6 ms  ✓ MLDataDevices → ZygoteExt
   6539.9 ms  ✓ Flux
  127 dependencies successfully precompiled in 88 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +release --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 447.21
	System time (seconds): 32.15
	Percent of CPU this job got: 315%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:31.85
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2171176
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 487
	Minor (reclaiming a frame) page faults: 8620530
	Voluntary context switches: 24606
	Involuntary context switches: 28211
	Swaps: 0
	File system inputs: 0
	File system outputs: 899568
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
