nice: cannot set niceness: Permission denied
Precompiling packages...
   1510.4 ms  ✓ UUIDs
   1617.1 ms  ✓ Unicode
   1622.7 ms  ✓ Logging
   1701.7 ms  ✓ Zlib_jll
   1743.2 ms  ✓ OpenSSL_jll
   1722.7 ms  ✓ MozillaCACerts_jll
   1819.8 ms  ✓ nghttp2_jll
   1893.0 ms  ✓ NetworkOptions
   1890.5 ms  ✓ CompilerSupportLibraries_jll
   1899.4 ms  ✓ Base64
    587.6 ms  ✓ LibSSH2_jll
    789.2 ms  ✓ Printf
    605.0 ms  ✓ p7zip_jll
    468.9 ms  ✓ LibCURL_jll
    487.2 ms  ✓ LibGit2_jll
   3350.3 ms  ✓ ArgTools
    778.8 ms  ✓ LibCURL
    656.6 ms  ✓ Tar
   2969.0 ms  ✓ Dates
    464.1 ms  ✓ TOML
   3103.7 ms  ✓ LibGit2
   3008.1 ms  ✓ Downloads
   9528.9 ms  ✓ StyledStrings
   1635.1 ms  ✓ JuliaSyntaxHighlighting
   3913.6 ms  ✓ Markdown
  47922.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2267.4 ms  ✓ DataValueInterfaces
   2456.4 ms  ✓ Reexport
   2469.5 ms  ✓ RealDot
   2445.2 ms  ✓ IteratorInterfaceExtensions
   2653.2 ms  ✓ OpenLibm_jll
   3336.3 ms  ✓ Adapt
   3347.2 ms  ✓ Statistics
   3465.7 ms  ✓ DocStringExtensions
   3665.6 ms  ✓ AbstractFFTs
   3778.5 ms  ✓ Serialization
   3871.2 ms  ✓ EnzymeCore
   2772.0 ms  ✓ DataAPI
   2712.9 ms  ✓ StatsAPI
   2992.6 ms  ✓ ProgressLogging
   5583.0 ms  ✓ FillArrays
   2674.1 ms  ✓ Mmap
   2491.7 ms  ✓ Future
   2874.2 ms  ✓ SuiteSparse_jll
   2660.1 ms  ✓ PtrArrays
   2918.7 ms  ✓ StaticArraysCore
   2898.1 ms  ✓ HashArrayMappedTries
   2599.0 ms  ✓ TableTraits
   9639.5 ms  ✓ ConstructionBase
   3738.3 ms  ✓ Preferences
   4383.2 ms  ✓ Requires
  10269.1 ms  ✓ OrderedCollections
   5223.1 ms  ✓ LazyArtifacts
   3404.8 ms  ✓ GPUArraysCore
   9299.2 ms  ✓ ShowCases
   2502.2 ms  ✓ EnzymeCore → AdaptExt
  12411.9 ms  ✓ UnsafeAtomics
   2617.0 ms  ✓ FillArrays → FillArraysStatisticsExt
  10010.8 ms  ✓ BFloat16s
   3199.9 ms  ✓ DelimitedFiles
  13719.3 ms  ✓ IrrationalConstants
  10079.3 ms  ✓ CEnum
   2593.1 ms  ✓ DiffResults
   2980.1 ms  ✓ AliasTables
   2609.2 ms  ✓ ScopedValues
   9293.9 ms  ✓ Compat
   2492.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2905.0 ms  ✓ Atomix
   2811.9 ms  ✓ JLLWrappers
   2016.2 ms  ✓ PrecompileTools
   8225.2 ms  ✓ NaNMath
   2098.8 ms  ✓ Compat → CompatLinearAlgebraExt
   3006.0 ms  ✓ LogExpFunctions
   2883.9 ms  ✓ OpenSpecFun_jll
   8789.1 ms  ✓ Missings
   2872.9 ms  ✓ SciMLPublic
  12776.3 ms  ✓ InteractiveUtils
  16400.2 ms  ✓ MacroTools
   4189.0 ms  ✓ ADTypes
   8195.3 ms  ✓ DataStructures
   6994.2 ms  ✓ LLVMExtra_jll
   2368.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2367.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2986.2 ms  ✓ CommonSubexpressions
   4007.0 ms  ✓ SimpleTraits
   2419.7 ms  ✓ SortingAlgorithms
  15837.7 ms  ✓ Distributed
  11351.8 ms  ✓ Tables
   5273.9 ms  ✓ Setfield
   8281.1 ms  ✓ Functors
  10007.8 ms  ✓ ChainRulesCore
   1880.1 ms  ✓ MLDataDevices
  11109.7 ms  ✓ SpecialFunctions
   2491.3 ms  ✓ AbstractFFTs → AbstractFFTsChainRulesCoreExt
   2524.7 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2581.3 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   4667.4 ms  ✓ MLCore
   3098.6 ms  ✓ MLDataDevices → FillArraysExt
   3131.6 ms  ✓ MLDataDevices → ChainRulesCoreExt
   3478.1 ms  ✓ ZygoteRules
  11296.7 ms  ✓ IRTools
   1941.6 ms  ✓ DiffRules
   6670.1 ms  ✓ StructArrays
  20393.6 ms  ✓ SparseArrays
   6179.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2316.0 ms  ✓ StructArrays → StructArraysAdaptExt
   2397.2 ms  ✓ StructArrays → StructArraysLinearAlgebraExt
   2921.1 ms  ✓ SuiteSparse
   3011.9 ms  ✓ Adapt → AdaptSparseArraysExt
   3084.0 ms  ✓ StructArrays → StructArraysSparseArraysExt
   3199.1 ms  ✓ Statistics → SparseArraysExt
   3191.7 ms  ✓ MLDataDevices → SparseArraysExt
   3197.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
   6189.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   8970.3 ms  ✓ Optimisers
   1501.0 ms  ✓ SparseInverseSubset
    913.3 ms  ✓ Optimisers → OptimisersEnzymeCoreExt
   1012.4 ms  ✓ Optimisers → OptimisersAdaptExt
   5327.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
  24034.6 ms  ✓ StaticArrays
   6578.0 ms  ✓ StatsBase
  10195.4 ms  ✓ ForwardDiff
   1875.7 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1977.6 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2042.9 ms  ✓ Adapt → AdaptStaticArraysExt
   2149.2 ms  ✓ FillArrays → FillArraysStaticArraysExt
   1233.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3737.8 ms  ✓ StructArrays → StructArraysStaticArraysExt
   3847.5 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
  21936.7 ms  ✓ LLVM
    967.6 ms  ✓ LLVM → BFloat16sExt
   1596.8 ms  ✓ UnsafeAtomics → UnsafeAtomicsLLVM
   9797.6 ms  ✓ ChainRules
   4937.5 ms  ✓ KernelAbstractions
   1066.3 ms  ✓ KernelAbstractions → LinearAlgebraExt
   1144.3 ms  ✓ MLDataDevices → ChainRulesExt
   1181.3 ms  ✓ KernelAbstractions → EnzymeExt
   1185.7 ms  ✓ StructArrays → StructArraysGPUArraysCoreExt
   1272.5 ms  ✓ KernelAbstractions → SparseArraysExt
   4268.6 ms  ✓ NNlib
   1154.9 ms  ✓ NNlib → NNlibSpecialFunctionsExt
   1313.9 ms  ✓ NNlib → NNlibForwardDiffExt
   5426.3 ms  ✓ GPUArrays
   1405.0 ms  ✓ NNlib → NNlibEnzymeCoreExt
   1403.4 ms  ✓ OneHotArrays
    704.4 ms  ✓ MLDataDevices → OneHotArraysExt
   1506.2 ms  ✓ MLDataDevices → GPUArraysSparseArraysExt
  49578.8 ms  ✓ REPL
    737.8 ms  ✓ CodeTracking
   2864.7 ms  ✓ MLUtils
   4680.7 ms  ✓ Pkg → REPLExt
   1601.3 ms  ✓ MLDataDevices → MLUtilsExt
  32028.6 ms  ✓ Zygote
   1087.1 ms  ✓ MLDataDevices → ZygoteExt
   6637.8 ms  ✓ Flux
  129 dependencies successfully precompiled in 87 seconds. 26 already precompiled.
  24 dependencies precompiled but different versions are currently loaded (ArgTools, Base64, Dates, Downloads, JuliaSyntaxHighlighting, LibCURL, LibCURL_jll, LibGit2, LibGit2_jll, LibSSH2_jll, Logging, Markdown, MozillaCACerts_jll, NetworkOptions, OpenSSL_jll, Pkg, Printf, StyledStrings, TOML, Tar, UUIDs, Zlib_jll, nghttp2_jll and p7zip_jll). Restart julia to access the new versions. Otherwise, 74 dependents of these packages may trigger further precompilation to work with the unexpected versions.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +release --project=F/Flux/Basic-Model-Gradient -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 443.69
	System time (seconds): 32.65
	Percent of CPU this job got: 315%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:31.13
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2201364
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 461
	Minor (reclaiming a frame) page faults: 8764925
	Voluntary context switches: 24998
	Involuntary context switches: 29245
	Swaps: 0
	File system inputs: 0
	File system outputs: 905776
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
