nice: cannot set niceness: Permission denied
Precompiling packages...
   1785.1 ms  ✓ CommonSolve
   1884.5 ms  ✓ LazyArtifacts
   1909.5 ms  ✓ ConcreteStructs
   1915.9 ms  ✓ IteratorInterfaceExtensions
   2003.9 ms  ✓ MuladdMacro
   1973.3 ms  ✓ OpenLibm_jll
   2083.7 ms  ✓ CompilerSupportLibraries_jll
   2204.1 ms  ✓ TestEnv
   2208.7 ms  ✓ ExprTools
   2313.0 ms  ✓ InverseFunctions
   3080.7 ms  ✓ ADTypes
   3758.6 ms  ✓ FunctionWrappers
   1882.7 ms  ✓ ManualMemory
   2100.9 ms  ✓ SuiteSparse_jll
   1793.1 ms  ✓ Reexport
   4359.9 ms  ✓ FillArrays
   2199.7 ms  ✓ EnumX
   4525.4 ms  ✓ GenericSchur
   2694.1 ms  ✓ Compat
   2502.1 ms  ✓ Requires
   2693.6 ms  ✓ OrderedCollections
   2004.1 ms  ✓ SIMDTypes
   3188.7 ms  ✓ Preferences
   1903.4 ms  ✓ CompositionsBase
   1909.6 ms  ✓ FastPower
   2692.3 ms  ✓ DocStringExtensions
   1791.6 ms  ✓ IfElse
   1899.3 ms  ✓ CommonWorldInvalidations
   1717.1 ms  ✓ FastClosures
   2089.4 ms  ✓ ConstructionBase
   1813.4 ms  ✓ SciMLPublic
   3010.9 ms  ✓ CpuId
   3092.1 ms  ✓ EnzymeCore
   2390.4 ms  ✓ LoggingExtras
   2178.8 ms  ✓ StaticArraysCore
   8271.9 ms  ✓ ExproniconLite
   2380.1 ms  ✓ NaNMath
   2106.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2507.8 ms  ✓ RuntimeGeneratedFunctions
   2107.7 ms  ✓ FunctionWrappersWrappers
   1903.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   5701.3 ms  ✓ IrrationalConstants
   2394.2 ms  ✓ Compat → CompatLinearAlgebraExt
   8083.9 ms  ✓ Distributed
   2709.5 ms  ✓ PrecompileTools
   2391.0 ms  ✓ Adapt
   2908.6 ms  ✓ JLLWrappers
   2675.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   5176.2 ms  ✓ DifferentiationInterface
   4790.2 ms  ✓ ThreadingUtilities
   2401.3 ms  ✓ DiffResults
   2999.6 ms  ✓ SciMLLogging
   2097.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  10300.6 ms  ✓ MacroTools
  13383.0 ms  ✓ Test
   2087.1 ms  ✓ EnzymeCore → AdaptExt
   4305.4 ms  ✓ LogExpFunctions
   2587.2 ms  ✓ GPUArraysCore
   2619.0 ms  ✓ ArrayInterface
   2382.9 ms  ✓ OpenSpecFun_jll
   8699.1 ms  ✓ TimerOutputs
   3918.4 ms  ✓ Static
   3513.1 ms  ✓ IntelOpenMP_jll
   3816.5 ms  ✓ oneTBB_jll
   2602.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2512.7 ms  ✓ TruncatedStacktraces
   3097.3 ms  ✓ CommonSubexpressions
   9311.6 ms  ✓ DataStructures
   2082.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2194.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2407.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   6399.9 ms  ✓ ChainRulesCore
   8488.0 ms  ✓ Jieko
   6702.6 ms  ✓ RecipesBase
   2586.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2485.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3480.4 ms  ✓ MaybeInplace
   1812.7 ms  ✓ BitTwiddlingConvenienceFunctions
   5024.7 ms  ✓ Setfield
   2604.5 ms  ✓ SciMLStructures
   5507.1 ms  ✓ ReTestItems
   2510.4 ms  ✓ MKL_jll
   2216.6 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   1525.1 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3492.7 ms  ✓ PreallocationTools
   1631.8 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   3592.0 ms  ✓ CPUSummary
   2107.5 ms  ✓ FiniteDiff
   7411.7 ms  ✓ Accessors
   4230.3 ms  ✓ StaticArrayInterface
   1402.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   1418.9 ms  ✓ PolyesterWeave
  15218.4 ms  ✓ SparseArrays
   3908.0 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1383.4 ms  ✓ CloseOpenIntervals
   1706.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1697.3 ms  ✓ Accessors → LinearAlgebraExt
   1734.5 ms  ✓ LayoutPointers
   2279.2 ms  ✓ Adapt → AdaptSparseArraysExt
   2498.0 ms  ✓ Statistics
   2496.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2502.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2573.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2003.0 ms  ✓ Accessors → TestExt
   2592.8 ms  ✓ NLSolversBase
   8501.0 ms  ✓ SpecialFunctions
   2789.1 ms  ✓ StrideArraysCore
   1708.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1935.2 ms  ✓ FillArrays → FillArraysStatisticsExt
