nice: cannot set niceness: Permission denied
Precompiling packages...
    402.8 ms  ✓ CommonSolve
    411.5 ms  ✓ Reexport
    558.9 ms  ✓ ConstructionBase
    501.9 ms  ✓ StaticArraysCore
    593.2 ms  ✓ Statistics
   1362.1 ms  ✓ IrrationalConstants
    472.3 ms  ✓ IfElse
    920.5 ms  ✓ SuiteSparse_jll
    776.3 ms  ✓ EnzymeCore
    527.1 ms  ✓ ManualMemory
    423.1 ms  ✓ CommonWorldInvalidations
    422.8 ms  ✓ Future
    907.0 ms  ✓ SciMLPublic
    450.2 ms  ✓ FastPower
    441.3 ms  ✓ CompositionsBase
    539.3 ms  ✓ InverseFunctions
    435.9 ms  ✓ SimpleUnPack
    467.9 ms  ✓ MuladdMacro
    462.7 ms  ✓ EnumX
    671.2 ms  ✓ OpenLibm_jll
   2205.2 ms  ✓ ExproniconLite
    540.2 ms  ✓ ExprTools
    582.2 ms  ✓ UnPack
    577.9 ms  ✓ ConcreteStructs
   1304.3 ms  ✓ FillArrays
    824.6 ms  ✓ OrderedCollections
   4906.9 ms  ✓ MacroTools
    791.0 ms  ✓ ADTypes
    629.4 ms  ✓ DocStringExtensions
    718.2 ms  ✓ Serialization
    469.8 ms  ✓ FastClosures
    445.2 ms  ✓ SIMDTypes
    438.4 ms  ✓ IteratorInterfaceExtensions
    697.1 ms  ✓ LogExpFunctions
    773.8 ms  ✓ Requires
    770.7 ms  ✓ CpuId
    576.7 ms  ✓ LoggingExtras
    601.2 ms  ✓ Compat
   1488.1 ms  ✓ InteractiveUtils
    555.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3158.6 ms  ✓ FunctionWrappers
    996.3 ms  ✓ LazyArtifacts
    463.3 ms  ✓ DiffResults
    439.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1750.8 ms  ✓ Preferences
    465.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    565.0 ms  ✓ NaNMath
   1202.0 ms  ✓ ThreadingUtilities
    492.8 ms  ✓ FillArrays → FillArraysStatisticsExt
    415.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    575.9 ms  ✓ CommonSubexpressions
    420.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2060.9 ms  ✓ Jieko
   1119.2 ms  ✓ DifferentiationInterface
   1843.3 ms  ✓ DataStructures
    444.4 ms  ✓ RuntimeGeneratedFunctions
   1206.4 ms  ✓ GenericSchur
    449.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    580.2 ms  ✓ Adapt
    556.6 ms  ✓ Compat → CompatLinearAlgebraExt
    493.5 ms  ✓ FunctionWrappersWrappers
   4087.6 ms  ✓ TimerOutputs
   2506.2 ms  ✓ Distributed
    529.1 ms  ✓ PrecompileTools
    605.8 ms  ✓ JLLWrappers
   1761.2 ms  ✓ Setfield
    635.8 ms  ✓ SciMLLogging
    594.8 ms  ✓ TruncatedStacktraces
    583.8 ms  ✓ ArrayInterface
    562.0 ms  ✓ GPUArraysCore
    413.0 ms  ✓ EnzymeCore → AdaptExt
   4122.8 ms  ✓ SparseArrays
   1430.0 ms  ✓ ChainRulesCore
   2562.4 ms  ✓ Accessors
    665.7 ms  ✓ OpenSpecFun_jll
   2018.4 ms  ✓ RecipesBase
   1109.3 ms  ✓ IntelOpenMP_jll
   1169.4 ms  ✓ oneTBB_jll
    420.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    461.0 ms  ✓ SciMLStructures
    711.0 ms  ✓ MaybeInplace
    451.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    927.6 ms  ✓ PreallocationTools
    441.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    600.2 ms  ✓ Statistics → SparseArraysExt
    659.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
    725.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    673.0 ms  ✓ Adapt → AdaptSparseArraysExt
  10418.7 ms  ✓ Moshi
    682.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    707.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    489.7 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   7681.1 ms  ✓ Krylov
   1488.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    582.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    545.0 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
    613.0 ms  ✓ Accessors → LinearAlgebraExt
  14217.9 ms  ✓ StaticArrays
    918.9 ms  ✓ FiniteDiff
   1523.7 ms  ✓ MKL_jll
    863.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3285.6 ms  ✓ SpecialFunctions
  10358.1 ms  ✓ SparseMatrixColorings
   1432.5 ms  ✓ SymbolicIndexingInterface
   2339.8 ms  ✓ SciMLOperators
    766.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    754.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    759.8 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    739.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    696.6 ms  ✓ Adapt → AdaptStaticArraysExt
    703.5 ms  ✓ Accessors → StaticArraysExt
    697.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    699.9 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    600.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1883.2 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1743.3 ms  ✓ FastGaussQuadrature
    781.8 ms  ✓ DiffRules
    913.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    582.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    815.5 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2022.0 ms  ✓ RecursiveArrayTools
    833.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  25551.5 ms  ✓ Static
    471.5 ms  ✓ BitTwiddlingConvenienceFunctions
    930.5 ms  ✓ CPUSummary
   3933.6 ms  ✓ ForwardDiff
    652.6 ms  ✓ PolyesterWeave
    745.4 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  11964.0 ms  ✓ ArrayLayouts
    558.3 ms  ✓ FastPower → FastPowerForwardDiffExt
    727.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    600.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    619.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1140.2 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
    914.3 ms  ✓ NLSolversBase
   1050.4 ms  ✓ LineSearches
   8030.3 ms  ✓ SciMLBase
    806.1 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   2617.0 ms  ✓ LazyArrays
   1203.8 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    778.8 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1327.2 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   2612.6 ms  ✓ SciMLJacobianOperators
  14765.3 ms  ✓ StaticArrayInterface
   4189.9 ms  ✓ LineSearch
    658.7 ms  ✓ CloseOpenIntervals
    791.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    610.5 ms  ✓ LayoutPointers
  29105.3 ms  ✓ ExponentialUtilities
    914.4 ms  ✓ LineSearch → LineSearchLineSearchesExt
    838.3 ms  ✓ StrideArraysCore
   6339.6 ms  ✓ NonlinearSolveBase
    727.6 ms  ✓ Polyester
   1484.0 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   1026.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1185.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
    817.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
    826.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
    880.0 ms  ✓ FastBroadcast
